# event_ticker=KXATPMATCH-26MAR29SHETUR
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Alexander Shevchenko
# fav_player=Radu David Turcanu
# dog_player=Alexander Shevchenko
# kalshi_date=2026-03-29
timestamp,Radu David Turcanu,Alexander Shevchenko
2026-03-31T08:54:00Z,3.16,98.00
2026-03-31T08:55:00Z,3.00,98.97
2026-03-31T08:56:00Z,1.00,99.00
2026-03-31T08:57:00Z,1.12,99.00
2026-03-31T08:58:00Z,2.00,99.00
2026-03-31T08:59:00Z,2.61,98.00
2026-03-31T09:00:00Z,3.00,98.00
2026-03-31T09:01:00Z,1.01,98.00
2026-03-31T09:02:00Z,1.49,98.00
2026-03-31T09:03:00Z,1.05,99.00
2026-03-31T09:04:00Z,2.00,99.00
2026-03-31T09:05:00Z,1.03,99.00
2026-03-31T09:06:00Z,1.00,99.00
2026-03-31T09:07:00Z,1.00,99.00
2026-03-31T09:08:00Z,1.00,99.00
2026-03-31T09:09:00Z,1.00,99.00
2026-03-31T09:11:00Z,1.00,99.00
2026-03-31T09:12:00Z,1.00,99.00
2026-03-31T09:13:00Z,1.00,99.00
2026-03-31T09:14:00Z,1.00,99.00
2026-03-31T09:15:00Z,1.00,99.00
2026-03-31T09:17:00Z,1.00,99.00
2026-03-31T09:18:00Z,1.00,99.00
2026-03-31T09:19:00Z,1.00,99.00
2026-03-31T09:20:00Z,1.05,98.81
2026-03-31T09:21:00Z,3.06,97.99
2026-03-31T09:22:00Z,2.36,98.51
2026-03-31T09:23:00Z,1.47,99.00
2026-03-31T09:24:00Z,1.00,99.00
