# event_ticker=KXATPCHALLENGERMATCH-26MAR03GEEPER
# final_score=6-4 6-4
# match_winner=Michael Geerts
# fav_player=Michael Geerts
# dog_player=Tiago Pereira
# kalshi_date=2026-03-03
timestamp,Michael Geerts,Tiago Pereira
2026-03-03T11:19:00Z,63.73,39.00
2026-03-03T11:23:00Z,64.00,39.00
2026-03-03T11:28:00Z,64.00,39.00
2026-03-03T11:31:00Z,64.00,39.00
2026-03-03T11:37:00Z,64.00,39.00
2026-03-03T11:38:00Z,64.00,40.00
2026-03-03T11:45:00Z,64.00,40.00
2026-03-03T11:48:00Z,63.67,40.00
2026-03-03T11:49:00Z,63.00,40.00
2026-03-03T11:50:00Z,64.00,40.00
2026-03-03T11:51:00Z,64.00,40.00
2026-03-03T11:52:00Z,64.00,37.57
2026-03-03T11:53:00Z,60.91,40.00
2026-03-03T11:54:00Z,60.91,40.05
2026-03-03T11:55:00Z,59.00,40.05
2026-03-03T11:56:00Z,56.20,44.00
2026-03-03T11:57:00Z,59.27,44.00
2026-03-03T11:58:00Z,61.00,38.60
2026-03-03T11:59:00Z,61.50,41.00
2026-03-03T12:00:00Z,59.00,41.48
2026-03-03T12:01:00Z,59.00,41.48
2026-03-03T12:02:00Z,60.00,41.48
2026-03-03T12:03:00Z,60.00,39.00
2026-03-03T12:04:00Z,58.03,40.87
2026-03-03T12:05:00Z,65.95,40.00
2026-03-03T12:06:00Z,67.78,33.68
2026-03-03T12:07:00Z,74.33,33.68
2026-03-03T12:08:00Z,75.14,33.68
2026-03-03T12:09:00Z,75.14,23.00
2026-03-03T12:10:00Z,79.35,21.00
2026-03-03T12:11:00Z,80.88,20.00
2026-03-03T12:12:00Z,79.00,22.00
2026-03-03T12:13:00Z,78.12,22.00
2026-03-03T12:14:00Z,78.12,22.00
2026-03-03T12:15:00Z,80.00,21.39
2026-03-03T12:16:00Z,80.62,20.00
2026-03-03T12:17:00Z,79.98,21.33
2026-03-03T12:18:00Z,79.00,23.06
2026-03-03T12:19:00Z,74.83,25.59
2026-03-03T12:20:00Z,78.45,26.38
2026-03-03T12:21:00Z,77.70,21.21
2026-03-03T12:22:00Z,80.00,21.04
2026-03-03T12:23:00Z,83.55,17.07
2026-03-03T12:24:00Z,83.01,15.00
2026-03-03T12:25:00Z,83.01,17.32
2026-03-03T12:26:00Z,83.00,16.49
2026-03-03T12:27:00Z,84.00,16.01
2026-03-03T12:28:00Z,80.00,20.31
2026-03-03T12:29:00Z,81.00,21.00
2026-03-03T12:30:00Z,80.82,19.77
2026-03-03T12:31:00Z,85.07,18.62
2026-03-03T12:32:00Z,80.89,19.35
2026-03-03T12:33:00Z,82.00,19.16
2026-03-03T12:34:00Z,82.06,17.78
2026-03-03T12:35:00Z,85.00,17.00
2026-03-03T12:36:00Z,87.01,12.00
2026-03-03T12:37:00Z,85.00,12.62
2026-03-03T12:38:00Z,83.02,18.44
2026-03-03T12:39:00Z,86.81,14.85
2026-03-03T12:40:00Z,92.76,8.16
2026-03-03T12:41:00Z,92.05,8.93
2026-03-03T12:42:00Z,89.10,11.41
2026-03-03T12:43:00Z,91.17,10.85
2026-03-03T12:44:00Z,90.13,10.37
2026-03-03T12:45:00Z,90.46,9.61
2026-03-03T12:46:00Z,91.88,10.59
2026-03-03T12:47:00Z,92.05,8.99
2026-03-03T12:48:00Z,94.07,7.52
2026-03-03T12:49:00Z,94.57,5.08
2026-03-03T12:50:00Z,93.05,7.39
2026-03-03T12:51:00Z,94.48,6.20
2026-03-03T12:52:00Z,93.00,7.92
2026-03-03T12:53:00Z,92.11,9.00
2026-03-03T12:54:00Z,92.00,7.12
2026-03-03T12:55:00Z,92.28,8.01
2026-03-03T12:56:00Z,88.97,13.22
2026-03-03T12:57:00Z,91.27,11.65
2026-03-03T12:58:00Z,96.01,7.47
2026-03-03T12:59:00Z,95.45,5.81
2026-03-03T13:00:00Z,93.05,8.29
2026-03-03T13:01:00Z,92.02,8.98
2026-03-03T13:02:00Z,91.58,10.03
2026-03-03T13:03:00Z,89.87,11.92
2026-03-03T13:04:00Z,88.31,13.57
2026-03-03T13:05:00Z,92.87,11.24
2026-03-03T13:06:00Z,95.00,5.97
2026-03-03T13:07:00Z,94.19,8.24
2026-03-03T13:08:00Z,93.00,7.65
2026-03-03T13:09:00Z,93.70,7.83
2026-03-03T13:10:00Z,93.72,6.88
2026-03-03T13:11:00Z,95.89,4.99
2026-03-03T13:12:00Z,96.43,3.95
2026-03-03T13:13:00Z,94.64,8.19
2026-03-03T13:14:00Z,95.62,4.56
2026-03-03T13:15:00Z,97.28,3.28
2026-03-03T13:16:00Z,95.89,4.98
2026-03-03T13:17:00Z,95.92,5.31
2026-03-03T13:18:00Z,96.00,4.85
2026-03-03T13:19:00Z,98.55,1.98
2026-03-03T13:20:00Z,99.00,1.00
2026-03-03T13:21:00Z,99.00,1.00
2026-03-03T13:22:00Z,99.00,1.00
