# event_ticker=KXATPCHALLENGERMATCH-26MAR30CATZHU
# final_score=7-6(7) 1-6 6-4
# score_resolution=7-6 1-6 6-4
# match_winner=Beibit Zhukayev
# fav_player=Beibit Zhukayev
# dog_player=Robin Catry
# kalshi_date=2026-03-30
timestamp,Beibit Zhukayev,Robin Catry
2026-03-31T02:20:00Z,65.00,36.00
2026-03-31T02:21:00Z,64.00,35.96
2026-03-31T02:22:00Z,64.00,37.18
2026-03-31T02:23:00Z,63.00,37.18
2026-03-31T02:24:00Z,63.00,40.00
2026-03-31T02:25:00Z,64.00,40.00
2026-03-31T02:26:00Z,69.00,40.00
2026-03-31T02:27:00Z,79.72,24.00
2026-03-31T02:29:00Z,81.99,24.00
2026-03-31T02:30:00Z,81.00,21.00
2026-03-31T02:31:00Z,80.60,21.00
2026-03-31T02:32:00Z,84.74,21.00
2026-03-31T02:33:00Z,84.74,16.48
2026-03-31T02:34:00Z,84.74,13.00
2026-03-31T02:35:00Z,89.00,13.00
2026-03-31T02:36:00Z,89.00,12.93
2026-03-31T02:37:00Z,89.00,12.39
2026-03-31T02:38:00Z,87.00,13.00
2026-03-31T02:39:00Z,88.00,14.00
2026-03-31T02:40:00Z,88.00,14.00
2026-03-31T02:41:00Z,87.00,15.00
2026-03-31T02:42:00Z,86.09,13.01
2026-03-31T02:43:00Z,81.00,20.36
2026-03-31T02:44:00Z,82.82,20.36
2026-03-31T02:45:00Z,85.62,19.04
2026-03-31T02:46:00Z,85.62,17.91
2026-03-31T02:47:00Z,84.00,17.18
2026-03-31T02:48:00Z,81.35,19.88
2026-03-31T02:49:00Z,81.35,22.00
2026-03-31T02:50:00Z,80.00,22.00
2026-03-31T02:51:00Z,82.99,16.08
2026-03-31T02:52:00Z,82.81,18.01
2026-03-31T02:53:00Z,84.00,18.01
2026-03-31T02:54:00Z,84.00,20.00
2026-03-31T02:55:00Z,84.00,20.00
2026-03-31T02:56:00Z,82.00,20.00
2026-03-31T02:57:00Z,80.57,20.00
2026-03-31T02:58:00Z,70.00,30.57
2026-03-31T02:59:00Z,60.96,39.04
2026-03-31T03:00:00Z,59.11,44.63
2026-03-31T03:01:00Z,60.56,43.67
2026-03-31T03:02:00Z,66.11,42.94
2026-03-31T03:03:00Z,57.00,45.26
2026-03-31T03:04:00Z,57.11,42.90
2026-03-31T03:05:00Z,60.00,38.98
2026-03-31T03:06:00Z,63.57,36.93
2026-03-31T03:07:00Z,70.05,31.49
2026-03-31T03:08:00Z,74.79,21.85
2026-03-31T03:09:00Z,79.54,25.30
2026-03-31T03:10:00Z,66.03,30.99
2026-03-31T03:11:00Z,66.98,38.48
2026-03-31T03:12:00Z,73.77,30.52
2026-03-31T03:13:00Z,76.02,26.66
2026-03-31T03:14:00Z,64.42,35.12
2026-03-31T03:15:00Z,63.42,38.96
2026-03-31T03:16:00Z,68.54,29.72
2026-03-31T03:17:00Z,65.57,33.81
2026-03-31T03:18:00Z,79.81,18.28
2026-03-31T03:19:00Z,79.81,16.87
2026-03-31T03:20:00Z,79.81,17.00
2026-03-31T03:21:00Z,84.00,16.88
2026-03-31T03:22:00Z,83.20,16.47
2026-03-31T03:23:00Z,84.03,16.10
2026-03-31T03:24:00Z,82.00,19.93
2026-03-31T03:25:00Z,78.55,20.67
2026-03-31T03:26:00Z,71.20,29.44
2026-03-31T03:27:00Z,71.02,29.79
2026-03-31T03:28:00Z,74.00,27.34
2026-03-31T03:29:00Z,72.87,28.56
2026-03-31T03:30:00Z,67.49,32.16
2026-03-31T03:31:00Z,64.99,35.74
2026-03-31T03:32:00Z,64.19,38.97
2026-03-31T03:33:00Z,56.31,44.60
2026-03-31T03:34:00Z,54.00,45.82
2026-03-31T03:35:00Z,55.21,45.57
2026-03-31T03:36:00Z,50.44,48.95
2026-03-31T03:37:00Z,50.00,49.88
2026-03-31T03:38:00Z,45.32,50.84
2026-03-31T03:39:00Z,51.05,48.92
2026-03-31T03:40:00Z,51.58,48.96
2026-03-31T03:41:00Z,51.58,50.59
2026-03-31T03:42:00Z,50.18,49.17
2026-03-31T03:43:00Z,50.15,49.76
2026-03-31T03:44:00Z,45.00,52.06
2026-03-31T03:45:00Z,46.28,53.60
2026-03-31T03:46:00Z,45.00,54.12
2026-03-31T03:47:00Z,45.84,54.03
2026-03-31T03:48:00Z,45.98,54.25
2026-03-31T03:49:00Z,51.74,53.79
2026-03-31T03:50:00Z,56.61,42.24
2026-03-31T03:51:00Z,52.96,51.46
2026-03-31T03:52:00Z,52.29,47.55
2026-03-31T03:53:00Z,54.71,50.12
2026-03-31T03:54:00Z,68.68,29.84
2026-03-31T03:55:00Z,73.69,29.12
2026-03-31T03:56:00Z,71.15,28.46
2026-03-31T03:57:00Z,72.38,29.07
2026-03-31T03:58:00Z,61.23,37.19
2026-03-31T03:59:00Z,68.91,33.87
2026-03-31T04:00:00Z,77.02,23.37
2026-03-31T04:01:00Z,78.03,23.04
2026-03-31T04:02:00Z,76.33,21.97
2026-03-31T04:03:00Z,74.22,26.00
2026-03-31T04:04:00Z,76.96,26.00
2026-03-31T04:05:00Z,81.99,20.99
2026-03-31T04:06:00Z,82.11,20.09
2026-03-31T04:07:00Z,73.78,25.95
2026-03-31T04:08:00Z,82.15,20.09
2026-03-31T04:09:00Z,82.76,19.62
2026-03-31T04:10:00Z,79.89,21.31
2026-03-31T04:11:00Z,77.30,23.06
2026-03-31T04:12:00Z,82.48,28.36
2026-03-31T04:13:00Z,82.39,30.51
2026-03-31T04:14:00Z,81.16,32.15
2026-03-31T04:15:00Z,79.41,22.54
2026-03-31T04:16:00Z,76.36,24.31
2026-03-31T04:17:00Z,76.49,28.04
2026-03-31T04:18:00Z,74.98,25.73
2026-03-31T04:19:00Z,71.04,32.92
2026-03-31T04:20:00Z,75.43,25.21
2026-03-31T04:21:00Z,82.59,19.01
2026-03-31T04:22:00Z,82.42,17.96
2026-03-31T04:23:00Z,83.84,18.34
2026-03-31T04:24:00Z,85.69,15.41
2026-03-31T04:25:00Z,84.68,17.15
2026-03-31T04:26:00Z,84.19,17.40
2026-03-31T04:27:00Z,77.55,21.26
2026-03-31T04:28:00Z,74.31,32.10
2026-03-31T04:29:00Z,56.16,47.99
2026-03-31T04:30:00Z,54.17,46.57
2026-03-31T04:31:00Z,53.57,46.97
2026-03-31T04:32:00Z,69.98,36.84
2026-03-31T04:33:00Z,68.23,32.49
2026-03-31T04:34:00Z,83.32,16.29
2026-03-31T04:35:00Z,88.60,11.56
2026-03-31T04:36:00Z,97.50,3.03
2026-03-31T04:37:00Z,98.99,1.00
2026-03-31T04:38:00Z,99.00,1.00
2026-03-31T04:39:00Z,99.00,1.00
2026-03-31T04:40:00Z,99.00,1.00
2026-03-31T04:41:00Z,99.00,1.00
2026-03-31T04:42:00Z,99.00,1.00
