# event_ticker=KXATPCHALLENGERMATCH-26MAY12CHOFIC
# final_score=2-6 6-4 6-4
# match_winner=Jan Choinski
# fav_player=Jan Choinski
# dog_player=Juan Pablo Ficovich
# kalshi_date=2026-05-12
timestamp,Jan Choinski,Juan Pablo Ficovich
2026-05-13T08:11:00Z,68.00,34.29
2026-05-13T08:12:00Z,66.59,35.00
2026-05-13T08:13:00Z,65.00,33.09
2026-05-13T08:14:00Z,66.51,32.00
2026-05-13T08:15:00Z,68.00,33.00
2026-05-13T08:16:00Z,64.94,34.50
2026-05-13T08:17:00Z,62.53,39.34
2026-05-13T08:18:00Z,68.23,34.22
2026-05-13T08:19:00Z,68.79,33.12
2026-05-13T08:20:00Z,68.79,35.56
2026-05-13T08:21:00Z,68.79,35.24
2026-05-13T08:22:00Z,65.98,35.24
2026-05-13T08:23:00Z,61.00,38.93
2026-05-13T08:24:00Z,55.64,50.48
2026-05-13T08:25:00Z,54.79,47.67
2026-05-13T08:26:00Z,51.15,44.23
2026-05-13T08:27:00Z,53.35,51.90
2026-05-13T08:28:00Z,56.26,43.69
2026-05-13T08:29:00Z,50.75,50.81
2026-05-13T08:30:00Z,48.00,53.00
2026-05-13T08:31:00Z,48.82,53.27
2026-05-13T08:32:00Z,49.04,51.63
2026-05-13T08:33:00Z,50.71,48.03
2026-05-13T08:34:00Z,51.62,49.12
2026-05-13T08:35:00Z,50.10,48.17
2026-05-13T08:36:00Z,47.00,51.67
2026-05-13T08:37:00Z,51.03,47.37
2026-05-13T08:38:00Z,48.40,52.11
2026-05-13T08:39:00Z,48.00,52.96
2026-05-13T08:40:00Z,47.74,54.04
2026-05-13T08:41:00Z,44.00,57.64
2026-05-13T08:42:00Z,40.12,60.31
2026-05-13T08:43:00Z,39.64,60.40
2026-05-13T08:44:00Z,40.71,61.31
2026-05-13T08:45:00Z,40.05,61.99
2026-05-13T08:46:00Z,35.95,65.25
2026-05-13T08:47:00Z,35.11,66.12
2026-05-13T08:48:00Z,34.56,66.89
2026-05-13T08:49:00Z,30.72,73.60
2026-05-13T08:50:00Z,24.50,76.34
2026-05-13T08:51:00Z,24.36,76.12
2026-05-13T08:52:00Z,28.42,70.93
2026-05-13T08:53:00Z,34.76,65.73
2026-05-13T08:54:00Z,37.45,65.06
2026-05-13T08:55:00Z,48.14,56.25
2026-05-13T08:56:00Z,43.66,57.68
2026-05-13T08:57:00Z,53.84,49.78
2026-05-13T08:58:00Z,56.16,44.00
2026-05-13T08:59:00Z,60.35,43.21
2026-05-13T09:00:00Z,56.42,48.61
2026-05-13T09:01:00Z,52.84,49.03
2026-05-13T09:02:00Z,47.99,51.29
2026-05-13T09:03:00Z,39.77,58.83
2026-05-13T09:04:00Z,38.73,60.38
2026-05-13T09:05:00Z,34.69,65.78
2026-05-13T09:06:00Z,32.05,68.55
2026-05-13T09:07:00Z,29.07,71.17
2026-05-13T09:08:00Z,35.88,66.62
2026-05-13T09:09:00Z,39.94,60.78
2026-05-13T09:10:00Z,39.42,60.98
2026-05-13T09:11:00Z,40.25,62.25
2026-05-13T09:12:00Z,39.09,62.08
2026-05-13T09:13:00Z,42.85,58.06
2026-05-13T09:14:00Z,40.81,59.14
2026-05-13T09:15:00Z,51.31,42.54
2026-05-13T09:16:00Z,60.57,40.00
2026-05-13T09:17:00Z,57.30,41.94
2026-05-13T09:18:00Z,57.85,41.04
2026-05-13T09:19:00Z,62.50,38.17
2026-05-13T09:20:00Z,66.24,34.95
2026-05-13T09:21:00Z,65.38,34.85
2026-05-13T09:22:00Z,61.47,38.99
2026-05-13T09:23:00Z,62.83,38.00
2026-05-13T09:24:00Z,63.52,39.48
2026-05-13T09:25:00Z,57.93,41.09
2026-05-13T09:26:00Z,64.88,34.31
2026-05-13T09:27:00Z,69.50,30.73
2026-05-13T09:28:00Z,68.99,31.79
2026-05-13T09:29:00Z,68.10,32.00
2026-05-13T09:30:00Z,67.75,31.98
2026-05-13T09:31:00Z,68.00,32.00
2026-05-13T09:32:00Z,68.92,32.00
2026-05-13T09:33:00Z,69.00,32.00
2026-05-13T09:34:00Z,68.39,31.00
2026-05-13T09:35:00Z,66.24,34.34
2026-05-13T09:36:00Z,63.00,36.05
2026-05-13T09:37:00Z,66.25,36.04
2026-05-13T09:38:00Z,61.62,38.82
2026-05-13T09:39:00Z,58.15,43.48
2026-05-13T09:40:00Z,56.54,39.89
2026-05-13T09:41:00Z,57.46,35.98
2026-05-13T09:42:00Z,66.35,32.36
2026-05-13T09:43:00Z,62.00,35.80
2026-05-13T09:44:00Z,63.29,36.61
2026-05-13T09:45:00Z,62.34,36.79
2026-05-13T09:46:00Z,59.33,40.68
2026-05-13T09:47:00Z,57.79,42.14
2026-05-13T09:48:00Z,67.29,34.00
2026-05-13T09:49:00Z,72.22,28.52
2026-05-13T09:50:00Z,66.31,31.09
2026-05-13T09:51:00Z,60.04,39.46
2026-05-13T09:52:00Z,58.54,41.77
2026-05-13T09:53:00Z,56.79,41.67
2026-05-13T09:54:00Z,65.70,36.18
2026-05-13T09:55:00Z,66.52,34.82
2026-05-13T09:56:00Z,69.64,34.83
2026-05-13T09:57:00Z,66.66,35.33
2026-05-13T09:58:00Z,73.33,28.53
2026-05-13T09:59:00Z,64.90,37.14
2026-05-13T10:00:00Z,59.25,37.97
2026-05-13T10:01:00Z,58.39,43.00
2026-05-13T10:02:00Z,60.81,37.67
2026-05-13T10:03:00Z,66.86,34.14
2026-05-13T10:04:00Z,72.08,28.82
2026-05-13T10:05:00Z,75.05,26.63
2026-05-13T10:06:00Z,72.28,27.42
2026-05-13T10:07:00Z,77.44,24.34
2026-05-13T10:08:00Z,93.49,5.79
2026-05-13T10:09:00Z,95.16,4.58
2026-05-13T10:10:00Z,93.42,7.90
2026-05-13T10:11:00Z,96.68,4.79
2026-05-13T10:12:00Z,93.58,7.50
2026-05-13T10:13:00Z,98.01,3.10
2026-05-13T10:14:00Z,99.00,3.10
2026-05-13T10:15:00Z,99.00,3.10
2026-05-13T10:16:00Z,99.00,3.10
2026-05-13T10:18:00Z,99.00,3.10
2026-05-13T10:20:00Z,99.00,3.10
2026-05-13T10:21:00Z,99.00,3.10
2026-05-13T10:22:00Z,99.00,3.10
