# event_ticker=KXATPMATCH-25OCT15HANARN
# final_score=6-7(4) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Yannick Hanfmann
# fav_player=Matteo Arnaldi
# dog_player=Yannick Hanfmann
# kalshi_date=2025-10-15
timestamp,Matteo Arnaldi,Yannick Hanfmann
2025-10-15T13:51:00Z,35.31,65.98
2025-10-15T13:52:00Z,36.66,65.00
2025-10-15T13:53:00Z,36.42,65.94
2025-10-15T13:54:00Z,40.45,62.58
2025-10-15T13:55:00Z,39.78,62.01
2025-10-15T13:56:00Z,41.20,60.31
2025-10-15T13:57:00Z,39.56,60.99
2025-10-15T13:58:00Z,33.58,64.57
2025-10-15T13:59:00Z,33.86,66.06
2025-10-15T14:00:00Z,36.41,65.99
2025-10-15T14:01:00Z,35.36,66.34
2025-10-15T14:02:00Z,43.43,64.90
2025-10-15T14:03:00Z,35.89,65.00
2025-10-15T14:04:00Z,34.86,67.56
2025-10-15T14:05:00Z,39.75,63.15
2025-10-15T14:06:00Z,43.00,65.01
2025-10-15T14:07:00Z,34.53,66.83
2025-10-15T14:08:00Z,32.68,69.05
2025-10-15T14:09:00Z,33.92,68.16
2025-10-15T14:10:00Z,33.00,69.51
2025-10-15T14:11:00Z,24.08,76.04
2025-10-15T14:12:00Z,3.87,93.21
2025-10-15T14:13:00Z,1.00,98.98
2025-10-15T14:14:00Z,1.00,99.00
2025-10-15T14:15:00Z,1.00,99.00
2025-10-15T14:16:00Z,1.00,99.00
2025-10-15T14:17:00Z,1.00,99.00
2025-10-15T14:18:00Z,1.00,99.00
2025-10-15T14:19:00Z,1.00,99.00
2025-10-15T14:20:00Z,1.00,99.00
