# event_ticker=KXATPMATCH-26MAY17DAVMOU
# final_score=6-4 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Corentin Moutet
# kalshi_date=2026-05-17
timestamp,Alejandro Davidovich Fokina,Corentin Moutet
2026-05-18T10:50:00Z,65.74,35.81
2026-05-18T10:51:00Z,71.41,29.50
2026-05-18T10:52:00Z,67.88,28.45
2026-05-18T10:53:00Z,67.82,28.45
2026-05-18T10:54:00Z,70.99,31.18
2026-05-18T10:55:00Z,66.90,31.18
2026-05-18T10:56:00Z,70.14,32.00
2026-05-18T10:57:00Z,70.19,30.00
2026-05-18T10:58:00Z,74.61,25.15
2026-05-18T10:59:00Z,76.91,25.57
2026-05-18T11:00:00Z,76.57,25.57
2026-05-18T11:01:00Z,76.89,25.57
2026-05-18T11:02:00Z,77.17,23.00
2026-05-18T11:03:00Z,76.00,25.00
2026-05-18T11:04:00Z,75.00,26.00
2026-05-18T11:05:00Z,75.00,26.00
2026-05-18T11:06:00Z,76.80,22.93
2026-05-18T11:07:00Z,77.34,23.09
2026-05-18T11:08:00Z,79.00,20.04
2026-05-18T11:09:00Z,78.89,24.00
2026-05-18T11:10:00Z,77.00,24.00
2026-05-18T11:11:00Z,77.00,24.00
2026-05-18T11:12:00Z,80.76,20.10
2026-05-18T11:13:00Z,82.25,17.01
2026-05-18T11:14:00Z,82.09,17.23
2026-05-18T11:15:00Z,83.00,18.00
2026-05-18T11:16:00Z,83.00,18.00
2026-05-18T11:17:00Z,82.13,18.00
2026-05-18T11:18:00Z,82.00,18.00
2026-05-18T11:19:00Z,81.99,18.00
2026-05-18T11:20:00Z,80.02,19.46
2026-05-18T11:21:00Z,81.00,20.91
2026-05-18T11:22:00Z,81.17,19.50
2026-05-18T11:23:00Z,81.00,18.95
2026-05-18T11:24:00Z,79.65,20.47
2026-05-18T11:25:00Z,80.96,20.00
2026-05-18T11:26:00Z,82.90,16.00
2026-05-18T11:27:00Z,86.12,14.63
2026-05-18T11:28:00Z,88.93,11.84
2026-05-18T11:29:00Z,91.60,8.07
2026-05-18T11:30:00Z,92.38,7.22
2026-05-18T11:31:00Z,92.00,7.68
2026-05-18T11:32:00Z,91.69,8.26
2026-05-18T11:33:00Z,90.51,9.72
2026-05-18T11:34:00Z,91.02,7.09
2026-05-18T11:35:00Z,94.00,7.21
2026-05-18T11:36:00Z,94.58,6.00
2026-05-18T11:37:00Z,94.72,6.47
2026-05-18T11:38:00Z,93.09,7.87
2026-05-18T11:39:00Z,92.62,7.55
2026-05-18T11:40:00Z,93.53,8.00
2026-05-18T11:41:00Z,93.46,6.00
2026-05-18T11:42:00Z,95.99,5.00
2026-05-18T11:43:00Z,94.58,5.87
2026-05-18T11:44:00Z,94.14,6.00
2026-05-18T11:45:00Z,94.00,6.47
2026-05-18T11:46:00Z,95.30,7.00
2026-05-18T11:47:00Z,94.80,6.90
2026-05-18T11:48:00Z,96.34,3.91
2026-05-18T11:49:00Z,97.00,3.09
2026-05-18T11:50:00Z,96.04,4.40
2026-05-18T11:51:00Z,95.98,5.00
2026-05-18T11:52:00Z,94.28,7.39
2026-05-18T11:53:00Z,96.58,4.19
2026-05-18T11:54:00Z,96.10,4.88
2026-05-18T11:55:00Z,97.96,2.72
2026-05-18T11:56:00Z,96.94,4.47
2026-05-18T11:57:00Z,92.22,11.55
2026-05-18T11:58:00Z,93.78,8.91
2026-05-18T11:59:00Z,90.41,12.03
2026-05-18T12:00:00Z,96.62,7.06
2026-05-18T12:01:00Z,98.62,1.28
2026-05-18T12:02:00Z,99.00,1.28
2026-05-18T12:03:00Z,99.00,1.28
