# event_ticker=KXATPMATCH-25JUL30NAKQUI
# final_score=7-6(6) 6-4
# score_resolution=7-6 6-4
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Ethan Quinn
# kalshi_date=2025-07-30
timestamp,Brandon Nakashima,Ethan Quinn
2025-07-30T20:25:00Z,70.92,29.97
2025-07-30T20:26:00Z,80.89,17.77
2025-07-30T20:27:00Z,88.00,11.08
2025-07-30T20:28:00Z,87.82,12.00
2025-07-30T20:29:00Z,88.89,13.77
2025-07-30T20:30:00Z,89.79,12.06
2025-07-30T20:31:00Z,89.00,11.63
2025-07-30T20:32:00Z,90.00,13.00
2025-07-30T20:33:00Z,90.00,10.79
2025-07-30T20:34:00Z,93.00,4.56
2025-07-30T20:35:00Z,97.90,4.82
2025-07-30T20:36:00Z,97.90,5.46
2025-07-30T20:37:00Z,96.00,6.00
2025-07-30T20:38:00Z,96.00,4.39
2025-07-30T20:39:00Z,96.00,6.89
2025-07-30T20:40:00Z,94.00,7.00
2025-07-30T20:41:00Z,94.00,7.00
2025-07-30T20:42:00Z,95.01,7.00
2025-07-30T20:43:00Z,96.00,5.00
2025-07-30T20:44:00Z,97.00,4.68
2025-07-30T20:45:00Z,97.00,4.24
2025-07-30T20:46:00Z,96.17,4.15
2025-07-30T20:47:00Z,96.24,4.60
2025-07-30T20:48:00Z,95.89,6.19
2025-07-30T20:49:00Z,97.00,6.19
2025-07-30T20:50:00Z,97.00,2.97
2025-07-30T20:51:00Z,97.02,3.00
2025-07-30T20:52:00Z,98.00,3.59
2025-07-30T20:53:00Z,97.99,4.00
2025-07-30T20:54:00Z,98.50,5.76
2025-07-30T20:55:00Z,98.00,4.00
2025-07-30T20:56:00Z,98.00,4.31
2025-07-30T20:57:00Z,98.00,4.61
2025-07-30T20:58:00Z,98.95,3.60
2025-07-30T20:59:00Z,97.00,3.00
2025-07-30T21:00:00Z,99.00,3.04
2025-07-30T21:01:00Z,99.00,4.00
2025-07-30T21:02:00Z,98.49,3.84
2025-07-30T21:03:00Z,92.91,9.44
2025-07-30T21:04:00Z,91.00,11.04
2025-07-30T21:05:00Z,98.79,7.50
2025-07-30T21:07:00Z,99.00,7.50
2025-07-30T21:08:00Z,99.00,1.00
