# event_ticker=KXATPCHALLENGERMATCH-26MAY13MIDHAS
# final_score=6-4 2-6 6-3
# match_winner=Benjamin Hassan
# fav_player=Benjamin Hassan
# dog_player=Lautaro Midon
# kalshi_date=2026-05-13
timestamp,Lautaro Midon,Benjamin Hassan
2026-05-13T13:34:00Z,61.98,39.00
2026-05-13T13:35:00Z,63.01,39.36
2026-05-13T13:36:00Z,64.39,41.32
2026-05-13T13:37:00Z,62.91,39.14
2026-05-13T13:38:00Z,61.58,39.33
2026-05-13T13:39:00Z,62.86,38.37
2026-05-13T13:40:00Z,64.16,39.08
2026-05-13T13:41:00Z,65.73,37.48
2026-05-13T13:42:00Z,64.87,36.94
2026-05-13T13:43:00Z,73.31,34.93
2026-05-13T13:44:00Z,73.39,29.35
2026-05-13T13:45:00Z,68.07,34.29
2026-05-13T13:46:00Z,70.44,34.93
2026-05-13T13:47:00Z,58.20,39.97
2026-05-13T13:48:00Z,54.07,48.52
2026-05-13T13:49:00Z,55.19,48.70
2026-05-13T13:50:00Z,38.38,62.77
2026-05-13T13:51:00Z,30.30,70.26
2026-05-13T13:52:00Z,31.96,69.46
2026-05-13T13:53:00Z,34.76,66.66
2026-05-13T13:54:00Z,28.56,73.94
2026-05-13T13:55:00Z,27.65,72.38
2026-05-13T13:56:00Z,20.62,79.15
2026-05-13T13:57:00Z,20.05,80.95
2026-05-13T13:58:00Z,22.16,80.10
2026-05-13T13:59:00Z,24.19,76.71
2026-05-13T14:00:00Z,26.92,73.74
2026-05-13T14:01:00Z,38.62,63.57
2026-05-13T14:02:00Z,45.32,56.26
2026-05-13T14:03:00Z,38.74,62.78
2026-05-13T14:04:00Z,35.75,68.94
2026-05-13T14:05:00Z,47.68,51.70
2026-05-13T14:06:00Z,47.52,52.22
2026-05-13T14:07:00Z,44.89,57.67
2026-05-13T14:08:00Z,33.18,64.45
2026-05-13T14:09:00Z,23.87,76.46
2026-05-13T14:10:00Z,22.35,78.25
2026-05-13T14:11:00Z,23.61,79.10
2026-05-13T14:12:00Z,27.94,73.05
2026-05-13T14:13:00Z,25.63,78.86
2026-05-13T14:14:00Z,23.25,78.38
2026-05-13T14:15:00Z,15.46,84.61
2026-05-13T14:16:00Z,10.29,86.27
2026-05-13T14:17:00Z,8.90,91.69
2026-05-13T14:18:00Z,11.86,90.16
2026-05-13T14:19:00Z,12.49,87.70
2026-05-13T14:20:00Z,12.70,89.82
2026-05-13T14:21:00Z,4.72,96.82
2026-05-13T14:22:00Z,1.97,98.11
2026-05-13T14:23:00Z,1.00,99.00
2026-05-13T14:24:00Z,1.00,99.00
2026-05-13T14:25:00Z,1.00,99.00
2026-05-13T14:26:00Z,1.00,99.00
2026-05-13T14:27:00Z,1.00,99.00
