# event_ticker=KXATPMATCH-25NOV01STRLAJ
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jan-Lennard Struff
# fav_player=Mark Lajal
# dog_player=Jan-Lennard Struff
# kalshi_date=2025-11-01
timestamp,Mark Lajal,Jan-Lennard Struff
2025-11-01T15:02:00Z,14.86,85.00
2025-11-01T15:03:00Z,20.98,83.20
2025-11-01T15:04:00Z,16.57,80.19
2025-11-01T15:05:00Z,13.60,84.96
2025-11-01T15:06:00Z,19.42,82.40
2025-11-01T15:07:00Z,18.63,83.90
2025-11-01T15:08:00Z,14.74,86.17
2025-11-01T15:09:00Z,14.09,87.59
2025-11-01T15:10:00Z,10.42,95.94
2025-11-01T15:11:00Z,14.83,97.87
2025-11-01T15:12:00Z,1.33,99.00
2025-11-01T15:13:00Z,1.33,99.00
2025-11-01T15:14:00Z,1.33,99.00
