# event_ticker=KXATPCHALLENGERMATCH-26FEB12PERMIL
# final_score=7-5 1-6 6-1
# score_resolution=5-7 6-1 1-6
# match_winner=Daniel Milavsky
# fav_player=Raphael Perot
# dog_player=Daniel Milavsky
# kalshi_date=2026-02-12
timestamp,Raphael Perot,Daniel Milavsky
2026-02-12T17:43:00Z,57.81,44.88
2026-02-12T17:44:00Z,55.54,47.05
2026-02-12T17:45:00Z,47.45,54.97
2026-02-12T17:46:00Z,46.00,55.09
2026-02-12T17:47:00Z,44.99,58.28
2026-02-12T17:48:00Z,43.88,61.51
2026-02-12T17:49:00Z,40.71,56.88
2026-02-12T17:50:00Z,50.34,52.23
2026-02-12T17:51:00Z,47.38,54.10
2026-02-12T17:52:00Z,44.01,57.11
2026-02-12T17:53:00Z,44.00,57.99
2026-02-12T17:54:00Z,45.00,62.33
2026-02-12T17:55:00Z,42.56,60.00
2026-02-12T17:56:00Z,42.97,55.94
2026-02-12T17:57:00Z,47.43,53.97
2026-02-12T17:58:00Z,45.49,57.52
2026-02-12T17:59:00Z,41.79,58.31
2026-02-12T18:00:00Z,43.01,58.00
2026-02-12T18:01:00Z,44.00,58.04
2026-02-12T18:02:00Z,42.96,60.01
2026-02-12T18:03:00Z,39.80,63.54
2026-02-12T18:04:00Z,34.62,65.23
2026-02-12T18:05:00Z,37.90,67.05
2026-02-12T18:06:00Z,41.95,59.76
2026-02-12T18:07:00Z,34.05,65.16
2026-02-12T18:08:00Z,36.29,66.75
2026-02-12T18:09:00Z,25.56,74.78
2026-02-12T18:10:00Z,22.06,78.34
2026-02-12T18:11:00Z,21.64,77.40
2026-02-12T18:12:00Z,22.87,78.66
2026-02-12T18:13:00Z,22.96,78.09
2026-02-12T18:14:00Z,23.10,79.83
2026-02-12T18:15:00Z,25.33,75.86
2026-02-12T18:16:00Z,30.91,71.18
2026-02-12T18:17:00Z,37.48,63.41
2026-02-12T18:18:00Z,41.00,61.67
2026-02-12T18:19:00Z,43.03,61.67
2026-02-12T18:20:00Z,47.88,54.75
2026-02-12T18:21:00Z,49.10,50.59
2026-02-12T18:22:00Z,52.15,46.65
2026-02-12T18:23:00Z,54.64,44.32
2026-02-12T18:24:00Z,52.33,47.12
2026-02-12T18:25:00Z,56.56,46.04
2026-02-12T18:26:00Z,56.46,45.63
2026-02-12T18:27:00Z,55.77,42.91
2026-02-12T18:28:00Z,56.46,41.86
2026-02-12T18:29:00Z,63.50,43.33
2026-02-12T18:30:00Z,56.73,43.45
2026-02-12T18:31:00Z,54.60,43.00
2026-02-12T18:32:00Z,54.60,45.54
2026-02-12T18:33:00Z,57.37,48.43
2026-02-12T18:34:00Z,56.06,42.86
2026-02-12T18:35:00Z,59.00,42.20
2026-02-12T18:36:00Z,57.60,43.00
2026-02-12T18:37:00Z,60.06,43.54
2026-02-12T18:38:00Z,61.67,41.35
2026-02-12T18:39:00Z,56.40,40.45
2026-02-12T18:40:00Z,58.94,39.00
2026-02-12T18:41:00Z,63.54,37.90
2026-02-12T18:42:00Z,62.43,36.34
2026-02-12T18:43:00Z,62.00,39.00
2026-02-12T18:44:00Z,67.59,35.35
2026-02-12T18:45:00Z,64.75,34.47
2026-02-12T18:46:00Z,57.67,41.78
2026-02-12T18:47:00Z,43.67,59.50
2026-02-12T18:48:00Z,41.83,61.78
2026-02-12T18:49:00Z,38.03,60.71
2026-02-12T18:50:00Z,33.38,62.92
2026-02-12T18:51:00Z,46.91,55.46
2026-02-12T18:52:00Z,39.21,64.37
2026-02-12T18:53:00Z,30.64,67.86
2026-02-12T18:54:00Z,29.37,73.94
2026-02-12T18:55:00Z,24.04,78.03
2026-02-12T18:56:00Z,31.38,71.58
2026-02-12T18:57:00Z,26.73,76.67
2026-02-12T18:58:00Z,26.15,76.82
2026-02-12T18:59:00Z,28.08,70.96
2026-02-12T19:00:00Z,25.11,74.68
2026-02-12T19:01:00Z,29.72,69.78
2026-02-12T19:02:00Z,33.49,68.00
2026-02-12T19:03:00Z,31.00,71.50
2026-02-12T19:04:00Z,23.08,77.53
2026-02-12T19:05:00Z,15.69,83.46
2026-02-12T19:06:00Z,13.56,86.23
2026-02-12T19:07:00Z,16.38,84.55
2026-02-12T19:08:00Z,16.42,82.50
2026-02-12T19:09:00Z,7.91,93.98
2026-02-12T19:10:00Z,5.14,94.92
2026-02-12T19:11:00Z,3.34,96.23
2026-02-12T19:12:00Z,2.99,98.37
2026-02-12T19:13:00Z,3.20,98.99
2026-02-12T19:14:00Z,4.67,97.94
2026-02-12T19:15:00Z,2.00,98.12
2026-02-12T19:16:00Z,3.75,98.00
2026-02-12T19:17:00Z,1.00,98.76
2026-02-12T19:18:00Z,1.00,99.00
2026-02-12T19:19:00Z,1.00,99.00
2026-02-12T19:20:00Z,1.00,99.00
2026-02-12T19:21:00Z,1.00,99.00
2026-02-12T19:22:00Z,1.00,99.00
2026-02-12T19:24:00Z,1.00,99.00
2026-02-12T19:25:00Z,1.00,99.00
2026-02-12T19:26:00Z,1.00,99.00
2026-02-12T19:27:00Z,1.00,99.00
2026-02-12T19:28:00Z,1.00,99.00
2026-02-12T19:29:00Z,1.00,99.00
2026-02-12T19:30:00Z,1.00,99.00
2026-02-12T19:31:00Z,1.00,99.00
2026-02-12T19:32:00Z,1.00,99.00
2026-02-12T19:35:00Z,1.00,99.00
2026-02-12T19:37:00Z,1.00,99.00
