# event_ticker=KXATPCHALLENGERMATCH-26APR15SHIZHU
# final_score=6-3 4-6 7-6(4)
# score_resolution=3-6 6-4 6-7
# match_winner=Sho Shimabukuro
# fav_player=Beibit Zhukayev
# dog_player=Sho Shimabukuro
# kalshi_date=2026-04-15
timestamp,Beibit Zhukayev,Sho Shimabukuro
2026-04-16T04:01:00Z,30.90,69.69
2026-04-16T04:02:00Z,28.45,72.65
2026-04-16T04:03:00Z,32.72,70.07
2026-04-16T04:04:00Z,29.92,71.62
2026-04-16T04:05:00Z,29.60,73.40
2026-04-16T04:06:00Z,11.87,82.97
2026-04-16T04:07:00Z,11.48,89.44
2026-04-16T04:08:00Z,11.92,88.39
2026-04-16T04:09:00Z,10.68,90.52
2026-04-16T04:10:00Z,6.82,92.94
2026-04-16T04:11:00Z,6.44,93.59
2026-04-16T04:12:00Z,4.01,96.80
2026-04-16T04:13:00Z,3.86,95.92
2026-04-16T04:14:00Z,5.46,94.35
2026-04-16T04:15:00Z,6.76,94.28
2026-04-16T04:16:00Z,4.06,95.29
2026-04-16T04:17:00Z,3.92,96.28
2026-04-16T04:18:00Z,5.78,95.85
2026-04-16T04:19:00Z,5.65,95.33
2026-04-16T04:20:00Z,7.15,92.90
2026-04-16T04:21:00Z,8.00,92.33
2026-04-16T04:22:00Z,11.25,89.16
2026-04-16T04:23:00Z,13.14,86.02
2026-04-16T04:24:00Z,14.54,87.57
2026-04-16T04:25:00Z,27.60,73.53
2026-04-16T04:26:00Z,37.05,62.06
2026-04-16T04:27:00Z,38.18,64.97
2026-04-16T04:28:00Z,24.79,76.10
2026-04-16T04:29:00Z,20.07,78.79
2026-04-16T04:30:00Z,37.29,62.05
2026-04-16T04:31:00Z,44.38,56.07
2026-04-16T04:32:00Z,42.95,56.55
2026-04-16T04:33:00Z,36.71,60.81
2026-04-16T04:34:00Z,44.67,57.16
2026-04-16T04:35:00Z,61.12,26.33
2026-04-16T04:36:00Z,68.91,33.72
2026-04-16T04:37:00Z,61.05,33.18
2026-04-16T04:38:00Z,46.34,54.24
2026-04-16T04:39:00Z,40.56,58.34
2026-04-16T04:40:00Z,43.86,54.48
2026-04-16T04:41:00Z,50.28,50.22
2026-04-16T04:42:00Z,46.63,53.70
2026-04-16T04:43:00Z,42.71,54.99
2026-04-16T04:44:00Z,51.88,48.62
2026-04-16T04:45:00Z,50.31,50.05
2026-04-16T04:46:00Z,43.21,59.37
2026-04-16T04:47:00Z,41.46,58.54
2026-04-16T04:48:00Z,37.76,62.14
2026-04-16T04:49:00Z,23.57,78.42
2026-04-16T04:50:00Z,10.29,89.43
2026-04-16T04:51:00Z,7.47,94.15
2026-04-16T04:52:00Z,14.04,86.70
2026-04-16T04:53:00Z,24.76,76.74
2026-04-16T04:54:00Z,34.34,72.70
2026-04-16T04:55:00Z,17.74,81.65
2026-04-16T04:56:00Z,5.00,97.57
2026-04-16T04:57:00Z,1.00,99.00
2026-04-16T04:58:00Z,1.00,99.00
2026-04-16T04:59:00Z,1.00,99.00
2026-04-16T05:00:00Z,1.00,99.00
2026-04-16T05:01:00Z,1.00,99.00
2026-04-16T05:02:00Z,1.00,99.00
2026-04-16T05:03:00Z,1.00,99.00
