# event_ticker=KXATPMATCH-25SEP18THOTAB
# final_score=6-4 6-3
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Jordan Thompson
# kalshi_date=2025-09-18
timestamp,Alejandro Tabilo,Jordan Thompson
2025-09-18T06:27:00Z,57.00,44.00
2025-09-18T06:28:00Z,64.97,50.76
2025-09-18T06:29:00Z,57.00,43.00
2025-09-18T06:30:00Z,57.00,63.00
2025-09-18T06:31:00Z,64.00,63.00
2025-09-18T06:32:00Z,58.00,43.00
2025-09-18T06:33:00Z,60.00,43.00
2025-09-18T06:34:00Z,59.42,44.19
2025-09-18T06:35:00Z,57.00,44.19
2025-09-18T06:36:00Z,59.00,46.00
2025-09-18T06:37:00Z,52.66,48.00
2025-09-18T06:38:00Z,52.66,50.00
2025-09-18T06:39:00Z,44.87,59.31
2025-09-18T06:40:00Z,40.00,55.00
2025-09-18T06:41:00Z,50.55,52.00
2025-09-18T06:42:00Z,55.00,46.48
2025-09-18T06:43:00Z,60.00,44.00
2025-09-18T06:44:00Z,57.34,40.31
2025-09-18T06:45:00Z,57.34,43.00
2025-09-18T06:46:00Z,75.52,37.00
2025-09-18T06:47:00Z,75.50,28.00
2025-09-18T06:48:00Z,75.11,26.95
2025-09-18T06:49:00Z,77.00,23.78
2025-09-18T06:50:00Z,77.75,23.00
2025-09-18T06:51:00Z,77.00,27.00
2025-09-18T06:52:00Z,76.75,27.00
2025-09-18T06:53:00Z,79.85,20.60
2025-09-18T06:54:00Z,79.85,20.70
2025-09-18T06:55:00Z,81.78,18.00
2025-09-18T06:56:00Z,81.78,19.20
2025-09-18T06:57:00Z,86.00,19.20
2025-09-18T06:58:00Z,82.00,17.01
2025-09-18T06:59:00Z,82.00,20.00
2025-09-18T07:00:00Z,78.00,23.23
2025-09-18T09:01:00Z,92.75,4.00
2025-09-18T09:02:00Z,92.75,3.00
