# event_ticker=KXATPCHALLENGERMATCH-26MAR11JUBWEN
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Paul Jubb
# fav_player=Harry Wendelken
# dog_player=Paul Jubb
# kalshi_date=2026-03-11
timestamp,Harry Wendelken,Paul Jubb
2026-03-11T09:24:00Z,9.55,88.54
2026-03-11T09:25:00Z,7.03,92.50
2026-03-11T09:26:00Z,6.30,93.00
2026-03-11T09:27:00Z,3.79,95.83
2026-03-11T09:28:00Z,5.34,96.97
2026-03-11T09:29:00Z,2.94,97.82
2026-03-11T09:30:00Z,2.00,98.34
2026-03-11T09:31:00Z,1.00,98.98
2026-03-11T09:32:00Z,1.79,98.82
2026-03-11T09:33:00Z,1.28,99.00
2026-03-11T09:34:00Z,2.00,98.06
2026-03-11T09:35:00Z,1.03,98.92
2026-03-11T09:36:00Z,2.00,98.88
2026-03-11T09:37:00Z,2.00,99.00
2026-03-11T09:39:00Z,1.00,99.00
2026-03-11T09:42:00Z,1.00,99.00
