# event_ticker=KXATPCHALLENGERMATCH-26MAR16MAYAND
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Andres Andrade
# fav_player=Aidan Mayo
# dog_player=Andres Andrade
# kalshi_date=2026-03-16
timestamp,Aidan Mayo,Andres Andrade
2026-03-16T22:15:00Z,17.00,82.60
2026-03-16T22:16:00Z,16.00,83.00
2026-03-16T22:17:00Z,15.00,84.02
2026-03-16T22:18:00Z,15.00,84.34
2026-03-16T22:19:00Z,15.00,85.00
2026-03-16T22:20:00Z,17.00,84.00
2026-03-16T22:21:00Z,17.00,83.94
2026-03-16T22:22:00Z,18.54,82.04
2026-03-16T22:23:00Z,18.54,81.98
2026-03-16T22:24:00Z,20.00,80.75
2026-03-16T22:25:00Z,17.00,83.00
2026-03-16T22:26:00Z,16.00,84.00
2026-03-16T22:27:00Z,17.70,83.97
2026-03-16T22:28:00Z,18.99,82.00
2026-03-16T22:29:00Z,15.70,86.27
2026-03-16T22:30:00Z,13.43,85.98
2026-03-16T22:31:00Z,8.21,92.65
2026-03-16T22:32:00Z,6.00,93.96
2026-03-16T22:33:00Z,7.57,91.16
2026-03-16T22:34:00Z,9.58,91.82
2026-03-16T22:35:00Z,15.68,84.00
2026-03-16T22:36:00Z,15.00,86.95
2026-03-16T22:37:00Z,18.43,83.50
2026-03-16T22:38:00Z,21.01,79.70
2026-03-16T22:39:00Z,22.00,79.00
2026-03-16T22:40:00Z,22.00,79.13
2026-03-16T22:41:00Z,18.08,80.04
2026-03-16T22:42:00Z,18.00,83.50
2026-03-16T22:43:00Z,19.81,78.00
2026-03-16T22:44:00Z,24.34,77.00
2026-03-16T22:45:00Z,24.71,77.00
2026-03-16T22:46:00Z,27.18,72.94
2026-03-16T22:47:00Z,33.50,69.49
2026-03-16T22:48:00Z,30.64,70.00
2026-03-16T22:49:00Z,37.10,63.50
2026-03-16T22:50:00Z,28.50,71.65
2026-03-16T22:51:00Z,23.89,76.58
2026-03-16T22:52:00Z,22.97,76.30
2026-03-16T22:53:00Z,24.13,77.26
2026-03-16T22:54:00Z,23.09,79.74
2026-03-16T22:55:00Z,28.67,72.00
2026-03-16T22:56:00Z,27.75,72.64
2026-03-16T22:57:00Z,31.34,68.76
2026-03-16T22:58:00Z,39.06,59.17
2026-03-16T22:59:00Z,31.87,65.71
2026-03-16T23:00:00Z,26.74,74.16
2026-03-16T23:01:00Z,23.81,76.80
2026-03-16T23:02:00Z,28.99,70.82
2026-03-16T23:03:00Z,30.30,70.00
2026-03-16T23:04:00Z,28.00,73.30
2026-03-16T23:05:00Z,25.06,75.38
2026-03-16T23:06:00Z,20.27,83.21
2026-03-16T23:07:00Z,11.64,86.01
2026-03-16T23:08:00Z,9.10,91.45
2026-03-16T23:09:00Z,13.54,85.09
2026-03-16T23:10:00Z,7.04,93.62
2026-03-16T23:11:00Z,6.35,95.42
2026-03-16T23:12:00Z,3.16,98.19
2026-03-16T23:13:00Z,1.10,98.38
2026-03-16T23:14:00Z,1.10,99.00
2026-03-16T23:15:00Z,1.10,99.00
2026-03-16T23:16:00Z,1.10,99.00
2026-03-16T23:17:00Z,1.10,99.00
