# event_ticker=KXATPCHALLENGERMATCH-26APR15SCHTSE
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Joel Schwaerzler
# fav_player=Chun Hsin Tseng
# dog_player=Joel Schwaerzler
# kalshi_date=2026-04-15
timestamp,Chun Hsin Tseng,Joel Schwaerzler
2026-04-15T10:39:00Z,45.00,56.00
2026-04-15T10:44:00Z,45.00,56.00
2026-04-15T10:47:00Z,45.00,56.00
2026-04-15T10:49:00Z,45.00,56.00
2026-04-15T10:51:00Z,45.00,56.00
2026-04-15T10:53:00Z,45.00,56.00
2026-04-15T10:57:00Z,45.00,56.00
2026-04-15T10:59:00Z,45.00,56.00
2026-04-15T11:02:00Z,45.00,56.00
2026-04-15T11:03:00Z,45.00,56.00
2026-04-15T11:10:00Z,45.00,56.00
2026-04-15T11:12:00Z,45.00,56.43
2026-04-15T11:14:00Z,45.43,56.43
2026-04-15T11:17:00Z,46.00,56.43
2026-04-15T11:19:00Z,46.00,56.43
2026-04-15T11:23:00Z,46.00,56.00
2026-04-15T11:25:00Z,46.00,56.00
2026-04-15T11:26:00Z,46.00,57.00
2026-04-15T11:27:00Z,46.00,57.00
2026-04-15T11:28:00Z,46.00,57.00
2026-04-15T11:29:00Z,46.00,56.25
2026-04-15T11:30:00Z,46.00,57.00
2026-04-15T11:31:00Z,46.00,57.00
2026-04-15T11:32:00Z,46.00,57.00
2026-04-15T11:33:00Z,46.00,57.00
2026-04-15T11:34:00Z,46.00,55.00
2026-04-15T11:35:00Z,46.00,56.88
2026-04-15T11:36:00Z,45.53,56.88
2026-04-15T11:37:00Z,44.00,57.00
2026-04-15T11:38:00Z,44.00,57.00
2026-04-15T11:39:00Z,43.00,57.02
2026-04-15T11:40:00Z,36.35,61.58
2026-04-15T11:41:00Z,33.00,65.84
2026-04-15T11:42:00Z,33.00,72.98
2026-04-15T11:43:00Z,26.58,75.00
2026-04-15T11:44:00Z,26.88,72.83
2026-04-15T11:45:00Z,26.00,73.00
2026-04-15T11:46:00Z,26.00,71.00
2026-04-15T11:47:00Z,32.86,67.65
2026-04-15T11:48:00Z,36.00,66.26
2026-04-15T11:49:00Z,36.13,73.06
2026-04-15T11:50:00Z,30.41,71.84
2026-04-15T11:51:00Z,30.41,70.62
2026-04-15T11:52:00Z,26.24,74.50
2026-04-15T11:53:00Z,26.45,74.00
2026-04-15T11:54:00Z,30.96,71.00
2026-04-15T11:55:00Z,29.79,68.82
2026-04-15T11:56:00Z,32.00,72.13
2026-04-15T11:57:00Z,29.00,73.49
2026-04-15T11:58:00Z,29.00,72.45
2026-04-15T11:59:00Z,30.53,71.00
2026-04-15T12:00:00Z,29.00,72.67
2026-04-15T12:01:00Z,26.87,74.50
2026-04-15T12:02:00Z,26.14,76.47
2026-04-15T12:03:00Z,24.98,78.97
2026-04-15T12:04:00Z,22.00,81.00
2026-04-15T12:05:00Z,20.00,82.43
2026-04-15T12:06:00Z,19.91,82.76
2026-04-15T12:07:00Z,19.00,82.20
2026-04-15T12:08:00Z,19.00,82.36
2026-04-15T12:09:00Z,19.00,82.83
2026-04-15T12:10:00Z,19.00,83.00
2026-04-15T12:11:00Z,19.91,81.12
2026-04-15T12:12:00Z,20.43,80.00
2026-04-15T12:13:00Z,22.91,78.68
2026-04-15T12:14:00Z,23.00,76.38
2026-04-15T12:15:00Z,29.75,68.68
2026-04-15T12:16:00Z,33.65,69.87
2026-04-15T12:17:00Z,23.14,78.43
2026-04-15T12:18:00Z,25.00,76.60
2026-04-15T12:19:00Z,23.39,77.63
2026-04-15T12:20:00Z,20.63,81.51
2026-04-15T12:21:00Z,15.41,82.19
2026-04-15T12:22:00Z,11.45,88.80
2026-04-15T12:23:00Z,10.82,88.81
2026-04-15T12:24:00Z,11.87,87.32
2026-04-15T12:25:00Z,9.06,92.00
2026-04-15T12:26:00Z,7.15,92.98
2026-04-15T12:27:00Z,6.94,93.33
2026-04-15T12:28:00Z,6.38,93.99
2026-04-15T12:29:00Z,4.46,96.58
2026-04-15T12:30:00Z,3.00,96.46
2026-04-15T12:31:00Z,3.00,95.12
2026-04-15T12:32:00Z,3.85,96.22
2026-04-15T12:33:00Z,4.07,96.85
2026-04-15T12:34:00Z,2.32,97.45
2026-04-15T12:35:00Z,1.75,98.72
2026-04-15T12:36:00Z,1.00,98.70
2026-04-15T12:37:00Z,1.02,98.01
2026-04-15T12:38:00Z,1.00,99.00
2026-04-15T12:39:00Z,1.00,99.00
2026-04-15T12:40:00Z,1.32,98.98
2026-04-15T12:41:00Z,1.05,98.99
2026-04-15T12:42:00Z,1.93,98.83
2026-04-15T12:43:00Z,2.00,99.00
2026-04-15T12:44:00Z,2.00,98.34
2026-04-15T12:45:00Z,4.60,96.34
2026-04-15T12:46:00Z,6.04,94.99
2026-04-15T12:47:00Z,7.01,93.51
2026-04-15T12:48:00Z,7.65,93.00
2026-04-15T12:49:00Z,5.02,95.63
2026-04-15T12:50:00Z,3.92,98.14
2026-04-15T12:51:00Z,4.25,97.25
2026-04-15T12:52:00Z,4.02,95.85
2026-04-15T12:53:00Z,4.00,97.00
2026-04-15T12:54:00Z,3.04,96.97
2026-04-15T12:55:00Z,4.00,96.71
2026-04-15T12:56:00Z,1.26,98.50
2026-04-15T12:57:00Z,1.01,99.00
2026-04-15T12:58:00Z,2.10,96.03
2026-04-15T12:59:00Z,2.04,98.16
2026-04-15T13:01:00Z,2.04,99.00
2026-04-15T13:02:00Z,2.04,99.00
