# event_ticker=KXATPCHALLENGERMATCH-26APR24ONCALK
# final_score=6-3 7-6(3)
# score_resolution=6-3 7-6
# match_winner=Gauthier Onclin
# fav_player=Gauthier Onclin
# dog_player=Mert Alkaya
# kalshi_date=2026-04-24
timestamp,Gauthier Onclin,Mert Alkaya
2026-04-24T19:54:00Z,50.86,48.60
2026-04-24T19:55:00Z,63.39,36.96
2026-04-24T19:56:00Z,67.05,34.04
2026-04-24T19:57:00Z,68.10,32.68
2026-04-24T19:58:00Z,68.84,33.00
2026-04-24T19:59:00Z,69.47,32.65
2026-04-24T20:00:00Z,81.35,18.35
2026-04-24T20:01:00Z,88.48,11.38
2026-04-24T20:02:00Z,82.49,19.81
2026-04-24T20:03:00Z,72.10,27.83
2026-04-24T20:04:00Z,78.16,23.54
2026-04-24T20:05:00Z,84.48,16.25
2026-04-24T20:06:00Z,94.49,4.83
2026-04-24T20:07:00Z,95.91,5.14
2026-04-24T20:08:00Z,95.33,5.14
2026-04-24T20:09:00Z,94.79,6.73
2026-04-24T20:10:00Z,93.33,7.31
2026-04-24T20:11:00Z,90.14,10.17
2026-04-24T20:12:00Z,78.37,24.24
2026-04-24T20:13:00Z,72.81,25.80
2026-04-24T20:14:00Z,75.00,25.98
2026-04-24T20:15:00Z,66.18,31.26
2026-04-24T20:16:00Z,67.72,31.18
2026-04-24T20:17:00Z,80.67,21.87
2026-04-24T20:18:00Z,79.89,16.99
2026-04-24T20:19:00Z,66.19,40.10
2026-04-24T20:20:00Z,55.86,44.19
2026-04-24T20:21:00Z,61.34,38.32
2026-04-24T20:22:00Z,65.65,37.58
2026-04-24T20:23:00Z,67.95,32.18
2026-04-24T20:24:00Z,70.64,29.43
2026-04-24T20:25:00Z,88.39,15.96
2026-04-24T20:26:00Z,87.35,20.62
2026-04-24T20:27:00Z,94.63,7.94
2026-04-24T20:28:00Z,99.00,7.94
2026-04-24T20:29:00Z,99.00,7.94
2026-04-24T20:30:00Z,99.00,7.94
2026-04-24T20:31:00Z,99.00,7.94
2026-04-24T20:32:00Z,99.00,7.94
