# event_ticker=KXATPCHALLENGERMATCH-26MAR23MOCSMI
# final_score=3-6 6-3 6-4
# match_winner=Shintaro Mochizuki
# fav_player=Shintaro Mochizuki
# dog_player=Keegan Smith
# kalshi_date=2026-03-23
timestamp,Shintaro Mochizuki,Keegan Smith
2026-03-24T00:42:00Z,33.22,68.92
2026-03-24T00:43:00Z,32.72,69.59
2026-03-24T00:44:00Z,33.33,67.83
2026-03-24T00:45:00Z,43.72,61.17
2026-03-24T00:46:00Z,49.94,52.92
2026-03-24T00:47:00Z,44.48,57.40
2026-03-24T00:48:00Z,34.33,67.57
2026-03-24T00:49:00Z,29.97,70.34
2026-03-24T00:50:00Z,29.99,70.34
2026-03-24T00:51:00Z,29.33,72.41
2026-03-24T00:52:00Z,24.78,77.47
2026-03-24T00:53:00Z,17.22,83.33
2026-03-24T00:54:00Z,18.61,82.95
2026-03-24T00:55:00Z,14.89,85.75
2026-03-24T00:56:00Z,18.80,85.39
2026-03-24T00:57:00Z,22.41,75.70
2026-03-24T00:58:00Z,29.87,73.11
2026-03-24T00:59:00Z,27.58,73.86
2026-03-24T01:00:00Z,30.51,73.82
2026-03-24T01:01:00Z,30.64,71.48
2026-03-24T01:02:00Z,33.18,69.08
2026-03-24T01:03:00Z,32.02,69.72
2026-03-24T01:04:00Z,28.29,71.18
2026-03-24T01:05:00Z,31.23,74.54
2026-03-24T01:06:00Z,35.98,64.00
2026-03-24T01:07:00Z,34.92,66.95
2026-03-24T01:08:00Z,34.34,65.74
2026-03-24T01:09:00Z,34.02,64.77
2026-03-24T01:10:00Z,37.94,61.07
2026-03-24T01:11:00Z,35.50,66.14
2026-03-24T01:12:00Z,40.05,60.90
2026-03-24T01:13:00Z,48.52,55.78
2026-03-24T01:14:00Z,49.95,52.76
2026-03-24T01:15:00Z,47.05,51.47
2026-03-24T01:16:00Z,49.05,52.01
2026-03-24T01:17:00Z,48.55,53.13
2026-03-24T01:18:00Z,46.78,50.48
2026-03-24T01:19:00Z,47.06,57.97
2026-03-24T01:20:00Z,47.00,57.97
2026-03-24T01:21:00Z,47.93,54.78
2026-03-24T01:22:00Z,46.35,53.02
2026-03-24T01:23:00Z,46.98,50.03
2026-03-24T01:24:00Z,47.19,49.29
2026-03-24T01:25:00Z,50.47,48.00
2026-03-24T01:26:00Z,50.00,49.00
2026-03-24T01:27:00Z,46.00,56.35
2026-03-24T01:28:00Z,42.47,59.62
2026-03-24T01:29:00Z,47.16,55.00
2026-03-24T01:30:00Z,50.35,54.81
2026-03-24T01:31:00Z,46.72,52.97
2026-03-24T01:32:00Z,52.99,49.00
2026-03-24T01:33:00Z,56.02,46.51
2026-03-24T01:34:00Z,50.07,50.85
2026-03-24T01:35:00Z,49.81,52.39
2026-03-24T01:36:00Z,48.38,54.47
2026-03-24T01:37:00Z,43.29,52.39
2026-03-24T01:38:00Z,65.44,56.42
2026-03-24T01:39:00Z,50.35,48.26
2026-03-24T01:40:00Z,51.59,49.87
2026-03-24T01:41:00Z,52.17,48.62
2026-03-24T01:42:00Z,52.91,47.26
2026-03-24T01:43:00Z,50.27,48.02
2026-03-24T01:44:00Z,45.82,54.31
2026-03-24T01:45:00Z,45.59,53.61
2026-03-24T01:46:00Z,39.67,63.42
2026-03-24T01:47:00Z,29.39,70.54
2026-03-24T01:48:00Z,18.92,81.15
2026-03-24T01:49:00Z,19.13,80.89
2026-03-24T01:50:00Z,17.46,81.78
2026-03-24T01:51:00Z,25.75,77.42
2026-03-24T01:52:00Z,41.03,58.71
2026-03-24T01:53:00Z,42.33,58.28
2026-03-24T01:54:00Z,42.21,56.57
2026-03-24T01:55:00Z,29.01,68.37
2026-03-24T01:56:00Z,17.81,84.06
2026-03-24T01:57:00Z,12.19,87.91
2026-03-24T01:58:00Z,17.43,83.85
2026-03-24T01:59:00Z,27.06,78.20
2026-03-24T02:00:00Z,35.19,65.45
2026-03-24T02:01:00Z,33.96,71.16
2026-03-24T02:02:00Z,35.31,64.86
2026-03-24T02:03:00Z,42.21,59.18
2026-03-24T02:04:00Z,42.22,54.91
2026-03-24T02:05:00Z,44.92,53.96
2026-03-24T02:06:00Z,43.62,57.10
2026-03-24T02:07:00Z,55.14,42.60
2026-03-24T02:08:00Z,74.13,24.53
2026-03-24T02:09:00Z,75.62,18.16
2026-03-24T02:10:00Z,85.39,13.14
2026-03-24T02:11:00Z,79.16,23.88
2026-03-24T02:12:00Z,88.89,12.10
2026-03-24T02:13:00Z,85.94,15.03
2026-03-24T02:14:00Z,87.80,15.52
2026-03-24T02:15:00Z,92.23,9.84
2026-03-24T02:16:00Z,85.92,14.99
2026-03-24T02:17:00Z,86.89,10.83
2026-03-24T02:18:00Z,94.86,5.24
2026-03-24T02:19:00Z,98.69,1.15
2026-03-24T02:20:00Z,99.00,1.00
2026-03-24T02:21:00Z,99.00,1.00
2026-03-24T02:22:00Z,99.00,1.00
2026-03-24T02:23:00Z,99.00,1.00
