# event_ticker=KXATPCHALLENGERMATCH-26MAY13BERDAN
# final_score=6-4 6-2
# match_winner=Matteo Berrettini
# fav_player=Matteo Berrettini
# dog_player=Taro Daniel
# kalshi_date=2026-05-13
timestamp,Matteo Berrettini,Taro Daniel
2026-05-13T16:58:00Z,88.92,10.64
2026-05-13T16:59:00Z,90.00,11.00
2026-05-13T17:00:00Z,90.56,8.39
2026-05-13T17:01:00Z,91.21,8.25
2026-05-13T17:02:00Z,93.00,8.00
2026-05-13T17:03:00Z,93.00,7.51
2026-05-13T17:04:00Z,93.00,8.00
2026-05-13T17:05:00Z,92.05,8.29
2026-05-13T17:06:00Z,93.98,6.53
2026-05-13T17:07:00Z,95.88,5.27
2026-05-13T17:08:00Z,95.86,4.65
2026-05-13T17:09:00Z,97.00,3.00
2026-05-13T17:10:00Z,97.19,3.68
2026-05-13T17:11:00Z,97.00,4.09
2026-05-13T17:12:00Z,98.00,2.90
2026-05-13T17:13:00Z,97.00,3.00
2026-05-13T17:14:00Z,98.02,1.89
2026-05-13T17:15:00Z,98.02,1.66
2026-05-13T17:16:00Z,99.00,1.19
2026-05-13T17:17:00Z,99.00,1.22
2026-05-13T17:18:00Z,99.00,1.00
2026-05-13T17:19:00Z,99.00,1.00
2026-05-13T17:20:00Z,99.00,1.00
2026-05-13T17:21:00Z,99.00,1.00
2026-05-13T17:22:00Z,99.00,1.00
2026-05-13T17:23:00Z,99.00,1.00
2026-05-13T17:24:00Z,99.00,1.00
2026-05-13T17:25:00Z,99.00,1.00
2026-05-13T17:26:00Z,99.00,1.56
2026-05-13T17:29:00Z,99.00,1.56
2026-05-13T17:30:00Z,99.00,1.00
2026-05-13T17:32:00Z,99.00,1.00
2026-05-13T17:33:00Z,99.00,1.00
2026-05-13T17:35:00Z,99.00,1.00
2026-05-13T17:36:00Z,99.00,1.00
