# event_ticker=KXATPCHALLENGERMATCH-26FEB13KASCAS
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Maks Kasnikowski
# fav_player=Luca Castelnuovo
# dog_player=Maks Kasnikowski
# kalshi_date=2026-02-13
timestamp,Luca Castelnuovo,Maks Kasnikowski
2026-02-13T06:23:00Z,25.00,77.00
2026-02-13T06:24:00Z,25.00,77.00
2026-02-13T06:26:00Z,25.00,77.00
2026-02-13T06:31:00Z,25.00,77.00
2026-02-13T06:33:00Z,25.00,77.00
2026-02-13T06:34:00Z,25.00,75.00
2026-02-13T06:35:00Z,25.00,75.00
2026-02-13T06:40:00Z,25.00,77.00
2026-02-13T06:42:00Z,25.00,77.00
2026-02-13T06:44:00Z,25.00,77.00
2026-02-13T06:48:00Z,25.00,77.00
2026-02-13T06:49:00Z,25.78,77.00
2026-02-13T06:53:00Z,25.78,77.00
2026-02-13T06:54:00Z,26.00,77.00
2026-02-13T06:55:00Z,26.00,74.69
2026-02-13T06:58:00Z,26.00,77.00
2026-02-13T06:59:00Z,26.00,77.00
2026-02-13T07:00:00Z,26.00,77.00
2026-02-13T07:01:00Z,26.00,77.00
2026-02-13T07:02:00Z,26.00,77.00
2026-02-13T07:03:00Z,26.00,77.00
2026-02-13T07:04:00Z,26.00,77.00
2026-02-13T07:05:00Z,25.00,80.00
2026-02-13T07:06:00Z,26.06,75.00
2026-02-13T07:07:00Z,25.08,75.00
2026-02-13T07:08:00Z,24.00,78.00
2026-02-13T07:09:00Z,24.00,78.92
2026-02-13T07:10:00Z,26.07,78.11
2026-02-13T07:11:00Z,27.01,75.00
2026-02-13T07:12:00Z,28.31,71.49
2026-02-13T07:13:00Z,27.35,74.87
2026-02-13T07:14:00Z,28.04,74.00
2026-02-13T07:15:00Z,29.30,71.98
2026-02-13T07:16:00Z,29.16,71.98
2026-02-13T07:17:00Z,28.00,72.02
2026-02-13T07:18:00Z,27.19,75.00
2026-02-13T07:19:00Z,28.49,76.00
2026-02-13T07:20:00Z,31.06,72.33
2026-02-13T07:21:00Z,30.59,67.07
2026-02-13T07:22:00Z,30.05,69.88
2026-02-13T07:23:00Z,28.00,73.29
2026-02-13T07:24:00Z,27.84,73.29
2026-02-13T07:25:00Z,31.25,73.29
2026-02-13T07:26:00Z,25.67,69.80
2026-02-13T07:27:00Z,13.83,81.93
2026-02-13T07:28:00Z,14.55,86.00
2026-02-13T07:29:00Z,15.98,85.36
2026-02-13T07:30:00Z,16.00,83.83
2026-02-13T07:31:00Z,22.71,80.43
2026-02-13T07:32:00Z,15.09,83.46
2026-02-13T07:33:00Z,14.89,86.00
2026-02-13T07:34:00Z,15.04,84.61
2026-02-13T07:35:00Z,15.00,86.00
2026-02-13T07:36:00Z,13.69,86.03
2026-02-13T07:37:00Z,13.01,86.03
2026-02-13T07:38:00Z,14.00,86.02
2026-02-13T07:39:00Z,14.79,86.02
2026-02-13T07:40:00Z,17.92,85.97
2026-02-13T07:41:00Z,17.72,80.92
2026-02-13T07:42:00Z,13.43,86.00
2026-02-13T07:43:00Z,12.95,87.18
2026-02-13T07:44:00Z,14.00,87.15
2026-02-13T07:45:00Z,12.18,86.33
2026-02-13T07:46:00Z,11.19,89.02
2026-02-13T07:47:00Z,16.79,86.26
2026-02-13T07:48:00Z,16.10,85.00
2026-02-13T07:49:00Z,15.01,86.91
2026-02-13T07:50:00Z,14.25,87.98
2026-02-13T07:51:00Z,12.45,89.97
2026-02-13T07:52:00Z,9.98,92.00
2026-02-13T07:53:00Z,11.54,90.69
2026-02-13T07:54:00Z,12.89,86.93
2026-02-13T07:55:00Z,16.46,82.18
2026-02-13T07:56:00Z,19.33,83.98
2026-02-13T07:57:00Z,17.54,83.84
2026-02-13T07:58:00Z,12.08,88.59
2026-02-13T07:59:00Z,10.58,93.42
2026-02-13T08:00:00Z,17.74,85.14
2026-02-13T08:01:00Z,18.07,85.86
2026-02-13T08:02:00Z,16.10,85.86
2026-02-13T08:03:00Z,13.59,86.97
2026-02-13T08:04:00Z,14.50,86.97
2026-02-13T08:05:00Z,13.50,87.26
2026-02-13T08:06:00Z,17.00,84.84
2026-02-13T08:07:00Z,10.19,88.55
2026-02-13T08:08:00Z,4.07,96.07
2026-02-13T08:09:00Z,3.29,97.27
2026-02-13T08:10:00Z,3.16,98.00
2026-02-13T08:11:00Z,3.83,97.06
2026-02-13T08:12:00Z,4.96,93.48
2026-02-13T08:13:00Z,7.97,91.00
2026-02-13T08:14:00Z,14.45,86.08
2026-02-13T08:15:00Z,16.09,85.33
2026-02-13T08:16:00Z,15.32,85.33
2026-02-13T08:17:00Z,19.75,82.00
2026-02-13T08:18:00Z,19.43,83.32
2026-02-13T08:19:00Z,19.51,82.56
2026-02-13T08:20:00Z,17.30,85.22
2026-02-13T08:21:00Z,14.09,87.75
2026-02-13T08:22:00Z,16.42,87.75
2026-02-13T08:23:00Z,19.99,79.34
2026-02-13T08:24:00Z,19.21,79.34
2026-02-13T08:25:00Z,16.76,82.87
2026-02-13T08:26:00Z,14.17,86.00
2026-02-13T08:27:00Z,11.61,88.21
2026-02-13T08:28:00Z,18.11,81.28
2026-02-13T08:29:00Z,19.34,83.42
2026-02-13T08:30:00Z,16.16,85.00
2026-02-13T08:31:00Z,12.25,91.28
2026-02-13T08:32:00Z,2.70,97.73
2026-02-13T08:33:00Z,5.35,94.49
2026-02-13T08:34:00Z,3.12,95.55
2026-02-13T08:35:00Z,3.12,99.00
2026-02-13T08:36:00Z,3.12,99.00
2026-02-13T08:37:00Z,3.12,99.00
2026-02-13T08:38:00Z,3.12,99.00
2026-02-13T08:39:00Z,1.00,99.00
2026-02-13T08:40:00Z,1.00,99.00
2026-02-13T08:41:00Z,1.00,99.00
2026-02-13T08:42:00Z,1.00,99.00
