# event_ticker=KXATPMATCH-26APR13TRUMED
# final_score=7-5 6-4
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Marco Trungelliti
# kalshi_date=2026-04-13
timestamp,Hamad Medjedovic,Marco Trungelliti
2026-04-13T15:03:00Z,69.30,34.54
2026-04-13T15:04:00Z,62.51,39.66
2026-04-13T15:05:00Z,60.57,40.88
2026-04-13T15:06:00Z,59.73,41.51
2026-04-13T15:07:00Z,62.22,39.66
2026-04-13T15:08:00Z,65.20,35.98
2026-04-13T15:09:00Z,66.69,36.11
2026-04-13T15:10:00Z,72.58,32.02
2026-04-13T15:11:00Z,81.05,19.38
2026-04-13T15:12:00Z,82.98,17.11
2026-04-13T15:13:00Z,83.85,17.77
2026-04-13T15:14:00Z,84.41,15.21
2026-04-13T15:15:00Z,87.09,16.06
2026-04-13T15:16:00Z,85.70,14.82
2026-04-13T15:17:00Z,85.84,14.96
2026-04-13T15:18:00Z,85.74,15.51
2026-04-13T15:19:00Z,85.17,14.83
2026-04-13T15:20:00Z,82.74,17.68
2026-04-13T15:21:00Z,82.00,19.37
2026-04-13T15:22:00Z,83.10,17.93
2026-04-13T15:23:00Z,81.40,20.44
2026-04-13T15:24:00Z,81.60,19.08
2026-04-13T15:25:00Z,83.88,14.83
2026-04-13T15:26:00Z,88.14,11.71
2026-04-13T15:27:00Z,89.29,9.04
2026-04-13T15:28:00Z,90.31,8.88
2026-04-13T15:29:00Z,93.44,6.79
2026-04-13T15:30:00Z,92.22,6.88
2026-04-13T15:31:00Z,94.57,6.85
2026-04-13T15:32:00Z,94.04,5.60
2026-04-13T15:33:00Z,95.08,5.38
2026-04-13T15:34:00Z,93.13,6.14
2026-04-13T15:35:00Z,94.48,4.94
2026-04-13T15:36:00Z,94.00,5.62
2026-04-13T15:37:00Z,93.41,7.00
2026-04-13T15:38:00Z,96.53,5.95
2026-04-13T15:39:00Z,95.08,4.29
2026-04-13T15:40:00Z,96.40,2.88
2026-04-13T15:41:00Z,96.67,5.22
2026-04-13T15:42:00Z,95.12,5.15
2026-04-13T15:43:00Z,94.89,5.83
2026-04-13T15:44:00Z,94.91,5.00
2026-04-13T15:45:00Z,97.88,2.39
2026-04-13T15:46:00Z,97.46,3.00
2026-04-13T15:47:00Z,97.38,3.00
2026-04-13T15:48:00Z,96.67,3.19
2026-04-13T15:49:00Z,96.00,4.00
2026-04-13T15:50:00Z,97.01,3.65
2026-04-13T15:51:00Z,98.99,1.02
2026-04-13T15:52:00Z,98.98,1.21
2026-04-13T15:53:00Z,99.00,1.00
2026-04-13T15:54:00Z,99.00,1.00
2026-04-13T15:55:00Z,99.00,1.00
2026-04-13T15:56:00Z,99.00,1.00
2026-04-13T15:57:00Z,99.00,1.00
2026-04-13T15:58:00Z,99.00,1.00
2026-04-13T15:59:00Z,99.00,1.00
2026-04-13T16:00:00Z,99.00,1.00
2026-04-13T16:01:00Z,99.00,1.00
2026-04-13T16:03:00Z,99.00,1.00
