# event_ticker=KXATPMATCH-25AUG10LEHBOY
# final_score=4-6 6-1 6-4
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Tristan Boyer
# kalshi_date=2025-08-10
timestamp,Jiri Lehecka,Tristan Boyer
2025-08-10T16:08:00Z,73.00,24.00
2025-08-10T16:09:00Z,78.00,20.00
2025-08-10T16:10:00Z,78.00,23.00
2025-08-10T16:12:00Z,80.00,23.00
2025-08-10T16:14:00Z,80.00,23.00
2025-08-10T16:15:00Z,80.00,20.00
2025-08-10T16:17:00Z,80.00,20.00
2025-08-10T16:18:00Z,79.50,20.45
2025-08-10T16:19:00Z,80.00,23.00
2025-08-10T16:20:00Z,80.00,23.54
2025-08-10T16:21:00Z,75.90,20.63
2025-08-10T16:23:00Z,77.16,23.38
2025-08-10T16:25:00Z,77.16,24.00
2025-08-10T16:26:00Z,84.00,21.00
2025-08-10T16:27:00Z,84.99,15.80
2025-08-10T16:28:00Z,87.53,10.03
2025-08-10T16:30:00Z,95.59,5.00
2025-08-10T16:31:00Z,95.00,5.00
2025-08-10T16:32:00Z,97.91,5.53
2025-08-10T16:33:00Z,94.09,4.59
2025-08-10T16:35:00Z,96.71,5.00
2025-08-10T16:36:00Z,96.46,5.00
2025-08-10T16:37:00Z,97.00,5.00
2025-08-10T16:38:00Z,97.00,6.00
2025-08-10T16:39:00Z,97.00,5.00
2025-08-10T16:40:00Z,97.00,5.00
2025-08-10T16:41:00Z,96.00,4.88
2025-08-10T16:42:00Z,96.00,5.75
2025-08-10T16:43:00Z,93.67,5.94
2025-08-10T16:45:00Z,93.67,6.00
2025-08-10T16:46:00Z,94.00,5.87
2025-08-10T16:47:00Z,96.48,5.24
2025-08-10T16:48:00Z,96.48,4.00
2025-08-10T16:49:00Z,96.91,6.00
2025-08-10T16:50:00Z,96.91,5.13
2025-08-10T16:51:00Z,95.00,7.00
2025-08-10T16:52:00Z,95.00,7.00
2025-08-10T16:53:00Z,94.00,6.46
2025-08-10T16:54:00Z,96.00,2.00
2025-08-10T16:55:00Z,97.41,5.00
2025-08-10T16:57:00Z,97.41,5.69
2025-08-10T16:58:00Z,96.00,8.07
2025-08-10T16:59:00Z,96.00,7.22
2025-08-10T17:00:00Z,96.00,4.00
2025-08-10T17:01:00Z,96.00,3.73
2025-08-10T17:02:00Z,98.34,4.00
2025-08-10T17:03:00Z,98.34,4.47
2025-08-10T17:04:00Z,98.34,4.75
2025-08-10T17:05:00Z,98.34,2.16
2025-08-10T17:06:00Z,98.34,4.55
2025-08-10T17:07:00Z,94.49,7.26
2025-08-10T17:08:00Z,98.81,1.84
