# event_ticker=KXATPCHALLENGERMATCH-26MAY12SINSEK
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Philip Sekulic
# fav_player=Philip Sekulic
# dog_player=Digvijay Pratap Singh
# kalshi_date=2026-05-12
timestamp,Digvijay Pratap Singh,Philip Sekulic
2026-05-12T03:55:00Z,20.00,82.00
2026-05-12T03:59:00Z,20.00,82.00
2026-05-12T04:01:00Z,20.00,81.00
2026-05-12T04:03:00Z,20.00,81.00
2026-05-12T04:07:00Z,20.00,81.00
2026-05-12T04:15:00Z,20.00,80.79
2026-05-12T04:17:00Z,20.00,81.00
2026-05-12T04:22:00Z,20.00,81.00
2026-05-12T04:28:00Z,20.00,80.00
2026-05-12T04:29:00Z,20.00,81.00
2026-05-12T04:31:00Z,20.00,81.00
2026-05-12T04:32:00Z,20.00,81.00
2026-05-12T04:38:00Z,20.00,81.00
2026-05-12T04:39:00Z,20.00,81.00
2026-05-12T04:43:00Z,20.00,81.00
2026-05-12T04:47:00Z,20.00,81.00
2026-05-12T04:49:00Z,19.00,81.00
2026-05-12T04:58:00Z,19.00,81.00
2026-05-12T05:01:00Z,20.00,81.00
2026-05-12T05:02:00Z,20.00,81.00
2026-05-12T05:04:00Z,20.00,81.00
2026-05-12T05:15:00Z,20.00,81.00
2026-05-12T05:23:00Z,21.00,81.00
2026-05-12T05:24:00Z,21.00,81.00
2026-05-12T05:25:00Z,20.05,81.99
2026-05-12T05:26:00Z,21.00,82.00
2026-05-12T05:27:00Z,21.00,81.00
2026-05-12T05:29:00Z,21.00,82.39
2026-05-12T05:30:00Z,19.98,83.00
2026-05-12T05:31:00Z,19.98,83.00
2026-05-12T05:32:00Z,20.95,83.00
2026-05-12T05:33:00Z,20.00,83.00
2026-05-12T05:34:00Z,20.00,83.87
2026-05-12T05:35:00Z,20.00,83.00
2026-05-12T05:36:00Z,20.58,83.00
2026-05-12T05:37:00Z,21.00,83.00
2026-05-12T05:38:00Z,21.00,82.34
2026-05-12T05:39:00Z,21.00,82.34
2026-05-12T05:40:00Z,21.00,83.00
2026-05-12T05:41:00Z,21.00,82.00
2026-05-12T05:42:00Z,21.00,82.00
2026-05-12T05:43:00Z,19.88,81.66
2026-05-12T05:44:00Z,18.00,82.27
2026-05-12T05:45:00Z,19.08,81.17
2026-05-12T05:46:00Z,17.40,80.00
2026-05-12T05:47:00Z,17.89,83.03
2026-05-12T05:48:00Z,17.06,83.01
2026-05-12T05:49:00Z,18.37,82.17
2026-05-12T05:50:00Z,19.48,82.16
2026-05-12T05:51:00Z,18.00,83.00
2026-05-12T05:52:00Z,16.07,84.00
2026-05-12T05:53:00Z,16.00,85.00
2026-05-12T05:54:00Z,17.74,83.95
2026-05-12T05:55:00Z,16.97,84.94
2026-05-12T05:56:00Z,17.73,83.00
2026-05-12T05:57:00Z,18.45,83.00
2026-05-12T05:58:00Z,18.76,83.00
2026-05-12T05:59:00Z,18.12,83.24
2026-05-12T06:00:00Z,18.17,83.87
2026-05-12T06:01:00Z,19.21,83.00
2026-05-12T06:02:00Z,18.09,83.89
2026-05-12T06:03:00Z,18.00,84.00
2026-05-12T06:04:00Z,17.95,84.00
2026-05-12T06:05:00Z,15.02,84.00
2026-05-12T06:06:00Z,18.15,83.04
2026-05-12T06:07:00Z,17.59,82.00
2026-05-12T06:08:00Z,19.94,80.83
2026-05-12T06:09:00Z,22.12,79.73
2026-05-12T06:10:00Z,19.99,81.95
2026-05-12T06:11:00Z,19.00,82.45
2026-05-12T06:12:00Z,18.94,82.00
2026-05-12T06:13:00Z,19.49,81.00
2026-05-12T06:14:00Z,20.95,80.00
2026-05-12T06:15:00Z,21.41,80.00
2026-05-12T06:16:00Z,20.73,79.68
2026-05-12T06:17:00Z,19.96,81.80
2026-05-12T06:18:00Z,19.67,82.00
2026-05-12T06:19:00Z,19.71,83.00
2026-05-12T06:20:00Z,21.39,79.54
2026-05-12T06:21:00Z,21.31,80.64
2026-05-12T06:22:00Z,24.23,78.82
2026-05-12T06:23:00Z,20.84,80.00
2026-05-12T06:24:00Z,21.14,80.00
2026-05-12T06:25:00Z,19.47,80.00
2026-05-12T06:26:00Z,18.00,81.00
2026-05-12T06:27:00Z,23.02,78.02
2026-05-12T06:28:00Z,24.05,77.00
2026-05-12T06:29:00Z,25.05,76.83
2026-05-12T06:30:00Z,17.28,83.24
2026-05-12T06:31:00Z,18.09,83.00
2026-05-12T06:32:00Z,16.70,79.83
2026-05-12T06:33:00Z,24.36,76.00
2026-05-12T06:34:00Z,29.91,72.18
2026-05-12T06:35:00Z,29.13,72.80
2026-05-12T06:36:00Z,23.63,77.61
2026-05-12T06:37:00Z,23.24,76.45
2026-05-12T06:38:00Z,17.81,82.64
2026-05-12T06:39:00Z,10.45,87.87
2026-05-12T06:40:00Z,9.74,90.00
2026-05-12T06:41:00Z,9.99,91.01
2026-05-12T06:42:00Z,9.55,90.01
2026-05-12T06:43:00Z,7.40,93.04
2026-05-12T06:44:00Z,6.46,93.52
2026-05-12T06:45:00Z,7.37,93.00
2026-05-12T06:46:00Z,7.25,91.28
2026-05-12T06:47:00Z,5.39,96.82
2026-05-12T06:48:00Z,3.93,97.35
2026-05-12T06:49:00Z,4.01,96.02
2026-05-12T06:50:00Z,4.49,97.34
2026-05-12T06:51:00Z,4.45,96.52
2026-05-12T06:52:00Z,4.68,96.46
2026-05-12T06:53:00Z,3.11,96.52
2026-05-12T06:54:00Z,4.00,96.44
2026-05-12T06:55:00Z,4.48,96.95
2026-05-12T06:56:00Z,4.36,96.00
2026-05-12T06:57:00Z,4.83,94.93
2026-05-12T06:58:00Z,8.06,92.63
2026-05-12T06:59:00Z,10.76,90.76
2026-05-12T07:00:00Z,5.97,94.22
2026-05-12T07:01:00Z,5.32,95.21
2026-05-12T07:02:00Z,4.65,95.33
2026-05-12T07:03:00Z,4.95,95.33
2026-05-12T07:04:00Z,4.49,95.37
2026-05-12T07:05:00Z,5.93,95.04
2026-05-12T07:06:00Z,4.34,96.70
2026-05-12T07:07:00Z,4.38,96.01
2026-05-12T07:08:00Z,6.01,94.18
2026-05-12T07:09:00Z,5.56,95.00
2026-05-12T07:10:00Z,4.31,94.91
2026-05-12T07:11:00Z,4.90,95.50
2026-05-12T07:12:00Z,5.00,95.50
2026-05-12T07:13:00Z,5.34,96.00
2026-05-12T07:14:00Z,6.27,95.04
2026-05-12T07:15:00Z,3.47,96.83
2026-05-12T07:16:00Z,2.20,97.75
2026-05-12T07:17:00Z,2.00,98.00
2026-05-12T07:18:00Z,3.24,97.00
2026-05-12T07:19:00Z,4.27,97.09
2026-05-12T07:20:00Z,3.27,96.97
2026-05-12T07:21:00Z,3.87,96.05
2026-05-12T07:22:00Z,4.91,96.42
2026-05-12T07:23:00Z,4.31,94.00
2026-05-12T07:24:00Z,6.66,93.09
2026-05-12T07:25:00Z,14.30,86.42
2026-05-12T07:26:00Z,18.14,83.58
2026-05-12T07:27:00Z,15.52,86.83
2026-05-12T07:28:00Z,12.55,85.13
2026-05-12T07:29:00Z,15.84,82.44
2026-05-12T07:30:00Z,17.26,83.15
2026-05-12T07:31:00Z,17.22,83.26
2026-05-12T07:32:00Z,17.94,84.26
2026-05-12T07:33:00Z,19.51,80.87
2026-05-12T07:34:00Z,19.57,81.27
2026-05-12T07:35:00Z,18.97,81.75
2026-05-12T07:36:00Z,20.35,80.39
2026-05-12T07:37:00Z,15.49,84.82
2026-05-12T07:38:00Z,14.68,84.89
2026-05-12T07:39:00Z,19.08,82.21
2026-05-12T07:40:00Z,13.26,86.71
2026-05-12T07:41:00Z,15.96,85.00
2026-05-12T07:42:00Z,17.80,82.45
2026-05-12T07:43:00Z,17.58,84.98
2026-05-12T07:44:00Z,24.22,79.04
2026-05-12T07:45:00Z,16.78,83.10
2026-05-12T07:46:00Z,10.68,89.36
2026-05-12T07:47:00Z,9.92,90.64
2026-05-12T07:48:00Z,6.34,95.66
2026-05-12T07:49:00Z,1.00,99.00
2026-05-12T07:50:00Z,1.00,99.00
2026-05-12T07:51:00Z,1.00,99.00
2026-05-12T07:52:00Z,1.00,99.00
