# event_ticker=KXATPCHALLENGERMATCH-26APR21MARFOR
# final_score=6-4 0-6 6-4
# match_winner=Pol Martin Tiffon
# fav_player=Pol Martin Tiffon
# dog_player=Jonas Forejtek
# kalshi_date=2026-04-21
timestamp,Pol Martin Tiffon,Jonas Forejtek
2026-04-21T15:38:00Z,13.53,88.16
2026-04-21T15:39:00Z,12.23,87.53
2026-04-21T15:40:00Z,25.67,71.95
2026-04-21T15:41:00Z,27.86,70.89
2026-04-21T15:42:00Z,25.74,81.13
2026-04-21T15:43:00Z,13.64,87.52
2026-04-21T15:44:00Z,26.09,75.30
2026-04-21T15:45:00Z,37.48,62.79
2026-04-21T15:46:00Z,48.02,42.57
2026-04-21T15:47:00Z,77.73,21.79
2026-04-21T15:48:00Z,86.80,14.51
2026-04-21T15:49:00Z,91.18,7.19
2026-04-21T15:50:00Z,77.62,20.99
2026-04-21T15:51:00Z,75.09,26.84
2026-04-21T15:52:00Z,61.47,34.23
2026-04-21T15:53:00Z,95.12,10.43
2026-04-21T15:54:00Z,99.00,10.43
2026-04-21T15:55:00Z,99.00,10.43
2026-04-21T15:56:00Z,99.00,10.43
