# event_ticker=KXATPCHALLENGERMATCH-26APR19REITAB
# final_score=6-4 1-0 RET
# match_winner=Clement Tabur
# fav_player=Clement Tabur
# dog_player=Joao Lucas Reis Da Silva
# kalshi_date=2026-04-19
timestamp,Joao Lucas Reis Da Silva,Clement Tabur
2026-04-19T15:07:00Z,38.00,65.00
2026-04-19T15:08:00Z,38.00,65.00
2026-04-19T15:10:00Z,38.00,65.00
2026-04-19T15:11:00Z,37.00,65.00
2026-04-19T15:15:00Z,37.00,65.00
2026-04-19T15:16:00Z,37.00,65.00
2026-04-19T15:17:00Z,37.00,65.00
2026-04-19T15:20:00Z,37.00,65.00
2026-04-19T15:21:00Z,37.00,65.00
2026-04-19T15:23:00Z,37.00,65.00
2026-04-19T15:24:00Z,37.00,65.00
2026-04-19T15:25:00Z,37.00,65.00
2026-04-19T15:26:00Z,37.00,65.58
2026-04-19T15:27:00Z,37.00,65.00
2026-04-19T15:29:00Z,37.00,65.00
2026-04-19T15:30:00Z,37.00,65.00
2026-04-19T15:32:00Z,37.00,65.00
2026-04-19T15:33:00Z,37.00,65.86
2026-04-19T15:34:00Z,35.95,66.53
2026-04-19T15:35:00Z,36.00,67.00
2026-04-19T15:36:00Z,36.00,67.07
2026-04-19T15:37:00Z,36.00,67.17
2026-04-19T15:38:00Z,35.83,67.00
2026-04-19T15:40:00Z,34.00,67.00
2026-04-19T15:41:00Z,34.00,66.11
2026-04-19T15:42:00Z,34.00,67.02
2026-04-19T15:43:00Z,34.00,67.00
2026-04-19T15:45:00Z,34.00,67.00
2026-04-19T15:47:00Z,34.00,67.00
2026-04-19T15:48:00Z,34.00,67.00
2026-04-19T15:49:00Z,34.00,66.33
2026-04-19T15:51:00Z,34.00,66.33
2026-04-19T15:52:00Z,34.00,67.00
2026-04-19T15:53:00Z,34.00,68.00
2026-04-19T15:54:00Z,34.00,68.00
2026-04-19T15:55:00Z,34.00,68.00
2026-04-19T15:56:00Z,34.00,68.00
2026-04-19T15:57:00Z,34.00,68.00
2026-04-19T15:58:00Z,34.00,68.00
2026-04-19T15:59:00Z,34.00,68.00
2026-04-19T16:00:00Z,34.00,68.00
2026-04-19T16:01:00Z,34.00,68.00
2026-04-19T16:03:00Z,35.00,68.00
2026-04-19T16:04:00Z,35.00,68.00
2026-04-19T16:06:00Z,34.45,68.00
2026-04-19T16:07:00Z,35.00,68.00
2026-04-19T16:08:00Z,33.00,67.00
2026-04-19T16:09:00Z,33.00,68.00
2026-04-19T16:10:00Z,34.00,68.00
2026-04-19T16:11:00Z,35.00,68.00
2026-04-19T16:12:00Z,34.00,68.00
2026-04-19T16:13:00Z,34.00,69.00
2026-04-19T16:14:00Z,34.00,69.00
2026-04-19T16:15:00Z,34.00,70.00
2026-04-19T16:16:00Z,34.00,70.00
2026-04-19T16:17:00Z,34.00,69.48
2026-04-19T16:18:00Z,34.00,69.08
2026-04-19T16:19:00Z,34.00,70.82
2026-04-19T16:20:00Z,33.00,70.82
2026-04-19T16:21:00Z,33.00,69.14
2026-04-19T16:22:00Z,33.00,69.04
2026-04-19T16:23:00Z,33.00,69.59
2026-04-19T16:24:00Z,32.72,69.89
2026-04-19T16:25:00Z,32.00,70.00
2026-04-19T16:26:00Z,32.00,70.00
2026-04-19T16:27:00Z,32.00,70.00
2026-04-19T16:28:00Z,32.37,70.85
2026-04-19T16:29:00Z,32.00,69.88
2026-04-19T16:30:00Z,33.24,70.00
2026-04-19T16:31:00Z,33.00,71.15
2026-04-19T16:32:00Z,32.69,70.95
2026-04-19T16:34:00Z,32.69,70.77
2026-04-19T16:35:00Z,32.00,70.00
2026-04-19T16:36:00Z,31.96,70.00
2026-04-19T16:37:00Z,32.00,70.57
2026-04-19T16:38:00Z,31.90,70.53
2026-04-19T16:39:00Z,32.00,71.00
2026-04-19T16:40:00Z,32.00,71.00
2026-04-19T16:41:00Z,30.83,71.56
2026-04-19T16:42:00Z,31.71,70.21
2026-04-19T16:43:00Z,36.37,65.65
2026-04-19T16:44:00Z,36.31,65.31
2026-04-19T16:45:00Z,37.07,65.50
2026-04-19T16:46:00Z,35.75,67.09
2026-04-19T16:47:00Z,34.18,68.97
2026-04-19T16:48:00Z,36.49,65.73
2026-04-19T16:49:00Z,35.74,65.62
2026-04-19T16:50:00Z,36.73,64.78
2026-04-19T16:51:00Z,35.00,66.21
2026-04-19T16:52:00Z,34.38,67.58
2026-04-19T16:53:00Z,33.21,66.85
2026-04-19T16:54:00Z,34.50,65.41
2026-04-19T16:55:00Z,35.46,65.25
2026-04-19T16:56:00Z,36.00,65.64
2026-04-19T16:57:00Z,36.12,65.00
2026-04-19T16:58:00Z,37.16,65.00
2026-04-19T16:59:00Z,39.21,63.33
2026-04-19T17:00:00Z,38.67,61.43
2026-04-19T17:01:00Z,34.07,67.71
2026-04-19T17:02:00Z,33.39,67.71
2026-04-19T17:03:00Z,32.56,68.48
2026-04-19T17:04:00Z,32.43,68.23
2026-04-19T17:05:00Z,18.43,78.96
2026-04-19T17:06:00Z,17.68,82.81
2026-04-19T17:07:00Z,17.04,83.43
2026-04-19T17:08:00Z,18.38,82.49
2026-04-19T17:09:00Z,23.16,80.32
2026-04-19T17:10:00Z,30.27,68.31
2026-04-19T17:11:00Z,24.10,76.95
2026-04-19T17:12:00Z,26.88,82.13
2026-04-19T17:13:00Z,27.18,73.02
2026-04-19T17:14:00Z,17.68,80.65
2026-04-19T17:15:00Z,15.60,90.66
2026-04-19T17:16:00Z,16.57,86.67
2026-04-19T17:17:00Z,15.48,86.02
2026-04-19T17:18:00Z,18.44,83.68
2026-04-19T17:19:00Z,19.46,81.43
2026-04-19T17:20:00Z,12.46,88.12
2026-04-19T17:21:00Z,11.31,89.38
2026-04-19T17:22:00Z,11.18,89.43
2026-04-19T17:23:00Z,15.05,87.07
2026-04-19T17:24:00Z,17.93,82.80
2026-04-19T17:25:00Z,18.53,82.92
2026-04-19T17:26:00Z,14.95,86.73
2026-04-19T17:27:00Z,14.54,85.41
2026-04-19T17:28:00Z,18.17,84.64
2026-04-19T17:29:00Z,15.07,89.01
2026-04-19T17:30:00Z,4.89,97.17
2026-04-19T17:31:00Z,1.00,99.00
2026-04-19T17:32:00Z,1.00,98.98
2026-04-19T17:33:00Z,1.00,98.96
2026-04-19T17:34:00Z,1.00,99.00
