# event_ticker=KXATPCHALLENGERMATCH-26MAY11DRANAV
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Emilio Nava
# fav_player=Liam Draxl
# dog_player=Emilio Nava
# kalshi_date=2026-05-11
timestamp,Liam Draxl,Emilio Nava
2026-05-11T19:35:00Z,3.25,97.44
2026-05-11T19:36:00Z,3.16,96.78
2026-05-11T19:37:00Z,3.64,96.80
2026-05-11T19:38:00Z,3.12,97.59
2026-05-11T19:39:00Z,1.26,98.99
2026-05-11T19:40:00Z,1.00,99.00
2026-05-11T19:41:00Z,1.00,99.00
2026-05-11T19:42:00Z,1.00,99.00
2026-05-11T19:43:00Z,1.00,99.00
2026-05-11T19:44:00Z,1.00,99.00
