# event_ticker=KXATPCHALLENGERMATCH-26JUN05CECSKA
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Timofey Skatov
# fav_player=Marco Cecchinato
# dog_player=Timofey Skatov
# kalshi_date=2026-06-05
timestamp,Marco Cecchinato,Timofey Skatov
2026-06-05T12:19:00Z,44.99,53.66
2026-06-05T12:20:00Z,42.00,59.40
2026-06-05T12:21:00Z,43.72,56.99
2026-06-05T12:22:00Z,47.42,56.76
2026-06-05T12:23:00Z,48.76,53.00
2026-06-05T12:24:00Z,51.76,50.37
2026-06-05T12:25:00Z,52.05,51.52
2026-06-05T12:26:00Z,57.01,45.05
2026-06-05T12:27:00Z,59.72,45.05
2026-06-05T12:28:00Z,54.83,47.33
2026-06-05T12:29:00Z,49.19,56.22
2026-06-05T12:30:00Z,42.00,59.99
2026-06-05T12:31:00Z,41.96,59.97
2026-06-05T12:32:00Z,44.47,58.77
2026-06-05T12:33:00Z,46.05,56.24
2026-06-05T12:34:00Z,53.02,47.82
2026-06-05T12:35:00Z,51.16,43.09
2026-06-05T12:36:00Z,60.50,43.12
2026-06-05T12:37:00Z,60.74,42.78
2026-06-05T12:38:00Z,55.93,46.42
2026-06-05T12:39:00Z,50.87,50.37
2026-06-05T12:40:00Z,53.83,49.20
2026-06-05T12:41:00Z,51.73,50.77
2026-06-05T12:42:00Z,40.96,60.42
2026-06-05T12:43:00Z,40.99,60.75
2026-06-05T12:44:00Z,43.47,58.38
2026-06-05T12:45:00Z,49.38,52.79
2026-06-05T12:46:00Z,47.00,53.96
2026-06-05T12:47:00Z,51.84,52.44
2026-06-05T12:48:00Z,45.22,55.57
2026-06-05T12:49:00Z,37.31,60.83
2026-06-05T12:50:00Z,35.82,64.34
2026-06-05T12:51:00Z,36.67,64.86
2026-06-05T12:52:00Z,36.00,64.85
2026-06-05T12:53:00Z,36.00,65.98
2026-06-05T12:54:00Z,37.69,64.33
2026-06-05T12:55:00Z,37.60,64.00
2026-06-05T12:56:00Z,36.14,65.79
2026-06-05T12:57:00Z,33.42,67.10
2026-06-05T12:58:00Z,37.50,65.93
2026-06-05T12:59:00Z,35.87,66.88
2026-06-05T13:00:00Z,31.85,69.75
2026-06-05T13:01:00Z,35.24,67.06
2026-06-05T13:02:00Z,39.04,61.88
2026-06-05T13:03:00Z,34.95,68.78
2026-06-05T13:04:00Z,32.05,69.61
2026-06-05T13:05:00Z,32.97,68.60
2026-06-05T13:06:00Z,34.15,68.38
2026-06-05T13:07:00Z,34.05,68.76
2026-06-05T13:08:00Z,35.74,65.94
2026-06-05T13:09:00Z,38.59,62.85
2026-06-05T13:10:00Z,38.21,62.42
2026-06-05T13:11:00Z,36.43,64.89
2026-06-05T13:12:00Z,39.16,61.65
2026-06-05T13:13:00Z,45.97,53.05
2026-06-05T13:14:00Z,48.35,52.09
2026-06-05T13:15:00Z,49.54,54.10
2026-06-05T13:16:00Z,52.44,45.11
2026-06-05T13:17:00Z,52.02,47.07
2026-06-05T13:18:00Z,51.85,49.46
2026-06-05T13:19:00Z,50.87,50.62
2026-06-05T13:20:00Z,52.92,50.22
2026-06-05T13:21:00Z,52.47,47.77
2026-06-05T13:22:00Z,48.37,52.49
2026-06-05T13:23:00Z,50.94,51.20
2026-06-05T13:24:00Z,53.44,46.35
2026-06-05T13:25:00Z,54.09,47.17
2026-06-05T13:26:00Z,51.72,48.93
2026-06-05T13:27:00Z,50.91,50.02
2026-06-05T13:28:00Z,50.36,50.14
2026-06-05T13:29:00Z,48.83,52.13
2026-06-05T13:30:00Z,51.44,49.98
2026-06-05T13:31:00Z,49.07,52.01
2026-06-05T13:32:00Z,45.43,57.65
2026-06-05T13:33:00Z,46.61,52.53
2026-06-05T13:34:00Z,49.46,51.96
2026-06-05T13:35:00Z,50.00,50.27
2026-06-05T13:36:00Z,50.75,50.85
2026-06-05T13:37:00Z,53.33,46.03
2026-06-05T13:38:00Z,57.81,42.94
2026-06-05T13:39:00Z,57.26,42.79
2026-06-05T13:40:00Z,53.52,46.47
2026-06-05T13:41:00Z,53.85,46.98
2026-06-05T13:42:00Z,51.98,49.68
2026-06-05T13:43:00Z,48.45,52.60
2026-06-05T13:44:00Z,45.38,54.17
2026-06-05T13:45:00Z,40.50,60.12
2026-06-05T13:46:00Z,49.38,52.34
2026-06-05T13:47:00Z,50.32,53.71
2026-06-05T13:48:00Z,44.46,57.04
2026-06-05T13:49:00Z,33.26,67.21
2026-06-05T13:50:00Z,32.64,67.81
2026-06-05T13:51:00Z,30.24,70.68
2026-06-05T13:52:00Z,26.33,72.61
2026-06-05T13:53:00Z,30.34,69.58
2026-06-05T13:54:00Z,33.87,67.80
2026-06-05T13:55:00Z,32.99,69.88
2026-06-05T13:56:00Z,35.01,67.96
2026-06-05T13:57:00Z,33.52,66.02
2026-06-05T13:58:00Z,32.94,66.93
2026-06-05T13:59:00Z,39.67,59.10
2026-06-05T14:00:00Z,45.56,58.08
2026-06-05T14:01:00Z,37.27,63.24
2026-06-05T14:02:00Z,31.27,69.98
2026-06-05T14:03:00Z,32.40,68.81
2026-06-05T14:04:00Z,23.29,76.96
2026-06-05T14:05:00Z,10.39,89.07
2026-06-05T14:06:00Z,6.66,92.54
2026-06-05T14:07:00Z,7.10,92.81
2026-06-05T14:08:00Z,5.05,96.30
2026-06-05T14:09:00Z,1.37,98.62
2026-06-05T14:10:00Z,1.00,99.00
2026-06-05T14:11:00Z,1.00,99.00
2026-06-05T14:12:00Z,1.00,99.00
