# event_ticker=KXATPCHALLENGERMATCH-26APR14KUZBAR
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Hynek Barton
# fav_player=Bruno Kuzuhara
# dog_player=Hynek Barton
# kalshi_date=2026-04-14
timestamp,Bruno Kuzuhara,Hynek Barton
2026-04-14T15:24:00Z,34.61,64.09
2026-04-14T15:25:00Z,37.94,61.09
2026-04-14T15:26:00Z,35.00,64.88
2026-04-14T15:27:00Z,35.70,64.07
2026-04-14T15:28:00Z,33.00,66.70
2026-04-14T15:29:00Z,33.00,67.92
2026-04-14T15:30:00Z,24.81,73.96
2026-04-14T15:31:00Z,30.37,71.03
2026-04-14T15:32:00Z,27.00,70.83
2026-04-14T15:33:00Z,31.93,70.00
2026-04-14T15:34:00Z,36.07,70.00
2026-04-14T15:35:00Z,37.00,63.23
2026-04-14T15:36:00Z,39.35,62.25
2026-04-14T15:37:00Z,35.00,64.00
2026-04-14T15:38:00Z,34.92,67.91
2026-04-14T15:39:00Z,37.48,63.00
2026-04-14T15:40:00Z,36.39,65.73
2026-04-14T15:41:00Z,39.63,59.59
2026-04-14T15:42:00Z,40.46,60.56
2026-04-14T15:43:00Z,42.15,58.95
2026-04-14T15:44:00Z,44.30,58.33
2026-04-14T15:45:00Z,39.99,61.00
2026-04-14T15:46:00Z,40.74,58.56
2026-04-14T15:47:00Z,43.27,56.30
2026-04-14T15:48:00Z,43.08,56.60
2026-04-14T15:49:00Z,47.31,53.00
2026-04-14T15:50:00Z,40.16,55.50
2026-04-14T15:51:00Z,30.09,66.57
2026-04-14T15:52:00Z,35.76,67.38
2026-04-14T15:53:00Z,43.68,56.50
2026-04-14T15:54:00Z,45.41,58.94
2026-04-14T15:55:00Z,44.27,56.01
2026-04-14T15:56:00Z,46.12,53.98
2026-04-14T15:57:00Z,46.50,54.04
2026-04-14T15:58:00Z,45.00,55.00
2026-04-14T15:59:00Z,48.83,48.18
2026-04-14T16:00:00Z,54.89,52.71
2026-04-14T16:01:00Z,41.97,58.81
2026-04-14T16:02:00Z,39.20,63.56
2026-04-14T16:03:00Z,38.64,61.82
2026-04-14T16:04:00Z,46.59,56.98
2026-04-14T16:05:00Z,46.77,54.19
2026-04-14T16:06:00Z,54.91,47.31
2026-04-14T16:07:00Z,56.17,43.57
2026-04-14T16:08:00Z,53.36,47.99
2026-04-14T16:09:00Z,46.13,52.09
2026-04-14T16:10:00Z,48.08,50.64
2026-04-14T16:11:00Z,45.69,50.64
2026-04-14T16:12:00Z,45.17,56.40
2026-04-14T16:13:00Z,43.98,57.00
2026-04-14T16:14:00Z,46.75,52.40
2026-04-14T16:15:00Z,48.03,51.00
2026-04-14T16:16:00Z,47.49,53.99
2026-04-14T16:17:00Z,45.91,54.46
2026-04-14T16:18:00Z,53.37,48.72
2026-04-14T16:19:00Z,62.69,40.26
2026-04-14T16:20:00Z,71.09,34.96
2026-04-14T16:21:00Z,62.14,38.05
2026-04-14T16:22:00Z,63.08,37.02
2026-04-14T16:23:00Z,65.02,37.73
2026-04-14T16:24:00Z,66.34,36.72
2026-04-14T16:25:00Z,65.97,37.00
2026-04-14T16:26:00Z,56.28,38.56
2026-04-14T16:27:00Z,55.73,46.54
2026-04-14T16:28:00Z,50.25,52.83
2026-04-14T16:29:00Z,46.21,55.60
2026-04-14T16:30:00Z,44.18,58.60
2026-04-14T16:31:00Z,44.00,56.98
2026-04-14T16:32:00Z,45.27,56.53
2026-04-14T16:33:00Z,47.69,53.06
2026-04-14T16:34:00Z,50.93,51.00
2026-04-14T16:35:00Z,47.58,50.76
2026-04-14T16:36:00Z,50.98,49.85
2026-04-14T16:37:00Z,52.78,47.00
2026-04-14T16:38:00Z,53.41,46.35
2026-04-14T16:39:00Z,48.96,51.65
2026-04-14T16:40:00Z,49.63,52.00
2026-04-14T16:41:00Z,51.93,50.21
2026-04-14T16:42:00Z,57.67,45.69
2026-04-14T16:43:00Z,48.45,45.92
2026-04-14T16:44:00Z,48.76,52.45
2026-04-14T16:45:00Z,47.09,54.21
2026-04-14T16:46:00Z,49.85,52.64
2026-04-14T16:47:00Z,54.55,48.72
2026-04-14T16:48:00Z,48.60,54.22
2026-04-14T16:49:00Z,35.86,70.64
2026-04-14T16:50:00Z,26.73,71.70
2026-04-14T16:51:00Z,27.23,71.71
2026-04-14T16:52:00Z,32.37,71.02
2026-04-14T16:53:00Z,39.56,63.20
2026-04-14T16:54:00Z,29.46,71.51
2026-04-14T16:55:00Z,23.61,76.00
2026-04-14T16:56:00Z,23.78,77.68
2026-04-14T16:57:00Z,17.25,82.80
2026-04-14T16:58:00Z,22.41,79.00
2026-04-14T16:59:00Z,24.87,76.87
2026-04-14T17:00:00Z,24.31,80.27
2026-04-14T17:01:00Z,30.60,69.87
2026-04-14T17:02:00Z,29.22,73.90
2026-04-14T17:03:00Z,23.36,76.45
2026-04-14T17:04:00Z,24.14,77.00
2026-04-14T17:05:00Z,24.24,76.17
2026-04-14T17:06:00Z,24.40,76.75
2026-04-14T17:07:00Z,19.16,82.73
2026-04-14T17:08:00Z,17.52,81.79
2026-04-14T17:09:00Z,19.40,78.65
2026-04-14T17:10:00Z,15.53,80.97
2026-04-14T17:11:00Z,22.25,78.86
2026-04-14T17:12:00Z,21.62,78.91
2026-04-14T17:13:00Z,15.58,85.43
2026-04-14T17:14:00Z,24.80,75.35
2026-04-14T17:15:00Z,20.96,80.79
2026-04-14T17:16:00Z,26.04,77.15
2026-04-14T17:17:00Z,27.86,71.31
2026-04-14T17:18:00Z,20.21,77.77
2026-04-14T17:19:00Z,21.03,79.01
2026-04-14T17:20:00Z,23.25,77.97
2026-04-14T17:21:00Z,22.01,77.42
2026-04-14T17:22:00Z,28.27,73.01
2026-04-14T17:23:00Z,24.79,77.15
2026-04-14T17:24:00Z,23.00,79.80
2026-04-14T17:25:00Z,25.59,75.53
2026-04-14T17:26:00Z,25.31,78.15
2026-04-14T17:27:00Z,31.43,68.68
2026-04-14T17:28:00Z,28.77,69.50
2026-04-14T17:29:00Z,26.55,75.21
2026-04-14T17:30:00Z,24.45,75.86
2026-04-14T17:31:00Z,24.98,76.00
2026-04-14T17:32:00Z,28.47,72.86
2026-04-14T17:33:00Z,26.61,75.76
2026-04-14T17:34:00Z,27.95,74.68
2026-04-14T17:35:00Z,15.92,83.11
2026-04-14T17:36:00Z,7.71,96.02
2026-04-14T17:37:00Z,2.60,97.45
2026-04-14T17:38:00Z,5.85,94.89
2026-04-14T17:39:00Z,8.48,90.49
2026-04-14T17:40:00Z,3.18,96.47
2026-04-14T17:41:00Z,2.49,98.30
2026-04-14T17:42:00Z,2.49,99.00
2026-04-14T17:43:00Z,2.49,99.00
2026-04-14T17:44:00Z,2.49,99.00
2026-04-14T17:45:00Z,2.49,99.00
2026-04-14T17:46:00Z,2.49,99.00
2026-04-14T17:47:00Z,2.49,99.00
2026-04-14T17:48:00Z,2.49,99.00
