# event_ticker=KXATPCHALLENGERMATCH-26MAR18HUEROC
# final_score=7-5 7-5
# match_winner=Conner Huertas del Pino
# fav_player=Connor Huertas Del Pino
# dog_player=Henrique Rocha
# kalshi_date=2026-03-18
timestamp,Connor Huertas Del Pino,Henrique Rocha
2026-03-18T20:01:00Z,39.83,63.20
2026-03-18T20:02:00Z,39.53,63.76
2026-03-18T20:03:00Z,39.30,62.97
2026-03-18T20:04:00Z,44.54,59.43
2026-03-18T20:05:00Z,42.72,59.86
2026-03-18T20:06:00Z,44.94,61.70
2026-03-18T20:07:00Z,39.49,67.05
2026-03-18T20:08:00Z,44.96,58.36
2026-03-18T20:09:00Z,47.55,56.37
2026-03-18T20:10:00Z,39.58,61.45
2026-03-18T20:11:00Z,37.75,64.37
2026-03-18T20:12:00Z,36.30,66.01
2026-03-18T20:13:00Z,38.63,64.88
2026-03-18T20:14:00Z,46.18,56.65
2026-03-18T20:15:00Z,45.32,58.71
2026-03-18T20:16:00Z,41.48,61.94
2026-03-18T20:17:00Z,40.76,63.20
2026-03-18T20:18:00Z,42.48,63.22
2026-03-18T20:19:00Z,39.35,66.53
2026-03-18T20:20:00Z,24.23,76.20
2026-03-18T20:21:00Z,25.46,76.59
2026-03-18T20:22:00Z,33.80,70.30
2026-03-18T20:23:00Z,38.11,66.85
2026-03-18T20:24:00Z,37.66,64.87
2026-03-18T20:25:00Z,42.01,62.32
2026-03-18T20:26:00Z,44.68,61.81
2026-03-18T20:27:00Z,44.36,61.74
2026-03-18T20:28:00Z,42.95,62.50
2026-03-18T20:29:00Z,44.95,58.46
2026-03-18T20:30:00Z,45.16,60.17
2026-03-18T20:31:00Z,47.61,56.30
2026-03-18T20:32:00Z,53.93,49.68
2026-03-18T20:33:00Z,48.20,54.32
2026-03-18T20:34:00Z,48.18,53.55
2026-03-18T20:35:00Z,51.46,50.00
2026-03-18T20:36:00Z,64.82,40.84
2026-03-18T20:37:00Z,52.95,52.01
2026-03-18T20:38:00Z,47.87,57.01
2026-03-18T20:39:00Z,48.30,55.60
2026-03-18T20:40:00Z,52.46,48.16
2026-03-18T20:41:00Z,60.29,42.27
2026-03-18T20:42:00Z,63.66,37.91
2026-03-18T20:43:00Z,62.94,39.24
2026-03-18T20:44:00Z,58.58,45.40
2026-03-18T20:45:00Z,68.42,34.01
2026-03-18T20:46:00Z,64.28,40.74
2026-03-18T20:47:00Z,54.49,45.98
2026-03-18T20:48:00Z,43.42,55.62
2026-03-18T20:49:00Z,42.42,61.14
2026-03-18T20:50:00Z,54.18,49.36
2026-03-18T20:51:00Z,62.29,40.02
2026-03-18T20:52:00Z,60.27,44.03
2026-03-18T20:53:00Z,69.64,35.29
2026-03-18T20:54:00Z,61.07,43.18
2026-03-18T20:55:00Z,90.62,13.16
2026-03-18T20:56:00Z,96.91,1.16
2026-03-18T20:57:00Z,96.05,1.35
2026-03-18T20:58:00Z,98.34,2.00
2026-03-18T20:59:00Z,96.59,1.00
2026-03-18T21:00:00Z,96.99,1.00
2026-03-18T21:01:00Z,96.76,1.47
2026-03-18T21:02:00Z,97.33,1.00
2026-03-18T21:03:00Z,98.01,1.15
2026-03-18T21:04:00Z,96.70,1.94
