# event_ticker=KXATPCHALLENGERMATCH-26MAR17DEJHAS
# final_score=6-3 3-6 6-3
# score_resolution=3-6 6-3 3-6
# match_winner=Jesper de Jong
# fav_player=Benjamin Hassan
# dog_player=Jesper De Jong
# kalshi_date=2026-03-17
timestamp,Benjamin Hassan,Jesper De Jong
2026-03-17T12:51:00Z,12.00,89.00
2026-03-17T12:52:00Z,12.00,90.00
2026-03-17T12:53:00Z,14.93,86.46
2026-03-17T12:54:00Z,14.93,87.04
2026-03-17T12:55:00Z,13.23,89.28
2026-03-17T12:56:00Z,10.00,89.01
2026-03-17T12:57:00Z,10.18,90.00
2026-03-17T12:58:00Z,10.18,87.00
2026-03-17T12:59:00Z,10.18,89.00
2026-03-17T13:00:00Z,11.53,89.00
2026-03-17T13:01:00Z,13.61,89.00
2026-03-17T13:02:00Z,17.00,84.42
2026-03-17T13:03:00Z,18.00,85.00
2026-03-17T13:04:00Z,11.64,86.99
2026-03-17T13:05:00Z,11.30,90.00
2026-03-17T13:06:00Z,11.30,90.00
2026-03-17T13:07:00Z,11.30,89.89
2026-03-17T13:08:00Z,10.93,90.21
2026-03-17T13:09:00Z,10.93,90.13
2026-03-17T13:10:00Z,10.35,90.00
2026-03-17T13:11:00Z,10.35,89.00
2026-03-17T13:12:00Z,12.20,87.00
2026-03-17T13:14:00Z,16.11,86.04
2026-03-17T13:15:00Z,13.38,88.95
2026-03-17T13:16:00Z,10.00,89.64
2026-03-17T13:17:00Z,9.55,90.81
2026-03-17T13:18:00Z,10.00,90.00
2026-03-17T13:19:00Z,10.00,90.00
2026-03-17T13:20:00Z,9.85,90.00
2026-03-17T13:21:00Z,11.00,90.00
2026-03-17T13:22:00Z,12.00,89.00
2026-03-17T13:23:00Z,12.00,88.00
2026-03-17T13:24:00Z,12.00,88.57
2026-03-17T13:25:00Z,9.24,92.81
2026-03-17T13:26:00Z,11.00,89.33
2026-03-17T13:27:00Z,12.20,87.84
2026-03-17T13:28:00Z,14.00,88.00
2026-03-17T13:29:00Z,14.66,86.03
2026-03-17T13:30:00Z,14.91,85.71
2026-03-17T13:31:00Z,18.33,84.07
2026-03-17T13:32:00Z,23.13,78.26
2026-03-17T13:33:00Z,24.86,76.53
2026-03-17T13:34:00Z,25.15,76.85
2026-03-17T13:35:00Z,27.88,72.55
2026-03-17T13:36:00Z,29.23,71.95
2026-03-17T13:37:00Z,26.93,73.98
2026-03-17T13:38:00Z,28.31,74.81
2026-03-17T13:39:00Z,26.82,75.61
2026-03-17T13:40:00Z,29.71,72.75
2026-03-17T13:41:00Z,32.33,71.70
2026-03-17T13:42:00Z,32.83,69.00
2026-03-17T13:43:00Z,31.38,69.66
2026-03-17T13:44:00Z,32.85,69.02
2026-03-17T13:45:00Z,33.02,68.67
2026-03-17T13:46:00Z,31.85,70.68
2026-03-17T13:47:00Z,31.50,70.18
2026-03-17T13:48:00Z,32.38,70.90
2026-03-17T13:49:00Z,31.18,71.00
2026-03-17T13:50:00Z,34.43,67.82
2026-03-17T13:51:00Z,34.93,64.89
2026-03-17T13:52:00Z,35.61,65.51
2026-03-17T13:53:00Z,35.78,66.00
2026-03-17T13:54:00Z,34.58,66.29
2026-03-17T13:55:00Z,35.18,67.00
2026-03-17T13:56:00Z,33.46,69.92
2026-03-17T13:57:00Z,33.54,68.30
2026-03-17T13:58:00Z,36.76,66.96
2026-03-17T13:59:00Z,30.34,71.06
2026-03-17T14:00:00Z,27.52,74.86
2026-03-17T14:01:00Z,28.10,71.46
2026-03-17T14:02:00Z,34.32,68.12
2026-03-17T14:03:00Z,35.42,65.52
2026-03-17T14:04:00Z,35.66,65.73
2026-03-17T14:05:00Z,30.52,70.77
2026-03-17T14:06:00Z,28.47,72.06
2026-03-17T14:07:00Z,28.66,72.86
2026-03-17T14:08:00Z,29.71,71.97
2026-03-17T14:09:00Z,25.33,79.43
2026-03-17T14:10:00Z,29.59,74.59
2026-03-17T14:11:00Z,30.43,72.39
2026-03-17T14:12:00Z,34.24,69.36
2026-03-17T14:13:00Z,40.35,62.95
2026-03-17T14:14:00Z,35.79,65.83
2026-03-17T14:15:00Z,31.46,72.76
2026-03-17T14:16:00Z,27.85,75.55
2026-03-17T14:17:00Z,26.94,74.18
2026-03-17T14:18:00Z,28.22,73.07
2026-03-17T14:19:00Z,27.32,76.50
2026-03-17T14:20:00Z,28.98,73.24
2026-03-17T14:21:00Z,22.48,80.01
2026-03-17T14:22:00Z,9.83,88.97
2026-03-17T14:23:00Z,7.94,92.42
2026-03-17T14:24:00Z,9.06,92.51
2026-03-17T14:25:00Z,6.00,96.61
2026-03-17T14:26:00Z,3.94,96.43
2026-03-17T14:27:00Z,4.43,96.92
2026-03-17T14:28:00Z,9.37,91.51
2026-03-17T14:29:00Z,5.88,95.19
2026-03-17T14:30:00Z,3.35,97.46
2026-03-17T14:31:00Z,2.84,97.39
2026-03-17T14:32:00Z,2.18,98.03
2026-03-17T14:33:00Z,2.36,98.36
2026-03-17T14:34:00Z,3.32,97.76
2026-03-17T14:35:00Z,2.12,97.76
2026-03-17T14:36:00Z,3.36,95.91
2026-03-17T14:37:00Z,5.22,94.93
2026-03-17T14:38:00Z,6.92,95.60
2026-03-17T14:39:00Z,2.33,97.35
2026-03-17T14:40:00Z,1.38,98.47
2026-03-17T14:41:00Z,1.67,98.99
2026-03-17T14:42:00Z,1.00,99.00
