# event_ticker=KXATPCHALLENGERMATCH-26JUN01SKAGAU
# final_score=4-6 6-4 6-2
# match_winner=Timofey Skatov
# fav_player=Timofey Skatov
# dog_player=Vilius Gaubas
# kalshi_date=2026-06-01
timestamp,Timofey Skatov,Vilius Gaubas
2026-06-01T13:29:00Z,15.00,85.00
2026-06-01T13:30:00Z,13.00,86.05
2026-06-01T13:31:00Z,13.88,87.81
2026-06-01T13:32:00Z,15.94,84.99
2026-06-01T13:33:00Z,17.98,82.98
2026-06-01T13:34:00Z,17.86,82.51
2026-06-01T13:35:00Z,18.16,81.40
2026-06-01T13:36:00Z,16.00,84.44
2026-06-01T13:37:00Z,14.86,85.67
2026-06-01T13:38:00Z,14.36,86.00
2026-06-01T13:39:00Z,16.01,84.12
2026-06-01T13:40:00Z,17.99,81.47
2026-06-01T13:41:00Z,18.96,82.29
2026-06-01T13:42:00Z,16.01,83.86
2026-06-01T13:43:00Z,18.37,82.90
2026-06-01T13:44:00Z,25.31,78.05
2026-06-01T13:45:00Z,29.95,69.51
2026-06-01T13:46:00Z,32.84,68.00
2026-06-01T13:47:00Z,32.69,68.13
2026-06-01T13:48:00Z,29.01,71.75
2026-06-01T13:49:00Z,26.79,73.74
2026-06-01T13:50:00Z,28.10,73.48
2026-06-01T13:51:00Z,33.98,64.45
2026-06-01T13:52:00Z,36.94,63.65
2026-06-01T13:53:00Z,36.55,63.82
2026-06-01T13:54:00Z,35.49,64.40
2026-06-01T13:55:00Z,36.46,63.28
2026-06-01T13:56:00Z,36.60,63.65
2026-06-01T13:57:00Z,35.49,65.95
2026-06-01T13:58:00Z,34.63,66.00
2026-06-01T13:59:00Z,32.01,69.03
2026-06-01T14:00:00Z,32.54,67.91
2026-06-01T14:01:00Z,36.77,62.64
2026-06-01T14:02:00Z,38.72,62.60
2026-06-01T14:03:00Z,35.67,66.01
2026-06-01T14:04:00Z,34.25,66.97
2026-06-01T14:05:00Z,34.49,65.29
2026-06-01T14:06:00Z,34.53,66.73
2026-06-01T14:07:00Z,36.04,64.77
2026-06-01T14:08:00Z,39.87,61.84
2026-06-01T14:09:00Z,40.00,61.00
2026-06-01T14:10:00Z,43.01,59.21
2026-06-01T14:11:00Z,43.53,57.09
2026-06-01T14:12:00Z,44.47,58.00
2026-06-01T14:13:00Z,39.05,61.05
2026-06-01T14:14:00Z,38.94,61.99
2026-06-01T14:15:00Z,38.55,61.89
2026-06-01T14:16:00Z,40.80,62.19
2026-06-01T14:17:00Z,40.17,60.09
2026-06-01T14:18:00Z,42.17,57.95
2026-06-01T14:19:00Z,43.83,57.49
2026-06-01T14:20:00Z,43.46,57.78
2026-06-01T14:21:00Z,44.15,57.14
2026-06-01T14:22:00Z,43.90,58.78
2026-06-01T14:23:00Z,39.44,60.55
2026-06-01T14:24:00Z,40.77,59.97
2026-06-01T14:25:00Z,37.95,62.44
2026-06-01T14:26:00Z,36.53,66.38
2026-06-01T14:27:00Z,35.25,64.94
2026-06-01T14:28:00Z,39.49,61.94
2026-06-01T14:29:00Z,42.52,58.58
2026-06-01T14:30:00Z,45.35,58.23
2026-06-01T14:31:00Z,47.07,54.75
2026-06-01T14:32:00Z,53.35,44.61
2026-06-01T14:33:00Z,64.83,36.47
2026-06-01T14:34:00Z,69.70,30.52
2026-06-01T14:35:00Z,69.66,30.24
2026-06-01T14:36:00Z,71.85,27.19
2026-06-01T14:37:00Z,72.18,30.95
2026-06-01T14:38:00Z,70.31,28.65
2026-06-01T14:39:00Z,75.88,22.69
2026-06-01T14:40:00Z,79.35,20.17
2026-06-01T14:41:00Z,82.34,18.92
2026-06-01T14:42:00Z,84.26,16.80
2026-06-01T14:43:00Z,80.88,20.23
2026-06-01T14:44:00Z,84.59,18.44
2026-06-01T14:45:00Z,93.43,6.03
2026-06-01T14:46:00Z,94.46,4.85
2026-06-01T14:47:00Z,94.48,4.86
2026-06-01T14:48:00Z,95.05,5.34
2026-06-01T14:49:00Z,94.89,5.18
2026-06-01T14:50:00Z,95.06,6.24
2026-06-01T14:51:00Z,94.85,5.61
2026-06-01T14:52:00Z,97.88,2.04
2026-06-01T14:53:00Z,98.67,1.48
2026-06-01T14:54:00Z,99.00,1.77
2026-06-01T14:55:00Z,98.92,1.91
2026-06-01T14:56:00Z,98.01,2.01
2026-06-01T14:57:00Z,97.14,3.00
2026-06-01T14:58:00Z,97.90,2.53
2026-06-01T14:59:00Z,97.81,2.59
2026-06-01T15:00:00Z,97.55,2.45
2026-06-01T15:01:00Z,98.91,2.83
2026-06-01T15:02:00Z,98.91,1.17
2026-06-01T15:03:00Z,98.95,1.57
2026-06-01T15:04:00Z,98.69,2.26
2026-06-01T15:05:00Z,99.00,1.00
2026-06-01T15:06:00Z,99.00,1.00
2026-06-01T15:07:00Z,99.00,1.00
