# event_ticker=KXATPCHALLENGERMATCH-26APR28TOMSHA
# final_score=6-2 6-4
# match_winner=Marat Sharipov
# fav_player=Marat Sharipov
# dog_player=Bernard Tomic
# kalshi_date=2026-04-28
timestamp,Bernard Tomic,Marat Sharipov
2026-04-29T09:17:00Z,12.00,88.92
2026-04-29T09:18:00Z,11.98,91.00
2026-04-29T09:19:00Z,9.91,91.87
2026-04-29T09:20:00Z,9.91,91.00
2026-04-29T09:21:00Z,8.71,93.00
2026-04-29T09:22:00Z,9.99,92.00
2026-04-29T09:23:00Z,9.20,92.00
2026-04-29T09:24:00Z,9.00,92.00
2026-04-29T09:25:00Z,4.79,95.55
2026-04-29T09:26:00Z,4.10,95.55
2026-04-29T09:27:00Z,5.51,95.00
2026-04-29T09:28:00Z,6.02,92.99
2026-04-29T09:29:00Z,6.02,91.00
2026-04-29T09:30:00Z,8.99,92.97
2026-04-29T09:31:00Z,8.99,92.46
2026-04-29T09:32:00Z,8.00,92.46
2026-04-29T09:33:00Z,9.05,91.52
2026-04-29T09:34:00Z,9.76,91.02
2026-04-29T09:35:00Z,10.96,87.03
2026-04-29T09:36:00Z,16.70,86.41
2026-04-29T09:37:00Z,16.56,85.98
2026-04-29T09:38:00Z,12.09,87.13
2026-04-29T09:39:00Z,11.00,90.00
2026-04-29T09:40:00Z,10.55,90.93
2026-04-29T09:41:00Z,7.22,92.97
2026-04-29T09:42:00Z,10.74,91.20
2026-04-29T09:43:00Z,14.61,89.06
2026-04-29T09:44:00Z,15.06,86.61
2026-04-29T09:45:00Z,11.00,89.07
2026-04-29T09:46:00Z,11.63,89.02
2026-04-29T09:47:00Z,13.00,88.00
2026-04-29T09:48:00Z,14.58,86.72
2026-04-29T09:49:00Z,15.00,86.00
2026-04-29T09:50:00Z,13.87,86.53
2026-04-29T09:51:00Z,12.00,88.24
2026-04-29T09:52:00Z,10.14,90.44
2026-04-29T09:53:00Z,9.84,89.92
2026-04-29T09:54:00Z,12.14,88.92
2026-04-29T09:55:00Z,1.84,98.27
2026-04-29T09:56:00Z,1.84,99.00
2026-04-29T09:57:00Z,1.84,99.00
2026-04-29T10:04:00Z,1.84,99.00
