# event_ticker=KXATPCHALLENGERMATCH-26JUN01SHISWE
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Yuta Shimizu
# fav_player=Dane Sweeny
# dog_player=Yuta Shimizu
# kalshi_date=2026-06-01
timestamp,Yuta Shimizu,Dane Sweeny
2026-06-03T17:46:00Z,42.00,58.13
2026-06-03T17:47:00Z,45.03,57.00
2026-06-03T17:48:00Z,45.04,56.59
2026-06-03T17:49:00Z,48.00,51.85
2026-06-03T17:50:00Z,53.59,49.03
2026-06-03T17:51:00Z,56.35,45.12
2026-06-03T17:52:00Z,56.35,51.00
2026-06-03T17:53:00Z,41.99,59.19
2026-06-03T17:54:00Z,41.99,60.00
2026-06-03T17:55:00Z,42.00,60.00
2026-06-03T17:56:00Z,44.04,57.00
2026-06-03T17:57:00Z,47.74,55.21
2026-06-03T17:58:00Z,46.38,55.21
2026-06-03T17:59:00Z,49.63,50.45
2026-06-03T18:00:00Z,56.45,44.01
2026-06-03T18:01:00Z,57.24,40.21
2026-06-03T18:02:00Z,57.24,39.54
2026-06-03T18:03:00Z,64.37,34.01
2026-06-03T18:04:00Z,67.00,33.00
2026-06-03T18:05:00Z,68.00,33.84
2026-06-03T18:06:00Z,68.10,31.71
2026-06-03T18:07:00Z,67.40,34.86
2026-06-03T18:08:00Z,67.96,31.92
2026-06-03T18:09:00Z,72.42,28.54
2026-06-03T18:10:00Z,72.37,28.06
2026-06-03T18:11:00Z,72.00,30.06
2026-06-03T18:12:00Z,67.00,32.68
2026-06-03T18:13:00Z,67.03,34.97
2026-06-03T18:14:00Z,66.18,34.87
2026-06-03T18:15:00Z,64.65,34.68
2026-06-03T18:16:00Z,68.03,32.53
2026-06-03T18:17:00Z,70.00,30.20
2026-06-03T18:18:00Z,72.64,27.19
2026-06-03T18:19:00Z,73.39,29.01
2026-06-03T18:20:00Z,67.05,33.40
2026-06-03T18:21:00Z,68.50,30.56
2026-06-03T18:22:00Z,70.27,31.00
2026-06-03T18:23:00Z,68.23,34.00
2026-06-03T18:24:00Z,67.95,32.94
2026-06-03T18:25:00Z,68.87,30.56
2026-06-03T18:26:00Z,71.96,29.07
2026-06-03T18:27:00Z,72.00,29.26
2026-06-03T18:28:00Z,69.00,31.15
2026-06-03T18:29:00Z,70.00,31.99
2026-06-03T18:30:00Z,70.46,31.31
2026-06-03T18:31:00Z,69.40,32.00
2026-06-03T18:32:00Z,68.00,30.44
2026-06-03T18:33:00Z,70.66,30.71
2026-06-03T18:34:00Z,72.40,27.38
2026-06-03T18:35:00Z,72.33,29.05
2026-06-03T18:36:00Z,69.00,31.82
2026-06-03T18:37:00Z,71.20,27.99
2026-06-03T18:38:00Z,78.19,20.28
2026-06-03T18:39:00Z,76.49,20.77
2026-06-03T18:40:00Z,78.33,23.76
2026-06-03T18:41:00Z,75.10,26.34
2026-06-03T18:42:00Z,73.63,27.63
2026-06-03T18:43:00Z,75.06,26.97
2026-06-03T18:44:00Z,75.55,27.21
2026-06-03T18:45:00Z,71.86,27.89
2026-06-03T18:46:00Z,69.25,30.96
2026-06-03T18:47:00Z,71.11,29.11
2026-06-03T18:48:00Z,73.18,26.88
2026-06-03T18:49:00Z,74.00,26.98
2026-06-03T18:50:00Z,70.00,30.45
2026-06-03T18:51:00Z,71.56,30.48
2026-06-03T18:52:00Z,69.59,31.64
2026-06-03T18:53:00Z,73.37,27.53
2026-06-03T18:54:00Z,80.74,22.01
2026-06-03T18:55:00Z,83.93,17.56
2026-06-03T18:56:00Z,93.25,6.09
2026-06-03T18:57:00Z,95.19,5.13
2026-06-03T18:58:00Z,88.19,8.59
2026-06-03T18:59:00Z,81.53,23.85
2026-06-03T19:00:00Z,73.36,30.79
2026-06-03T19:01:00Z,80.74,25.13
2026-06-03T19:02:00Z,86.16,14.72
2026-06-03T19:03:00Z,91.85,8.95
2026-06-03T19:04:00Z,94.40,5.35
2026-06-03T19:05:00Z,93.80,5.12
2026-06-03T19:06:00Z,92.53,7.82
2026-06-03T19:07:00Z,92.31,6.29
2026-06-03T19:08:00Z,95.89,6.86
2026-06-03T19:09:00Z,85.75,15.09
2026-06-03T19:10:00Z,92.90,8.22
2026-06-03T19:11:00Z,98.94,2.76
2026-06-03T19:12:00Z,99.00,1.00
