# event_ticker=KXATPCHALLENGERMATCH-26MAR31ROYBUT
# final_score=6-3 7-5
# match_winner=Valentin Royer
# fav_player=Valentin Royer
# dog_player=Edas Butvilas
# kalshi_date=2026-03-31
timestamp,Valentin Royer,Edas Butvilas
2026-04-01T13:04:00Z,86.00,14.77
2026-04-01T13:05:00Z,87.94,14.00
2026-04-01T13:06:00Z,84.34,16.15
2026-04-01T13:07:00Z,84.83,17.00
2026-04-01T13:08:00Z,84.83,16.88
2026-04-01T13:09:00Z,85.22,15.35
2026-04-01T13:10:00Z,74.73,19.19
2026-04-01T13:11:00Z,83.96,23.47
2026-04-01T13:12:00Z,81.00,23.95
2026-04-01T13:13:00Z,82.38,16.18
2026-04-01T13:14:00Z,85.00,16.95
2026-04-01T13:15:00Z,85.48,16.98
2026-04-01T13:16:00Z,79.31,20.74
2026-04-01T13:17:00Z,83.92,16.00
2026-04-01T13:18:00Z,86.73,14.80
2026-04-01T13:19:00Z,87.00,14.54
2026-04-01T13:20:00Z,87.94,14.54
2026-04-01T13:21:00Z,88.00,14.54
2026-04-01T13:22:00Z,88.08,11.61
2026-04-01T13:23:00Z,89.00,10.24
2026-04-01T13:24:00Z,90.92,10.24
2026-04-01T13:25:00Z,91.00,10.24
2026-04-01T13:26:00Z,91.33,9.98
2026-04-01T13:27:00Z,90.20,11.74
2026-04-01T13:28:00Z,86.17,16.11
2026-04-01T13:29:00Z,88.35,12.38
2026-04-01T13:30:00Z,81.81,18.81
2026-04-01T13:31:00Z,80.18,21.89
2026-04-01T13:32:00Z,86.53,14.39
2026-04-01T13:33:00Z,89.95,11.89
2026-04-01T13:34:00Z,89.35,12.95
2026-04-01T13:35:00Z,91.43,10.53
2026-04-01T13:36:00Z,91.39,12.41
2026-04-01T13:37:00Z,88.04,15.53
2026-04-01T13:38:00Z,88.71,13.34
2026-04-01T13:39:00Z,90.40,12.22
2026-04-01T13:40:00Z,89.44,10.58
2026-04-01T13:41:00Z,91.92,8.59
2026-04-01T13:42:00Z,91.96,9.80
2026-04-01T13:43:00Z,94.93,8.28
2026-04-01T13:44:00Z,92.60,7.50
2026-04-01T13:45:00Z,90.15,11.59
2026-04-01T13:46:00Z,89.89,12.20
2026-04-01T13:47:00Z,84.54,17.44
2026-04-01T13:48:00Z,82.17,18.79
2026-04-01T13:49:00Z,79.03,22.97
2026-04-01T13:50:00Z,79.02,21.47
2026-04-01T13:51:00Z,85.24,18.14
2026-04-01T13:52:00Z,88.15,12.12
2026-04-01T13:53:00Z,89.84,11.99
2026-04-01T13:54:00Z,88.99,13.60
2026-04-01T13:55:00Z,88.85,11.89
2026-04-01T13:56:00Z,88.83,10.95
2026-04-01T13:57:00Z,90.49,11.78
2026-04-01T13:58:00Z,92.61,8.78
2026-04-01T13:59:00Z,93.20,8.99
2026-04-01T14:00:00Z,95.46,5.13
2026-04-01T14:01:00Z,94.96,6.32
2026-04-01T14:02:00Z,91.13,9.81
2026-04-01T14:03:00Z,88.69,13.04
2026-04-01T14:04:00Z,86.07,15.10
2026-04-01T14:05:00Z,90.32,12.21
2026-04-01T14:06:00Z,91.14,9.39
2026-04-01T14:07:00Z,92.99,9.00
2026-04-01T14:08:00Z,93.88,7.49
2026-04-01T14:09:00Z,94.34,7.86
2026-04-01T14:10:00Z,93.99,7.72
2026-04-01T14:11:00Z,95.26,7.71
2026-04-01T14:12:00Z,89.90,9.98
2026-04-01T14:13:00Z,86.09,12.17
2026-04-01T14:14:00Z,87.62,17.18
2026-04-01T14:15:00Z,89.27,10.81
2026-04-01T14:16:00Z,90.04,11.64
2026-04-01T14:17:00Z,91.95,9.66
2026-04-01T14:18:00Z,92.14,9.26
2026-04-01T14:19:00Z,93.74,7.97
2026-04-01T14:20:00Z,96.64,7.96
2026-04-01T14:21:00Z,98.02,3.04
2026-04-01T14:22:00Z,98.97,1.71
2026-04-01T14:23:00Z,99.00,1.71
2026-04-01T14:24:00Z,99.00,1.71
2026-04-01T14:25:00Z,99.00,1.71
2026-04-01T14:26:00Z,99.00,1.71
2026-04-01T14:27:00Z,99.00,1.71
