# event_ticker=KXATPCHALLENGERMATCH-26APR22KOZHAR
# final_score=6-2 2-6 6-0
# match_winner=Nick Hardt
# fav_player=Nick Hardt
# dog_player=Stefan Kozlov
# kalshi_date=2026-04-22
timestamp,Stefan Kozlov,Nick Hardt
2026-04-22T17:12:00Z,4.74,94.99
2026-04-22T17:13:00Z,2.98,96.09
2026-04-22T17:14:00Z,3.09,97.00
2026-04-22T17:15:00Z,1.04,98.96
2026-04-22T17:16:00Z,1.00,99.00
2026-04-22T17:17:00Z,1.00,99.00
2026-04-22T17:18:00Z,1.00,99.00
2026-04-22T17:19:00Z,1.00,99.00
2026-04-22T17:20:00Z,1.00,99.00
2026-04-22T17:21:00Z,1.00,99.00
2026-04-22T17:22:00Z,1.00,99.00
2026-04-22T17:23:00Z,1.00,99.00
