# event_ticker=KXATPMATCH-26APR03UGOVAN
# final_score=0-6 6-3 6-2
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Luca Van Assche
# kalshi_date=2026-04-03
timestamp,Camilo Ugo Carabelli,Luca Van Assche
2026-04-03T15:06:00Z,27.72,71.67
2026-04-03T15:07:00Z,27.41,73.07
2026-04-03T15:08:00Z,26.49,74.87
2026-04-03T15:09:00Z,29.18,70.94
2026-04-03T15:10:00Z,30.33,70.00
2026-04-03T15:11:00Z,27.50,71.99
2026-04-03T15:12:00Z,28.82,71.01
2026-04-03T15:13:00Z,28.29,73.16
2026-04-03T15:14:00Z,24.38,75.70
2026-04-03T15:15:00Z,21.50,78.41
2026-04-03T15:16:00Z,14.26,87.43
2026-04-03T15:17:00Z,14.03,86.95
2026-04-03T15:18:00Z,18.02,83.57
2026-04-03T15:19:00Z,22.52,77.77
2026-04-03T15:20:00Z,25.67,75.00
2026-04-03T15:21:00Z,25.98,74.66
2026-04-03T15:22:00Z,24.33,76.61
2026-04-03T15:23:00Z,24.66,78.16
2026-04-03T15:24:00Z,23.44,78.21
2026-04-03T15:25:00Z,20.44,78.85
2026-04-03T15:26:00Z,19.94,80.91
2026-04-03T15:27:00Z,20.46,82.04
2026-04-03T15:28:00Z,16.76,82.23
2026-04-03T15:29:00Z,22.34,79.20
2026-04-03T15:30:00Z,24.97,74.89
2026-04-03T15:31:00Z,25.93,74.24
2026-04-03T15:32:00Z,25.07,75.98
2026-04-03T15:33:00Z,25.87,75.05
2026-04-03T15:34:00Z,26.31,74.68
2026-04-03T15:35:00Z,26.00,75.39
2026-04-03T15:36:00Z,34.95,67.07
2026-04-03T15:37:00Z,40.37,60.50
2026-04-03T15:38:00Z,37.41,64.26
2026-04-03T15:39:00Z,35.22,65.73
2026-04-03T15:40:00Z,29.77,69.80
2026-04-03T15:41:00Z,25.86,74.93
2026-04-03T15:42:00Z,24.51,74.57
2026-04-03T15:43:00Z,24.84,76.93
2026-04-03T15:44:00Z,31.80,69.85
2026-04-03T15:45:00Z,39.20,63.72
2026-04-03T15:46:00Z,42.09,59.38
2026-04-03T15:47:00Z,46.76,53.83
2026-04-03T15:48:00Z,50.68,50.10
2026-04-03T15:49:00Z,50.99,50.40
2026-04-03T15:50:00Z,53.18,47.01
2026-04-03T15:51:00Z,53.98,47.00
2026-04-03T15:52:00Z,52.35,47.68
2026-04-03T15:53:00Z,51.92,48.17
2026-04-03T15:54:00Z,52.88,48.19
2026-04-03T15:55:00Z,53.28,50.25
2026-04-03T15:56:00Z,46.37,54.53
2026-04-03T15:57:00Z,44.88,56.80
2026-04-03T15:58:00Z,48.69,52.97
2026-04-03T15:59:00Z,55.27,49.04
2026-04-03T16:00:00Z,54.47,49.32
2026-04-03T16:01:00Z,56.19,44.72
2026-04-03T16:02:00Z,56.92,46.71
2026-04-03T16:03:00Z,64.48,35.17
2026-04-03T16:04:00Z,76.09,25.39
2026-04-03T16:05:00Z,76.36,23.67
2026-04-03T16:06:00Z,74.21,26.37
2026-04-03T16:07:00Z,79.70,20.70
2026-04-03T16:08:00Z,83.66,16.19
2026-04-03T16:09:00Z,82.93,18.47
2026-04-03T16:10:00Z,81.42,18.36
2026-04-03T16:11:00Z,81.10,20.26
2026-04-03T16:12:00Z,83.59,16.36
2026-04-03T16:13:00Z,89.15,12.45
2026-04-03T16:14:00Z,86.08,14.59
2026-04-03T16:15:00Z,85.30,16.03
2026-04-03T16:16:00Z,90.34,11.47
2026-04-03T16:17:00Z,95.76,5.08
2026-04-03T16:18:00Z,95.02,6.20
2026-04-03T16:19:00Z,94.23,6.91
2026-04-03T16:20:00Z,88.22,12.22
2026-04-03T16:21:00Z,85.22,15.12
2026-04-03T16:22:00Z,89.05,12.83
2026-04-03T16:23:00Z,87.67,13.75
2026-04-03T16:24:00Z,87.31,14.56
2026-04-03T16:25:00Z,94.67,8.86
2026-04-03T16:26:00Z,95.77,4.77
2026-04-03T16:27:00Z,96.21,4.75
2026-04-03T16:28:00Z,96.50,3.37
2026-04-03T16:29:00Z,96.93,3.23
2026-04-03T16:30:00Z,98.12,2.60
2026-04-03T16:31:00Z,98.60,1.15
2026-04-03T16:32:00Z,98.93,1.00
2026-04-03T16:33:00Z,98.21,2.00
2026-04-03T16:34:00Z,98.49,1.89
2026-04-03T16:35:00Z,98.55,1.62
2026-04-03T16:36:00Z,98.09,1.62
2026-04-03T16:37:00Z,98.72,1.38
2026-04-03T16:38:00Z,99.00,1.00
2026-04-03T16:39:00Z,99.00,1.00
2026-04-03T16:40:00Z,99.00,1.00
2026-04-03T16:41:00Z,99.00,1.00
2026-04-03T16:42:00Z,99.00,1.00
