# event_ticker=KXATPCHALLENGERMATCH-26MAR25JUSMAR
# final_score=6-4 6-2
# match_winner=Guido Ivan Justo
# fav_player=Guido Ivan Justo
# dog_player=Ivan Marrero Curbelo
# kalshi_date=2026-03-25
timestamp,Guido Ivan Justo,Ivan Marrero Curbelo
2026-03-25T20:18:00Z,91.00,9.99
2026-03-25T20:19:00Z,90.74,10.97
2026-03-25T20:20:00Z,88.00,11.60
2026-03-25T20:21:00Z,88.00,13.00
2026-03-25T20:22:00Z,88.01,12.30
2026-03-25T20:23:00Z,88.00,12.30
2026-03-25T20:24:00Z,88.00,12.62
2026-03-25T20:25:00Z,88.00,12.25
2026-03-25T20:26:00Z,90.00,11.52
2026-03-25T20:27:00Z,91.00,9.11
2026-03-25T20:28:00Z,89.00,9.52
2026-03-25T20:29:00Z,88.91,11.00
2026-03-25T20:30:00Z,88.00,12.02
2026-03-25T20:31:00Z,88.92,12.00
2026-03-25T20:32:00Z,88.00,11.00
2026-03-25T20:33:00Z,89.54,10.70
2026-03-25T20:34:00Z,90.00,10.70
2026-03-25T20:35:00Z,89.00,12.54
2026-03-25T20:36:00Z,86.00,14.20
2026-03-25T20:37:00Z,83.33,17.77
2026-03-25T20:38:00Z,82.21,15.91
2026-03-25T20:39:00Z,85.80,13.62
2026-03-25T20:40:00Z,86.50,14.98
2026-03-25T20:41:00Z,87.00,11.27
2026-03-25T20:42:00Z,89.58,12.74
2026-03-25T20:43:00Z,91.93,9.00
2026-03-25T20:44:00Z,92.00,8.00
2026-03-25T20:45:00Z,91.30,8.07
2026-03-25T20:46:00Z,93.00,6.10
2026-03-25T20:47:00Z,94.00,7.00
2026-03-25T20:48:00Z,93.23,7.00
2026-03-25T20:49:00Z,93.23,8.60
2026-03-25T20:50:00Z,91.18,9.98
2026-03-25T20:51:00Z,90.01,12.00
2026-03-25T20:52:00Z,90.01,11.00
2026-03-25T20:53:00Z,88.00,13.73
2026-03-25T20:54:00Z,88.00,12.63
2026-03-25T20:55:00Z,87.00,14.00
2026-03-25T20:56:00Z,92.00,10.60
2026-03-25T20:57:00Z,92.11,7.94
2026-03-25T20:58:00Z,92.11,8.00
2026-03-25T20:59:00Z,93.00,8.00
2026-03-25T21:00:00Z,92.00,8.00
2026-03-25T21:01:00Z,92.00,8.52
2026-03-25T21:02:00Z,93.94,5.67
2026-03-25T21:03:00Z,95.83,3.28
2026-03-25T21:04:00Z,96.00,4.31
2026-03-25T21:05:00Z,97.37,3.00
2026-03-25T21:06:00Z,98.00,3.00
2026-03-25T21:07:00Z,97.85,4.00
2026-03-25T21:08:00Z,97.77,2.00
2026-03-25T21:09:00Z,98.05,1.98
2026-03-25T21:10:00Z,98.74,1.55
2026-03-25T21:11:00Z,98.00,2.34
2026-03-25T21:12:00Z,99.00,1.24
2026-03-25T21:13:00Z,98.99,1.03
2026-03-25T21:14:00Z,99.00,1.71
2026-03-25T21:15:00Z,99.00,1.09
2026-03-25T21:16:00Z,99.00,2.05
2026-03-25T21:17:00Z,98.41,3.00
2026-03-25T21:18:00Z,98.00,2.69
2026-03-25T21:19:00Z,98.00,1.18
2026-03-25T21:20:00Z,99.00,1.53
2026-03-25T21:21:00Z,98.00,2.00
2026-03-25T21:22:00Z,98.00,2.20
2026-03-25T21:23:00Z,97.00,3.34
2026-03-25T21:24:00Z,97.85,2.87
2026-03-25T21:25:00Z,97.26,3.00
2026-03-25T21:26:00Z,97.26,3.90
2026-03-25T21:27:00Z,97.59,4.18
2026-03-25T21:28:00Z,97.43,1.97
2026-03-25T21:29:00Z,97.91,3.15
2026-03-25T21:30:00Z,98.00,3.00
2026-03-25T21:31:00Z,96.56,4.05
2026-03-25T21:32:00Z,96.00,4.61
2026-03-25T21:33:00Z,94.95,4.80
2026-03-25T21:34:00Z,94.04,6.70
2026-03-25T21:35:00Z,96.86,3.02
2026-03-25T21:36:00Z,97.96,2.16
2026-03-25T21:37:00Z,98.30,2.04
2026-03-25T21:38:00Z,98.39,2.34
2026-03-25T21:39:00Z,97.09,2.48
2026-03-25T21:40:00Z,98.54,2.21
2026-03-25T21:41:00Z,98.99,1.09
2026-03-25T21:42:00Z,98.99,1.18
2026-03-25T21:43:00Z,98.99,1.00
2026-03-25T21:44:00Z,99.00,1.00
2026-03-25T21:45:00Z,99.00,1.00
