# event_ticker=KXATPCHALLENGERMATCH-26MAY05KRUPIR
# final_score=6-4 6-4
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Gabriele Piraino
# kalshi_date=2026-05-05
timestamp,Martin Krumich,Gabriele Piraino
2026-05-05T14:46:00Z,78.00,20.00
2026-05-05T14:47:00Z,82.00,19.00
2026-05-05T14:48:00Z,82.54,18.76
2026-05-05T14:49:00Z,84.00,17.00
2026-05-05T14:51:00Z,84.00,17.00
2026-05-05T14:52:00Z,83.00,16.65
2026-05-05T14:54:00Z,84.00,17.00
2026-05-05T14:55:00Z,83.00,16.65
2026-05-05T14:56:00Z,83.00,19.00
2026-05-05T14:57:00Z,82.00,19.00
2026-05-05T14:58:00Z,83.00,19.00
2026-05-05T14:59:00Z,82.17,19.00
2026-05-05T15:00:00Z,85.00,19.00
2026-05-05T15:01:00Z,85.00,16.00
2026-05-05T15:03:00Z,84.00,15.00
2026-05-05T15:04:00Z,84.00,17.00
2026-05-05T15:05:00Z,83.00,18.00
2026-05-05T15:06:00Z,81.00,19.00
2026-05-05T15:07:00Z,85.00,19.00
2026-05-05T15:08:00Z,85.00,14.00
2026-05-05T15:09:00Z,83.06,14.00
2026-05-05T15:10:00Z,87.00,14.00
2026-05-05T15:12:00Z,87.00,15.00
2026-05-05T15:13:00Z,87.00,14.93
2026-05-05T15:15:00Z,87.00,15.00
2026-05-05T15:16:00Z,87.00,17.00
2026-05-05T15:17:00Z,86.00,15.00
2026-05-05T15:18:00Z,84.00,16.00
2026-05-05T15:19:00Z,84.00,16.89
2026-05-05T15:20:00Z,81.00,17.79
2026-05-05T15:21:00Z,83.01,17.62
2026-05-05T15:22:00Z,83.01,15.00
2026-05-05T15:23:00Z,85.00,15.00
2026-05-05T15:24:00Z,83.75,17.00
2026-05-05T15:25:00Z,83.75,14.03
2026-05-05T15:26:00Z,88.00,14.03
2026-05-05T15:27:00Z,89.91,12.03
2026-05-05T15:28:00Z,92.18,7.16
2026-05-05T15:29:00Z,93.23,7.16
2026-05-05T15:30:00Z,94.44,7.00
2026-05-05T15:31:00Z,92.06,6.97
2026-05-05T15:32:00Z,92.06,7.56
2026-05-05T15:33:00Z,92.06,10.39
2026-05-05T15:34:00Z,92.06,7.60
2026-05-05T15:35:00Z,91.00,10.46
2026-05-05T15:36:00Z,86.05,13.03
2026-05-05T15:37:00Z,84.29,16.29
2026-05-05T15:38:00Z,85.33,14.07
2026-05-05T15:39:00Z,86.84,13.62
2026-05-05T15:40:00Z,86.00,12.10
2026-05-05T15:41:00Z,86.00,15.00
2026-05-05T15:42:00Z,88.79,12.65
2026-05-05T15:43:00Z,94.00,12.65
2026-05-05T15:44:00Z,94.00,5.02
2026-05-05T15:45:00Z,95.00,5.43
2026-05-05T15:46:00Z,96.00,4.00
2026-05-05T15:47:00Z,96.21,3.45
2026-05-05T15:48:00Z,96.00,4.00
2026-05-05T15:49:00Z,97.00,4.74
2026-05-05T15:50:00Z,94.79,5.13
2026-05-05T15:51:00Z,95.00,5.66
2026-05-05T15:52:00Z,94.21,6.00
2026-05-05T15:53:00Z,97.00,2.66
2026-05-05T15:54:00Z,96.00,4.19
2026-05-05T15:55:00Z,97.00,3.53
2026-05-05T15:56:00Z,97.00,3.53
2026-05-05T15:57:00Z,98.05,2.29
2026-05-05T15:58:00Z,98.05,1.23
2026-05-05T15:59:00Z,99.00,1.00
2026-05-05T16:00:00Z,99.00,1.00
2026-05-05T16:01:00Z,98.00,2.02
2026-05-05T16:02:00Z,98.00,3.00
2026-05-05T16:03:00Z,97.00,3.51
2026-05-05T16:04:00Z,97.00,4.00
2026-05-05T16:05:00Z,98.04,3.00
2026-05-05T16:06:00Z,99.00,1.03
2026-05-05T16:07:00Z,99.00,1.36
2026-05-05T16:08:00Z,99.00,2.25
2026-05-05T16:09:00Z,99.00,1.70
2026-05-05T16:12:00Z,99.00,1.70
