# event_ticker=KXATPMATCH-26APR23GARBLO
# final_score=4-6 7-5 7-5
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Cristian Garin
# kalshi_date=2026-04-23
timestamp,Cristian Garin,Alexander Blockx
2026-04-23T11:00:00Z,41.20,58.36
2026-04-23T11:01:00Z,45.44,54.76
2026-04-23T11:02:00Z,45.73,55.06
2026-04-23T11:03:00Z,40.00,61.00
2026-04-23T11:04:00Z,39.28,60.58
2026-04-23T11:05:00Z,44.46,57.94
2026-04-23T11:06:00Z,47.54,52.24
2026-04-23T11:07:00Z,47.82,53.65
2026-04-23T11:08:00Z,40.60,60.40
2026-04-23T11:09:00Z,39.63,60.78
2026-04-23T11:10:00Z,41.03,58.69
2026-04-23T11:11:00Z,41.99,58.08
2026-04-23T11:12:00Z,46.50,55.09
2026-04-23T11:13:00Z,48.02,53.26
2026-04-23T11:14:00Z,46.64,54.15
2026-04-23T11:15:00Z,41.25,59.76
2026-04-23T11:16:00Z,39.86,60.07
2026-04-23T11:17:00Z,36.40,65.13
2026-04-23T11:18:00Z,39.53,57.79
2026-04-23T11:19:00Z,32.39,71.21
2026-04-23T11:20:00Z,27.59,72.84
2026-04-23T11:21:00Z,42.78,56.68
2026-04-23T11:22:00Z,47.82,52.84
2026-04-23T11:23:00Z,51.70,48.38
2026-04-23T11:24:00Z,39.63,60.28
2026-04-23T11:25:00Z,39.42,60.92
2026-04-23T11:26:00Z,35.72,63.08
2026-04-23T11:27:00Z,36.20,65.33
2026-04-23T11:28:00Z,32.86,65.91
2026-04-23T11:29:00Z,8.05,85.62
2026-04-23T11:30:00Z,1.00,99.00
2026-04-23T11:31:00Z,1.00,99.00
2026-04-23T11:32:00Z,1.00,99.00
