# event_ticker=KXATPMATCH-25JUL30COMDE
# final_score=6-4 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Francisco Comesana
# kalshi_date=2025-07-30
timestamp,Alex de Minaur,Francisco Comesana
2025-07-31T01:09:00Z,88.00,12.00
2025-07-31T01:14:00Z,88.00,13.00
2025-07-31T01:15:00Z,88.00,14.00
2025-07-31T01:16:00Z,88.00,14.00
2025-07-31T01:17:00Z,88.00,14.00
2025-07-31T01:18:00Z,90.00,12.00
2025-07-31T01:19:00Z,90.00,13.00
2025-07-31T01:20:00Z,90.00,12.82
2025-07-31T01:24:00Z,64.48,44.00
2025-07-31T01:28:00Z,64.48,19.00
2025-07-31T01:29:00Z,64.48,15.11
2025-07-31T01:30:00Z,89.00,15.11
2025-07-31T01:31:00Z,86.30,15.00
2025-07-31T01:32:00Z,85.99,15.01
2025-07-31T01:33:00Z,83.44,19.48
2025-07-31T01:34:00Z,80.00,18.05
2025-07-31T01:35:00Z,80.00,21.30
2025-07-31T01:36:00Z,80.00,15.84
2025-07-31T01:37:00Z,87.00,13.00
2025-07-31T01:38:00Z,85.00,15.83
2025-07-31T01:39:00Z,85.00,15.69
2025-07-31T01:40:00Z,85.00,17.84
2025-07-31T01:41:00Z,83.50,17.00
2025-07-31T01:42:00Z,84.00,17.00
2025-07-31T01:43:00Z,84.59,16.02
2025-07-31T01:44:00Z,84.59,15.00
2025-07-31T01:45:00Z,84.59,14.00
2025-07-31T01:46:00Z,86.35,17.00
2025-07-31T01:47:00Z,86.00,17.34
2025-07-31T01:48:00Z,87.00,14.00
2025-07-31T01:49:00Z,87.00,17.00
2025-07-31T01:50:00Z,83.00,20.00
2025-07-31T01:51:00Z,83.00,19.02
2025-07-31T01:52:00Z,84.00,13.83
2025-07-31T01:53:00Z,84.00,16.24
2025-07-31T01:54:00Z,85.00,16.37
2025-07-31T01:55:00Z,85.00,17.81
2025-07-31T01:56:00Z,85.00,16.29
2025-07-31T01:57:00Z,87.95,12.71
2025-07-31T01:58:00Z,86.00,17.00
2025-07-31T01:59:00Z,86.00,14.77
2025-07-31T02:00:00Z,80.00,32.40
2025-07-31T02:01:00Z,80.00,19.96
2025-07-31T02:02:00Z,80.00,47.16
2025-07-31T02:03:00Z,92.00,6.13
2025-07-31T02:04:00Z,92.00,8.53
2025-07-31T02:05:00Z,92.00,18.15
2025-07-31T02:06:00Z,92.00,15.95
2025-07-31T02:07:00Z,92.00,14.00
2025-07-31T02:08:00Z,86.00,15.23
2025-07-31T02:09:00Z,92.14,8.94
2025-07-31T02:10:00Z,92.14,8.79
2025-07-31T02:12:00Z,87.86,8.79
2025-07-31T02:13:00Z,88.81,8.79
2025-07-31T02:15:00Z,93.00,5.91
2025-07-31T02:16:00Z,93.00,7.00
2025-07-31T02:18:00Z,92.00,6.95
2025-07-31T02:19:00Z,92.00,6.75
2025-07-31T02:20:00Z,92.00,7.00
2025-07-31T02:21:00Z,92.00,6.00
2025-07-31T02:22:00Z,95.00,6.00
2025-07-31T02:23:00Z,93.81,6.00
2025-07-31T02:24:00Z,93.81,6.00
2025-07-31T02:25:00Z,96.00,5.00
2025-07-31T02:26:00Z,95.81,5.98
2025-07-31T02:27:00Z,96.51,4.34
2025-07-31T02:28:00Z,96.51,5.18
2025-07-31T02:29:00Z,96.51,6.00
2025-07-31T02:30:00Z,95.00,6.92
2025-07-31T02:31:00Z,94.00,5.00
2025-07-31T02:32:00Z,95.00,5.44
2025-07-31T02:33:00Z,95.00,7.33
2025-07-31T02:34:00Z,95.00,7.00
2025-07-31T02:35:00Z,96.00,4.36
2025-07-31T02:36:00Z,96.00,3.99
2025-07-31T02:37:00Z,99.00,2.89
2025-07-31T02:38:00Z,98.05,2.81
2025-07-31T02:39:00Z,98.05,1.54
2025-07-31T02:40:00Z,98.05,1.70
2025-07-31T02:41:00Z,98.05,3.44
2025-07-31T02:42:00Z,98.05,2.88
2025-07-31T02:43:00Z,98.05,2.34
2025-07-31T02:44:00Z,98.05,3.00
2025-07-31T02:45:00Z,98.29,3.00
2025-07-31T02:46:00Z,98.00,2.17
2025-07-31T02:48:00Z,98.99,3.04
2025-07-31T02:49:00Z,98.14,2.00
2025-07-31T02:50:00Z,98.14,2.00
2025-07-31T02:51:00Z,98.14,1.00
2025-07-31T02:52:00Z,98.14,1.00
2025-07-31T02:54:00Z,98.14,1.00
2025-07-31T02:57:00Z,98.14,1.00
