# event_ticker=KXATPCHALLENGERMATCH-26MAR01DAMDIA
# final_score=1-6 6-3 6-0
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Miguel Damas
# kalshi_date=2026-03-01
timestamp,Facundo Diaz Acosta,Miguel Damas
2026-03-01T16:54:00Z,39.00,61.66
2026-03-01T16:55:00Z,37.66,61.79
2026-03-01T16:56:00Z,32.98,65.70
2026-03-01T16:57:00Z,31.86,67.86
2026-03-01T16:58:00Z,33.92,66.40
2026-03-01T16:59:00Z,33.88,67.04
2026-03-01T17:00:00Z,34.35,65.82
2026-03-01T17:01:00Z,37.09,64.39
2026-03-01T17:02:00Z,32.02,68.23
2026-03-01T17:03:00Z,32.98,67.62
2026-03-01T17:04:00Z,32.00,68.80
2026-03-01T17:05:00Z,31.84,70.18
2026-03-01T17:06:00Z,31.89,70.30
2026-03-01T17:07:00Z,29.93,71.87
2026-03-01T17:08:00Z,29.70,71.67
2026-03-01T17:09:00Z,27.14,73.97
2026-03-01T17:10:00Z,29.44,71.10
2026-03-01T17:11:00Z,33.53,67.60
2026-03-01T17:12:00Z,34.01,67.29
2026-03-01T17:13:00Z,29.97,69.29
2026-03-01T17:14:00Z,29.15,70.71
2026-03-01T17:15:00Z,27.94,73.72
2026-03-01T17:16:00Z,28.43,71.84
2026-03-01T17:17:00Z,33.47,69.69
2026-03-01T17:18:00Z,31.84,70.08
2026-03-01T17:19:00Z,33.15,68.95
2026-03-01T17:20:00Z,35.21,66.33
2026-03-01T17:21:00Z,34.38,67.03
2026-03-01T17:22:00Z,34.24,68.52
2026-03-01T17:23:00Z,38.72,65.65
2026-03-01T17:24:00Z,34.03,66.25
2026-03-01T17:25:00Z,37.44,63.25
2026-03-01T17:26:00Z,45.76,57.26
2026-03-01T17:27:00Z,51.44,49.65
2026-03-01T17:28:00Z,51.99,47.82
2026-03-01T17:29:00Z,53.80,47.44
2026-03-01T17:30:00Z,56.00,43.33
2026-03-01T17:31:00Z,51.40,50.05
2026-03-01T17:32:00Z,52.59,47.82
2026-03-01T17:33:00Z,57.05,43.16
2026-03-01T17:34:00Z,55.15,44.42
2026-03-01T17:35:00Z,56.27,43.89
2026-03-01T17:36:00Z,61.03,38.55
2026-03-01T17:37:00Z,54.76,42.61
2026-03-01T17:38:00Z,53.99,46.00
2026-03-01T17:39:00Z,53.87,46.13
2026-03-01T17:40:00Z,56.79,44.85
2026-03-01T17:41:00Z,50.03,49.69
2026-03-01T17:42:00Z,48.19,53.81
2026-03-01T17:43:00Z,55.34,46.22
2026-03-01T17:44:00Z,58.31,39.94
2026-03-01T17:45:00Z,63.02,35.85
2026-03-01T17:46:00Z,70.25,32.24
2026-03-01T17:47:00Z,70.36,28.86
2026-03-01T17:48:00Z,69.87,30.74
2026-03-01T17:49:00Z,70.62,30.28
2026-03-01T17:50:00Z,70.00,30.97
2026-03-01T17:51:00Z,68.77,31.14
2026-03-01T17:52:00Z,69.67,31.99
2026-03-01T17:53:00Z,69.39,32.06
2026-03-01T17:54:00Z,69.71,32.00
2026-03-01T17:55:00Z,67.14,31.36
2026-03-01T17:56:00Z,72.37,27.90
2026-03-01T17:57:00Z,73.42,26.46
2026-03-01T17:58:00Z,72.50,27.86
2026-03-01T17:59:00Z,74.41,25.72
2026-03-01T18:00:00Z,77.13,25.47
2026-03-01T18:01:00Z,79.46,21.96
2026-03-01T18:02:00Z,86.76,15.12
2026-03-01T18:03:00Z,89.36,10.51
2026-03-01T18:04:00Z,89.99,9.09
2026-03-01T18:05:00Z,93.04,6.97
2026-03-01T18:06:00Z,93.58,5.65
2026-03-01T18:07:00Z,93.90,5.46
2026-03-01T18:08:00Z,94.00,5.71
2026-03-01T18:09:00Z,96.51,4.41
2026-03-01T18:10:00Z,96.32,3.80
2026-03-01T18:11:00Z,97.98,2.06
2026-03-01T18:12:00Z,98.40,1.55
2026-03-01T18:13:00Z,98.36,1.23
2026-03-01T18:14:00Z,97.73,1.82
2026-03-01T18:15:00Z,98.75,1.20
2026-03-01T18:16:00Z,99.00,1.03
2026-03-01T18:17:00Z,99.00,1.52
2026-03-01T18:18:00Z,99.00,1.00
2026-03-01T18:19:00Z,99.00,1.97
2026-03-01T18:20:00Z,98.90,1.98
2026-03-01T18:21:00Z,98.00,1.02
2026-03-01T18:22:00Z,99.00,1.25
2026-03-01T18:23:00Z,99.00,1.00
2026-03-01T18:24:00Z,99.00,1.00
2026-03-01T18:25:00Z,99.00,1.00
2026-03-01T18:26:00Z,99.00,1.00
2026-03-01T18:27:00Z,99.00,1.00
2026-03-01T18:28:00Z,99.00,1.00
2026-03-01T18:29:00Z,99.00,1.00
2026-03-01T18:30:00Z,99.00,1.00
2026-03-01T18:31:00Z,99.00,1.00
