# event_ticker=KXATPMATCH-25SEP20SHEMPE
# final_score=6-7(2) 7-6(5) 6-4
# score_resolution=6-7 7-6 6-4
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-09-20
timestamp,Alexander Shevchenko,Giovanni Mpetshi Perricard
2025-09-20T07:20:00Z,36.08,64.00
2025-09-20T07:22:00Z,37.00,64.00
2025-09-20T07:23:00Z,37.00,64.00
2025-09-20T07:31:00Z,36.00,64.00
2025-09-20T07:32:00Z,36.00,64.00
2025-09-20T07:34:00Z,36.00,64.00
2025-09-20T07:37:00Z,36.00,64.00
2025-09-20T07:39:00Z,37.00,64.00
2025-09-20T07:41:00Z,37.00,64.00
2025-09-20T07:42:00Z,37.00,64.00
2025-09-20T07:48:00Z,37.00,64.00
2025-09-20T07:50:00Z,37.00,64.00
2025-09-20T07:51:00Z,37.00,64.00
2025-09-20T07:52:00Z,37.00,64.00
2025-09-20T07:56:00Z,37.00,65.00
2025-09-20T07:57:00Z,36.00,65.00
2025-09-20T08:00:00Z,36.00,65.00
2025-09-20T08:03:00Z,36.00,65.00
2025-09-20T08:04:00Z,36.00,66.00
2025-09-20T08:05:00Z,35.00,66.00
2025-09-20T08:11:00Z,35.00,66.00
2025-09-20T08:12:00Z,35.00,66.00
2025-09-20T08:28:00Z,35.00,66.00
2025-09-20T08:32:00Z,35.00,66.00
2025-09-20T08:35:00Z,35.00,66.78
2025-09-20T08:38:00Z,35.00,67.00
2025-09-20T08:42:00Z,35.00,67.00
2025-09-20T08:50:00Z,35.00,67.00
2025-09-20T08:59:00Z,35.00,64.00
2025-09-20T09:03:00Z,34.00,64.00
2025-09-20T09:10:00Z,34.73,64.00
2025-09-20T09:15:00Z,35.00,66.32
2025-09-20T09:17:00Z,35.48,66.82
2025-09-20T09:19:00Z,35.48,67.00
2025-09-20T09:21:00Z,35.48,67.00
2025-09-20T09:22:00Z,35.48,67.00
2025-09-20T09:25:00Z,35.48,67.00
2025-09-20T09:36:00Z,35.48,67.67
2025-09-20T09:44:00Z,35.48,68.00
2025-09-20T09:46:00Z,35.48,67.00
2025-09-20T09:47:00Z,35.48,67.00
2025-09-20T09:53:00Z,35.48,67.87
2025-09-20T09:54:00Z,32.61,67.01
2025-09-20T09:55:00Z,35.00,67.00
2025-09-20T09:56:00Z,35.00,67.00
2025-09-20T09:57:00Z,35.99,67.00
2025-09-20T09:58:00Z,34.13,66.27
2025-09-20T09:59:00Z,34.13,67.54
2025-09-20T10:00:00Z,34.13,66.08
2025-09-20T10:02:00Z,36.00,65.05
2025-09-20T10:03:00Z,39.38,60.31
2025-09-20T10:04:00Z,37.88,63.35
2025-09-20T10:05:00Z,35.00,63.35
2025-09-20T10:06:00Z,35.48,66.00
2025-09-20T10:07:00Z,35.48,65.66
2025-09-20T10:08:00Z,36.02,65.10
2025-09-20T10:09:00Z,40.00,63.00
2025-09-20T10:10:00Z,36.00,67.39
2025-09-20T10:12:00Z,36.00,69.39
2025-09-20T10:13:00Z,32.00,69.39
2025-09-20T10:14:00Z,36.00,69.39
2025-09-20T10:15:00Z,36.00,67.00
2025-09-20T10:16:00Z,34.00,62.00
2025-09-20T10:17:00Z,36.30,65.00
2025-09-20T10:18:00Z,36.18,65.00
2025-09-20T10:19:00Z,36.18,67.89
2025-09-20T10:20:00Z,38.00,63.93
2025-09-20T10:21:00Z,38.00,63.00
2025-09-20T10:22:00Z,42.00,59.12
2025-09-20T10:23:00Z,42.94,64.98
2025-09-20T10:24:00Z,42.94,64.00
2025-09-20T10:25:00Z,37.00,64.00
2025-09-20T10:26:00Z,37.00,63.60
2025-09-20T10:27:00Z,39.67,63.00
2025-09-20T10:29:00Z,39.67,64.81
2025-09-20T10:30:00Z,39.67,65.00
2025-09-20T10:31:00Z,37.04,65.00
2025-09-20T10:33:00Z,40.87,60.12
2025-09-20T10:34:00Z,40.46,60.12
2025-09-20T10:35:00Z,37.61,63.09
2025-09-20T10:36:00Z,30.00,74.17
2025-09-20T10:37:00Z,27.89,75.22
2025-09-20T10:38:00Z,22.74,79.20
2025-09-20T10:39:00Z,22.90,79.67
2025-09-20T10:40:00Z,23.00,80.00
2025-09-20T10:41:00Z,20.41,80.00
2025-09-20T10:42:00Z,20.41,80.00
2025-09-20T10:43:00Z,20.00,80.00
2025-09-20T10:44:00Z,23.93,80.00
2025-09-20T10:45:00Z,21.04,79.00
2025-09-20T10:46:00Z,21.04,81.89
2025-09-20T10:47:00Z,21.00,82.00
2025-09-20T10:48:00Z,21.00,81.00
2025-09-20T10:50:00Z,21.00,81.00
2025-09-20T10:54:00Z,20.29,80.00
2025-09-20T10:55:00Z,21.00,80.00
2025-09-20T10:56:00Z,20.00,80.00
2025-09-20T10:58:00Z,20.00,81.77
2025-09-20T10:59:00Z,16.00,81.77
2025-09-20T11:00:00Z,16.00,86.00
2025-09-20T11:01:00Z,23.00,80.00
2025-09-20T11:02:00Z,23.00,80.77
2025-09-20T11:03:00Z,23.00,80.00
2025-09-20T11:05:00Z,34.00,80.00
2025-09-20T11:07:00Z,33.00,80.92
2025-09-20T11:10:00Z,33.00,79.00
2025-09-20T11:11:00Z,20.72,79.00
2025-09-20T11:12:00Z,23.19,79.00
2025-09-20T11:13:00Z,23.19,79.82
2025-09-20T11:14:00Z,26.41,72.90
2025-09-20T11:15:00Z,28.72,73.00
2025-09-20T11:16:00Z,28.31,76.59
2025-09-20T11:17:00Z,24.00,78.00
2025-09-20T11:18:00Z,31.62,71.95
2025-09-20T11:19:00Z,21.26,78.00
2025-09-20T11:20:00Z,23.00,79.00
2025-09-20T11:21:00Z,23.70,76.86
2025-09-20T11:22:00Z,25.00,76.86
2025-09-20T11:23:00Z,25.00,76.86
2025-09-20T11:24:00Z,25.00,78.00
2025-09-20T11:25:00Z,19.93,81.44
2025-09-20T11:26:00Z,15.00,83.53
2025-09-20T11:27:00Z,24.00,78.08
2025-09-20T11:28:00Z,24.03,78.00
2025-09-20T11:29:00Z,23.49,78.00
2025-09-20T11:30:00Z,19.75,81.33
2025-09-20T11:31:00Z,12.91,88.53
2025-09-20T11:32:00Z,22.81,74.82
2025-09-20T11:33:00Z,32.58,65.37
2025-09-20T11:34:00Z,36.59,65.37
2025-09-20T11:35:00Z,36.62,65.47
2025-09-20T11:36:00Z,45.25,65.47
2025-09-20T11:37:00Z,25.52,75.44
2025-09-20T11:38:00Z,48.00,56.31
2025-09-20T11:39:00Z,45.00,54.38
2025-09-20T11:40:00Z,45.00,55.11
2025-09-20T11:41:00Z,49.00,53.23
2025-09-20T11:42:00Z,48.92,53.23
2025-09-20T11:43:00Z,55.00,42.51
2025-09-20T11:44:00Z,53.59,49.44
2025-09-20T11:45:00Z,80.10,21.41
2025-09-20T11:46:00Z,83.55,17.93
2025-09-20T11:47:00Z,85.00,14.37
2025-09-20T11:48:00Z,84.09,16.31
2025-09-20T11:49:00Z,86.13,15.00
2025-09-20T11:50:00Z,84.00,17.02
2025-09-20T11:51:00Z,84.00,18.19
2025-09-20T11:52:00Z,86.50,16.91
2025-09-20T11:53:00Z,83.05,16.82
2025-09-20T11:54:00Z,83.00,18.00
2025-09-20T11:55:00Z,87.89,16.52
2025-09-20T11:56:00Z,88.00,11.99
2025-09-20T11:57:00Z,88.00,15.02
2025-09-20T11:58:00Z,85.90,13.00
2025-09-20T11:59:00Z,87.92,13.27
2025-09-20T12:00:00Z,90.00,12.00
2025-09-20T12:01:00Z,93.84,10.44
2025-09-20T12:02:00Z,89.91,11.00
2025-09-20T12:03:00Z,88.01,11.00
2025-09-20T12:04:00Z,92.00,11.00
2025-09-20T12:05:00Z,94.00,4.46
2025-09-20T12:06:00Z,94.53,5.14
2025-09-20T12:07:00Z,94.53,8.99
2025-09-20T12:08:00Z,96.00,4.62
2025-09-20T12:09:00Z,93.99,7.32
2025-09-20T12:10:00Z,93.00,6.00
2025-09-20T12:11:00Z,96.00,4.64
2025-09-20T12:12:00Z,99.00,1.50
2025-09-20T12:13:00Z,99.00,1.00
2025-09-20T12:16:00Z,99.00,1.00
