# event_ticker=KXATPMATCH-25AUG21MEDMPE
# final_score=7-6(8) 6-2
# score_resolution=7-6 6-2
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Hamad Medjedovic
# kalshi_date=2025-08-21
timestamp,Giovanni Mpetshi Perricard,Hamad Medjedovic
2025-08-21T22:51:00Z,38.00,67.00
2025-08-21T22:52:00Z,38.22,67.00
2025-08-21T22:53:00Z,36.35,67.00
2025-08-21T22:54:00Z,37.12,65.00
2025-08-21T22:55:00Z,38.52,65.00
2025-08-21T22:56:00Z,36.64,65.00
2025-08-21T22:57:00Z,37.61,64.00
2025-08-21T22:58:00Z,37.79,65.66
2025-08-21T22:59:00Z,34.83,66.36
2025-08-21T23:00:00Z,32.28,69.26
2025-08-21T23:01:00Z,35.50,66.00
2025-08-21T23:02:00Z,33.19,66.97
2025-08-21T23:03:00Z,36.71,65.00
2025-08-21T23:04:00Z,38.02,65.00
2025-08-21T23:05:00Z,38.88,63.72
2025-08-21T23:06:00Z,31.06,66.00
2025-08-21T23:07:00Z,35.41,66.00
2025-08-21T23:08:00Z,33.65,66.40
2025-08-21T23:09:00Z,40.81,69.00
2025-08-21T23:10:00Z,36.00,64.00
2025-08-21T23:11:00Z,36.70,64.36
2025-08-21T23:12:00Z,36.87,68.00
2025-08-21T23:13:00Z,40.66,61.19
2025-08-21T23:14:00Z,34.00,65.64
2025-08-21T23:15:00Z,38.28,65.64
2025-08-21T23:16:00Z,39.00,65.64
2025-08-21T23:17:00Z,38.00,65.64
2025-08-21T23:18:00Z,38.89,61.12
2025-08-21T23:19:00Z,41.34,61.12
2025-08-21T23:20:00Z,41.34,62.00
2025-08-21T23:21:00Z,40.00,60.74
2025-08-21T23:22:00Z,44.59,54.34
2025-08-21T23:23:00Z,48.41,57.00
2025-08-21T23:24:00Z,42.98,57.00
2025-08-21T23:25:00Z,40.86,61.00
2025-08-21T23:26:00Z,43.89,60.00
2025-08-21T23:27:00Z,45.90,60.94
2025-08-21T23:28:00Z,46.57,55.08
2025-08-21T23:29:00Z,46.65,53.00
2025-08-21T23:30:00Z,43.92,57.97
2025-08-21T23:31:00Z,35.84,57.97
2025-08-21T23:32:00Z,43.91,58.00
2025-08-21T23:33:00Z,41.40,58.00
2025-08-21T23:34:00Z,43.25,58.00
2025-08-21T23:35:00Z,43.25,58.00
2025-08-21T23:36:00Z,42.00,60.00
2025-08-21T23:37:00Z,36.77,62.46
2025-08-21T23:38:00Z,32.00,71.47
2025-08-21T23:39:00Z,22.00,76.63
2025-08-21T23:40:00Z,20.94,79.51
2025-08-21T23:41:00Z,14.00,85.00
2025-08-21T23:42:00Z,16.55,79.65
2025-08-21T23:43:00Z,19.00,79.65
2025-08-21T23:44:00Z,25.64,78.35
2025-08-21T23:45:00Z,36.46,64.00
2025-08-21T23:46:00Z,31.65,70.50
2025-08-21T23:47:00Z,29.37,67.00
2025-08-21T23:48:00Z,28.36,66.00
2025-08-21T23:49:00Z,41.49,69.88
2025-08-21T23:50:00Z,45.00,55.00
2025-08-21T23:51:00Z,60.46,40.63
2025-08-21T23:52:00Z,61.00,32.00
2025-08-21T23:53:00Z,63.41,37.00
2025-08-21T23:57:00Z,68.00,35.86
2025-08-21T23:58:00Z,68.00,33.00
2025-08-21T23:59:00Z,64.19,33.00
2025-08-22T00:00:00Z,67.74,32.73
2025-08-22T00:01:00Z,72.28,28.83
2025-08-22T00:02:00Z,81.29,21.82
2025-08-22T00:03:00Z,85.08,21.82
2025-08-22T00:04:00Z,81.87,18.04
2025-08-22T00:05:00Z,80.99,16.29
2025-08-22T00:06:00Z,86.68,13.00
2025-08-22T00:07:00Z,91.85,6.78
2025-08-22T00:08:00Z,96.56,2.41
2025-08-22T00:09:00Z,96.05,4.00
2025-08-22T00:10:00Z,89.46,3.38
2025-08-22T00:11:00Z,89.46,3.02
2025-08-22T00:12:00Z,97.45,3.57
2025-08-22T00:13:00Z,96.66,3.23
2025-08-22T00:14:00Z,96.35,4.29
2025-08-22T00:15:00Z,92.70,2.00
2025-08-22T00:16:00Z,99.00,1.74
2025-08-22T00:17:00Z,98.00,1.74
2025-08-22T00:18:00Z,97.71,5.17
2025-08-22T00:19:00Z,98.98,1.92
2025-08-22T00:20:00Z,98.96,1.00
2025-08-22T00:21:00Z,99.00,1.00
