# event_ticker=KXATPCHALLENGERMATCH-26MAR31AVESCH
# final_score=6-7(10) 6-3 6-2
# score_resolution=6-7 6-3 6-2
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Alafia Ayeni
# kalshi_date=2026-03-31
timestamp,Tristan Schoolkate,Alafia Ayeni
2026-03-31T18:42:00Z,72.00,29.00
2026-03-31T18:43:00Z,74.00,26.15
2026-03-31T18:44:00Z,76.00,26.15
2026-03-31T18:46:00Z,75.00,28.35
2026-03-31T18:47:00Z,72.00,29.94
2026-03-31T18:48:00Z,71.00,30.00
2026-03-31T18:49:00Z,67.00,32.38
2026-03-31T18:50:00Z,63.28,40.46
2026-03-31T18:51:00Z,64.60,37.75
2026-03-31T18:52:00Z,72.00,37.75
2026-03-31T18:53:00Z,74.72,24.87
2026-03-31T18:54:00Z,75.05,22.00
2026-03-31T18:55:00Z,78.28,20.90
2026-03-31T18:56:00Z,84.40,13.89
2026-03-31T18:57:00Z,88.00,12.00
2026-03-31T18:58:00Z,87.89,13.76
2026-03-31T18:59:00Z,81.00,17.00
2026-03-31T19:00:00Z,79.39,23.38
2026-03-31T19:01:00Z,69.07,29.34
2026-03-31T19:02:00Z,71.20,25.93
2026-03-31T19:03:00Z,74.72,25.60
2026-03-31T19:04:00Z,83.01,18.55
2026-03-31T19:05:00Z,86.41,12.15
2026-03-31T19:06:00Z,89.06,9.90
2026-03-31T19:07:00Z,85.01,16.63
2026-03-31T19:08:00Z,82.19,21.49
2026-03-31T19:09:00Z,74.15,28.39
2026-03-31T19:10:00Z,71.70,33.54
2026-03-31T19:11:00Z,76.49,22.00
2026-03-31T19:12:00Z,69.71,31.26
2026-03-31T19:13:00Z,69.08,30.48
2026-03-31T19:14:00Z,74.77,23.83
2026-03-31T19:15:00Z,69.38,31.89
2026-03-31T19:16:00Z,54.43,45.93
2026-03-31T19:17:00Z,51.96,47.70
2026-03-31T19:18:00Z,53.84,47.18
2026-03-31T19:19:00Z,55.08,46.93
2026-03-31T19:20:00Z,55.50,47.28
2026-03-31T19:21:00Z,54.04,48.07
2026-03-31T19:22:00Z,51.39,50.17
2026-03-31T19:23:00Z,55.42,46.65
2026-03-31T19:24:00Z,57.76,43.81
2026-03-31T19:25:00Z,52.07,49.82
2026-03-31T19:26:00Z,50.38,50.91
2026-03-31T19:27:00Z,47.92,50.16
2026-03-31T19:28:00Z,50.97,52.36
2026-03-31T19:29:00Z,52.05,47.52
2026-03-31T19:30:00Z,53.99,47.39
2026-03-31T19:31:00Z,50.72,50.67
2026-03-31T19:32:00Z,43.00,55.87
2026-03-31T19:33:00Z,46.30,56.31
2026-03-31T19:34:00Z,50.37,53.95
2026-03-31T19:35:00Z,53.21,49.00
2026-03-31T19:36:00Z,52.51,47.70
2026-03-31T19:37:00Z,52.84,46.35
2026-03-31T19:38:00Z,57.11,44.88
2026-03-31T19:39:00Z,68.55,32.42
2026-03-31T19:40:00Z,68.73,31.06
2026-03-31T19:41:00Z,68.13,32.37
2026-03-31T19:42:00Z,70.99,27.82
2026-03-31T19:43:00Z,70.26,32.54
2026-03-31T19:44:00Z,69.97,29.70
2026-03-31T19:45:00Z,70.58,29.65
2026-03-31T19:46:00Z,70.70,27.57
2026-03-31T19:47:00Z,72.02,25.23
2026-03-31T19:48:00Z,68.99,31.68
2026-03-31T19:49:00Z,72.22,28.42
2026-03-31T19:50:00Z,71.94,28.21
2026-03-31T19:51:00Z,71.11,29.00
2026-03-31T19:52:00Z,70.35,30.64
2026-03-31T19:53:00Z,68.99,31.00
2026-03-31T19:54:00Z,69.00,31.00
2026-03-31T19:55:00Z,68.75,30.79
2026-03-31T19:56:00Z,68.97,31.00
2026-03-31T19:57:00Z,69.25,31.00
2026-03-31T19:58:00Z,73.89,28.57
2026-03-31T19:59:00Z,79.56,22.10
2026-03-31T20:00:00Z,79.75,21.32
2026-03-31T20:01:00Z,75.16,25.44
2026-03-31T20:02:00Z,78.88,21.78
2026-03-31T20:03:00Z,81.62,23.17
2026-03-31T20:04:00Z,86.42,13.35
2026-03-31T20:05:00Z,89.00,10.92
2026-03-31T20:06:00Z,89.75,9.92
2026-03-31T20:07:00Z,90.04,9.75
2026-03-31T20:08:00Z,92.94,8.01
2026-03-31T20:09:00Z,91.67,8.64
2026-03-31T20:10:00Z,88.59,10.74
2026-03-31T20:11:00Z,88.63,11.86
2026-03-31T20:12:00Z,88.35,15.80
2026-03-31T20:13:00Z,88.53,13.49
2026-03-31T20:14:00Z,91.35,9.61
2026-03-31T20:15:00Z,93.04,7.48
2026-03-31T20:16:00Z,95.91,4.72
2026-03-31T20:17:00Z,97.55,2.02
2026-03-31T20:18:00Z,98.31,1.66
2026-03-31T20:19:00Z,98.80,2.00
2026-03-31T20:20:00Z,98.94,1.05
2026-03-31T20:21:00Z,99.00,1.00
2026-03-31T20:22:00Z,98.89,1.83
2026-03-31T20:23:00Z,98.97,1.00
2026-03-31T20:24:00Z,98.30,1.30
2026-03-31T20:25:00Z,98.01,1.99
2026-03-31T20:26:00Z,97.73,2.64
2026-03-31T20:27:00Z,98.27,2.64
2026-03-31T20:28:00Z,98.81,1.58
2026-03-31T20:29:00Z,98.01,2.33
2026-03-31T20:30:00Z,99.00,2.33
2026-03-31T20:31:00Z,99.00,2.25
2026-03-31T20:32:00Z,99.00,2.25
2026-03-31T20:34:00Z,99.00,2.25
2026-03-31T20:35:00Z,99.00,2.25
2026-03-31T20:36:00Z,99.00,2.25
2026-03-31T20:37:00Z,99.00,2.25
