# event_ticker=KXATPCHALLENGERMATCH-26MAY29MMOTOM
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Michael Mmoh
# fav_player=Bernard Tomic
# dog_player=Michael Mmoh
# kalshi_date=2026-05-29
timestamp,Michael Mmoh,Bernard Tomic
2026-05-29T23:42:00Z,82.35,18.09
2026-05-29T23:43:00Z,82.12,18.75
2026-05-29T23:44:00Z,83.24,17.27
2026-05-29T23:45:00Z,84.00,16.52
2026-05-29T23:46:00Z,83.06,18.09
2026-05-29T23:47:00Z,81.22,19.45
2026-05-29T23:48:00Z,81.16,19.98
2026-05-29T23:49:00Z,81.16,20.24
2026-05-29T23:50:00Z,82.05,19.46
2026-05-29T23:51:00Z,83.00,17.64
2026-05-29T23:52:00Z,82.33,17.21
2026-05-29T23:53:00Z,83.49,17.59
2026-05-29T23:54:00Z,84.84,18.13
2026-05-29T23:55:00Z,87.60,14.17
2026-05-29T23:56:00Z,87.28,13.02
2026-05-29T23:57:00Z,94.59,6.36
2026-05-29T23:58:00Z,94.99,5.40
2026-05-29T23:59:00Z,94.78,5.59
2026-05-30T00:00:00Z,95.39,5.04
2026-05-30T00:01:00Z,96.85,3.53
2026-05-30T00:02:00Z,96.35,4.71
2026-05-30T00:03:00Z,97.09,2.72
2026-05-30T00:04:00Z,97.88,2.77
2026-05-30T00:05:00Z,98.71,2.05
2026-05-30T00:06:00Z,98.99,1.97
2026-05-30T00:07:00Z,99.00,1.00
2026-05-30T00:08:00Z,99.00,1.00
