# event_ticker=KXATPCHALLENGERMATCH-26APR15SAKTOR
# final_score=6-7(4) 6-2 6-0
# score_resolution=6-7 6-2 6-0
# match_winner=Juan Bautista Torres
# fav_player=Juan Bautista Torres
# dog_player=Pedro Sakamoto
# kalshi_date=2026-04-15
timestamp,Juan Bautista Torres,Pedro Sakamoto
2026-04-15T22:14:00Z,63.45,36.66
2026-04-15T22:15:00Z,61.78,35.73
2026-04-15T22:16:00Z,66.43,33.45
2026-04-15T22:17:00Z,67.85,30.46
2026-04-15T22:18:00Z,68.22,32.24
2026-04-15T22:19:00Z,70.14,30.38
2026-04-15T22:20:00Z,69.71,30.50
2026-04-15T22:21:00Z,74.23,24.82
2026-04-15T22:22:00Z,75.43,24.26
2026-04-15T22:23:00Z,76.51,23.55
2026-04-15T22:24:00Z,77.16,23.01
2026-04-15T22:25:00Z,77.51,24.59
2026-04-15T22:26:00Z,74.19,24.63
2026-04-15T22:27:00Z,73.44,26.32
2026-04-15T22:28:00Z,75.76,23.35
2026-04-15T22:29:00Z,78.90,21.76
2026-04-15T22:30:00Z,83.37,16.60
2026-04-15T22:31:00Z,83.23,15.11
2026-04-15T22:32:00Z,84.45,23.26
2026-04-15T22:33:00Z,78.06,22.43
2026-04-15T22:34:00Z,79.28,19.83
2026-04-15T22:35:00Z,86.51,12.62
2026-04-15T22:36:00Z,87.99,11.02
2026-04-15T22:37:00Z,91.30,8.91
2026-04-15T22:38:00Z,89.72,10.60
2026-04-15T22:39:00Z,90.62,10.59
2026-04-15T22:40:00Z,91.59,8.71
2026-04-15T22:41:00Z,93.22,9.83
2026-04-15T22:42:00Z,91.86,9.56
2026-04-15T22:43:00Z,89.52,10.14
2026-04-15T22:44:00Z,93.11,7.74
2026-04-15T22:45:00Z,90.40,9.80
2026-04-15T22:46:00Z,95.45,5.10
2026-04-15T22:47:00Z,96.47,3.39
2026-04-15T22:48:00Z,96.75,2.90
2026-04-15T22:49:00Z,98.41,1.50
2026-04-15T22:50:00Z,98.58,1.94
2026-04-15T22:51:00Z,98.90,1.12
2026-04-15T22:52:00Z,99.00,1.00
2026-04-15T22:53:00Z,99.00,1.00
2026-04-15T22:54:00Z,99.00,1.00
2026-04-15T22:55:00Z,99.00,1.00
2026-04-15T22:56:00Z,99.00,1.00
2026-04-15T22:57:00Z,99.00,1.00
2026-04-15T22:58:00Z,99.00,1.00
2026-04-15T22:59:00Z,99.00,1.00
2026-04-15T23:00:00Z,99.00,1.00
2026-04-15T23:01:00Z,99.00,1.00
2026-04-15T23:02:00Z,99.00,1.00
2026-04-15T23:03:00Z,99.00,1.00
