# event_ticker=KXATPCHALLENGERMATCH-26MAR03BARKUZ
# final_score=6-3 6-2
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Javier Barranco Cosano
# kalshi_date=2026-03-03
timestamp,Dimitar Kuzmanov,Javier Barranco Cosano
2026-03-04T08:40:00Z,83.00,18.00
2026-03-04T08:41:00Z,83.00,18.00
2026-03-04T08:42:00Z,85.00,18.00
2026-03-04T08:43:00Z,85.00,18.00
2026-03-04T08:44:00Z,85.00,16.09
2026-03-04T08:45:00Z,85.00,18.00
2026-03-04T08:46:00Z,83.53,18.00
2026-03-04T08:47:00Z,84.01,18.00
2026-03-04T08:48:00Z,85.00,18.00
2026-03-04T08:49:00Z,85.00,16.00
2026-03-04T08:52:00Z,85.00,16.00
2026-03-04T08:53:00Z,84.00,18.00
2026-03-04T08:54:00Z,83.00,18.00
2026-03-04T08:55:00Z,85.00,18.00
2026-03-04T08:56:00Z,85.00,16.00
2026-03-04T08:57:00Z,85.00,16.00
2026-03-04T08:58:00Z,83.00,16.00
2026-03-04T09:00:00Z,83.00,16.00
2026-03-04T09:01:00Z,85.00,18.00
2026-03-04T09:03:00Z,85.00,18.00
2026-03-04T09:04:00Z,85.00,18.00
2026-03-04T09:05:00Z,85.00,18.00
2026-03-04T09:06:00Z,85.00,16.00
2026-03-04T09:08:00Z,85.00,16.87
2026-03-04T09:09:00Z,85.00,16.79
2026-03-04T09:13:00Z,85.00,16.09
2026-03-04T09:14:00Z,85.00,16.00
2026-03-04T09:15:00Z,85.00,16.00
2026-03-04T09:17:00Z,84.00,16.25
2026-03-04T09:18:00Z,85.00,18.00
2026-03-04T09:19:00Z,85.00,18.00
2026-03-04T09:20:00Z,83.00,18.00
2026-03-04T09:21:00Z,83.00,18.00
2026-03-04T09:22:00Z,84.83,18.00
2026-03-04T09:23:00Z,84.00,16.00
2026-03-04T09:24:00Z,84.94,16.00
2026-03-04T09:25:00Z,84.94,17.00
2026-03-04T09:26:00Z,84.00,16.55
2026-03-04T09:27:00Z,84.00,17.09
2026-03-04T09:28:00Z,84.00,16.00
2026-03-04T09:29:00Z,85.00,16.00
2026-03-04T09:30:00Z,84.00,16.00
2026-03-04T09:31:00Z,84.00,17.84
2026-03-04T09:32:00Z,84.25,16.95
2026-03-04T09:33:00Z,85.00,16.95
2026-03-04T09:34:00Z,85.00,18.00
2026-03-04T09:35:00Z,85.00,16.00
2026-03-04T09:36:00Z,85.00,18.00
2026-03-04T09:37:00Z,83.06,18.00
2026-03-04T09:39:00Z,83.06,18.00
2026-03-04T09:40:00Z,85.00,18.00
2026-03-04T09:42:00Z,85.00,18.00
2026-03-04T09:43:00Z,85.00,18.00
2026-03-04T09:44:00Z,85.00,18.00
2026-03-04T09:45:00Z,85.00,18.00
2026-03-04T09:46:00Z,85.00,18.00
2026-03-04T09:47:00Z,85.00,18.00
2026-03-04T09:48:00Z,85.00,18.00
2026-03-04T09:49:00Z,85.00,16.00
2026-03-04T09:50:00Z,85.00,16.00
2026-03-04T09:51:00Z,83.80,18.00
2026-03-04T09:52:00Z,85.00,18.00
2026-03-04T09:53:00Z,85.00,18.00
2026-03-04T09:55:00Z,83.00,18.00
2026-03-04T09:56:00Z,83.00,18.00
2026-03-04T09:58:00Z,83.00,18.00
2026-03-04T09:59:00Z,84.88,18.00
2026-03-04T10:01:00Z,83.00,17.00
2026-03-04T10:03:00Z,83.00,18.00
2026-03-04T10:04:00Z,84.00,18.00
2026-03-04T10:05:00Z,83.83,17.00
2026-03-04T10:06:00Z,83.00,17.00
2026-03-04T10:11:00Z,83.00,16.71
2026-03-04T10:12:00Z,83.00,16.00
2026-03-04T10:13:00Z,85.00,16.00
2026-03-04T10:15:00Z,84.65,18.00
2026-03-04T10:16:00Z,83.00,17.00
2026-03-04T10:17:00Z,85.00,17.49
2026-03-04T10:18:00Z,83.03,18.03
2026-03-04T10:19:00Z,85.00,16.00
2026-03-04T10:20:00Z,85.00,18.00
2026-03-04T10:21:00Z,83.16,16.04
2026-03-04T10:22:00Z,84.22,18.00
2026-03-04T10:23:00Z,85.00,16.00
2026-03-04T10:24:00Z,84.71,16.00
2026-03-04T10:25:00Z,84.71,17.65
2026-03-04T10:26:00Z,85.00,16.00
2026-03-04T10:27:00Z,85.00,16.00
2026-03-04T10:28:00Z,85.00,18.00
2026-03-04T10:29:00Z,85.00,18.00
2026-03-04T10:30:00Z,85.00,17.86
2026-03-04T10:31:00Z,85.00,17.86
2026-03-04T10:34:00Z,85.00,18.00
2026-03-04T10:35:00Z,85.00,16.00
2026-03-04T10:36:00Z,83.21,18.00
2026-03-04T10:37:00Z,83.36,16.38
2026-03-04T10:38:00Z,83.14,16.38
2026-03-04T10:39:00Z,84.65,16.00
2026-03-04T10:40:00Z,84.65,16.74
2026-03-04T10:41:00Z,85.00,18.00
2026-03-04T10:42:00Z,83.28,16.00
2026-03-04T10:43:00Z,83.28,18.00
2026-03-04T10:45:00Z,83.28,18.00
2026-03-04T10:46:00Z,83.00,18.00
2026-03-04T10:48:00Z,83.00,18.00
2026-03-04T10:49:00Z,84.61,16.97
2026-03-04T10:50:00Z,84.25,16.00
2026-03-04T10:51:00Z,84.26,16.00
2026-03-04T10:52:00Z,84.03,17.02
2026-03-04T10:53:00Z,84.91,16.10
2026-03-04T10:54:00Z,84.00,16.10
2026-03-04T10:55:00Z,84.43,16.09
2026-03-04T10:56:00Z,84.90,16.07
2026-03-04T10:57:00Z,84.89,16.00
2026-03-04T10:59:00Z,84.00,16.00
2026-03-04T11:00:00Z,84.00,16.00
2026-03-04T11:01:00Z,84.00,16.00
2026-03-04T11:03:00Z,84.85,16.03
2026-03-04T11:04:00Z,84.00,16.03
2026-03-04T11:05:00Z,84.51,16.00
2026-03-04T11:06:00Z,84.00,17.00
2026-03-04T11:07:00Z,84.04,16.00
2026-03-04T11:08:00Z,84.04,16.06
2026-03-04T11:09:00Z,84.00,16.06
2026-03-04T11:10:00Z,84.00,16.33
2026-03-04T11:11:00Z,84.00,16.00
2026-03-04T11:12:00Z,84.00,16.00
2026-03-04T11:14:00Z,85.00,16.00
2026-03-04T11:15:00Z,84.00,16.00
2026-03-04T11:17:00Z,84.01,17.00
2026-03-04T11:18:00Z,84.01,16.37
2026-03-04T11:19:00Z,86.95,15.00
2026-03-04T11:20:00Z,88.00,15.00
2026-03-04T11:21:00Z,86.64,13.83
2026-03-04T11:22:00Z,86.50,14.29
2026-03-04T11:23:00Z,86.00,12.07
2026-03-04T11:24:00Z,88.14,15.04
2026-03-04T11:25:00Z,88.14,15.00
2026-03-04T11:26:00Z,90.74,11.01
2026-03-04T11:27:00Z,91.54,7.10
2026-03-04T11:28:00Z,89.43,10.32
2026-03-04T11:29:00Z,88.00,13.53
2026-03-04T11:30:00Z,85.00,15.86
2026-03-04T11:31:00Z,85.98,14.03
2026-03-04T11:32:00Z,87.83,13.83
2026-03-04T11:33:00Z,88.00,13.00
2026-03-04T11:34:00Z,89.00,13.19
2026-03-04T11:35:00Z,89.21,11.38
2026-03-04T11:36:00Z,87.75,14.40
2026-03-04T11:37:00Z,86.00,14.19
2026-03-04T11:38:00Z,84.00,15.98
2026-03-04T11:39:00Z,87.87,12.49
2026-03-04T11:40:00Z,93.08,10.97
2026-03-04T11:41:00Z,94.00,6.24
2026-03-04T11:42:00Z,94.00,7.19
2026-03-04T11:43:00Z,94.28,7.00
2026-03-04T11:44:00Z,95.59,4.51
2026-03-04T11:45:00Z,97.42,3.30
2026-03-04T11:46:00Z,97.22,2.76
2026-03-04T11:47:00Z,98.97,1.84
2026-03-04T11:48:00Z,98.22,1.09
2026-03-04T11:49:00Z,99.00,1.00
2026-03-04T11:50:00Z,99.00,1.00
2026-03-04T11:51:00Z,98.00,1.00
2026-03-04T11:52:00Z,99.00,1.00
2026-03-04T11:53:00Z,99.00,1.00
2026-03-04T11:54:00Z,99.00,1.00
2026-03-04T11:56:00Z,99.00,1.00
2026-03-04T11:57:00Z,99.00,1.00
2026-03-04T11:59:00Z,99.00,1.00
2026-03-04T12:00:00Z,99.00,1.00
