# event_ticker=KXATPCHALLENGERMATCH-26APR07BOUUCH
# final_score=6-3 6-4
# match_winner=Justin Boulais
# fav_player=Justin Boulais
# dog_player=Kaichi Uchida
# kalshi_date=2026-04-07
timestamp,Justin Boulais,Kaichi Uchida
2026-04-08T03:39:00Z,70.32,32.63
2026-04-08T03:40:00Z,68.76,30.45
2026-04-08T03:41:00Z,69.97,34.50
2026-04-08T03:42:00Z,67.27,34.07
2026-04-08T03:43:00Z,62.74,40.89
2026-04-08T03:44:00Z,60.65,40.01
2026-04-08T03:45:00Z,64.12,37.94
2026-04-08T03:46:00Z,66.31,35.44
2026-04-08T03:47:00Z,56.28,45.33
2026-04-08T03:48:00Z,59.81,34.42
2026-04-08T03:49:00Z,62.85,43.66
2026-04-08T03:50:00Z,64.33,34.54
2026-04-08T03:51:00Z,67.83,31.86
2026-04-08T03:52:00Z,66.50,32.60
2026-04-08T03:53:00Z,62.31,37.42
2026-04-08T03:54:00Z,62.27,39.25
2026-04-08T03:55:00Z,64.29,37.15
2026-04-08T03:56:00Z,64.97,36.61
2026-04-08T03:57:00Z,62.24,38.98
2026-04-08T03:58:00Z,62.39,39.34
2026-04-08T03:59:00Z,62.00,39.69
2026-04-08T04:00:00Z,62.10,39.75
2026-04-08T04:01:00Z,64.15,36.90
2026-04-08T04:02:00Z,61.08,40.16
2026-04-08T04:03:00Z,61.17,41.71
2026-04-08T04:04:00Z,61.00,41.48
2026-04-08T04:05:00Z,60.87,41.55
2026-04-08T04:06:00Z,61.63,39.17
2026-04-08T04:07:00Z,63.93,36.36
2026-04-08T04:08:00Z,66.36,35.37
2026-04-08T04:09:00Z,77.04,24.56
2026-04-08T04:10:00Z,82.97,20.61
2026-04-08T04:11:00Z,85.40,14.24
2026-04-08T04:12:00Z,83.55,18.02
2026-04-08T04:13:00Z,73.71,27.72
2026-04-08T04:14:00Z,76.38,23.63
2026-04-08T04:15:00Z,83.18,18.10
2026-04-08T04:16:00Z,68.68,30.39
2026-04-08T04:17:00Z,62.22,36.70
2026-04-08T04:18:00Z,55.92,44.55
2026-04-08T04:19:00Z,64.57,35.62
2026-04-08T04:20:00Z,59.03,38.94
2026-04-08T04:21:00Z,74.16,21.71
2026-04-08T04:22:00Z,88.06,11.52
2026-04-08T04:23:00Z,89.76,12.59
2026-04-08T04:24:00Z,93.71,7.09
2026-04-08T04:25:00Z,95.79,6.76
2026-04-08T04:26:00Z,93.35,8.33
2026-04-08T04:27:00Z,91.99,8.57
2026-04-08T04:28:00Z,97.49,3.57
2026-04-08T04:29:00Z,99.00,1.01
2026-04-08T04:30:00Z,99.00,1.00
2026-04-08T04:31:00Z,99.00,1.00
2026-04-08T04:32:00Z,99.00,1.00
2026-04-08T04:33:00Z,99.00,1.00
