# event_ticker=KXATPMATCH-25JUL19DEJPOL
# final_score=6-3 6-3
# match_winner=Jesper de Jong
# fav_player=Jesper De Jong
# dog_player=Mili Poljicak
# kalshi_date=2025-07-19
timestamp,Jesper De Jong,Mili Poljicak
2025-07-22T18:04:00Z,84.92,18.68
2025-07-22T18:05:00Z,87.79,13.00
2025-07-22T18:06:00Z,89.36,12.00
2025-07-22T18:07:00Z,88.02,12.32
2025-07-22T18:08:00Z,90.26,11.00
2025-07-22T18:09:00Z,90.00,11.00
2025-07-22T18:10:00Z,90.00,10.91
2025-07-22T18:11:00Z,91.47,9.07
2025-07-22T18:12:00Z,91.00,9.07
2025-07-22T18:13:00Z,92.00,9.00
2025-07-22T18:16:00Z,91.00,9.00
2025-07-22T18:17:00Z,91.00,9.00
2025-07-22T18:18:00Z,89.93,9.00
2025-07-22T18:19:00Z,89.00,11.19
2025-07-22T18:20:00Z,89.00,12.77
2025-07-22T18:22:00Z,89.00,11.25
2025-07-22T18:23:00Z,88.24,11.25
2025-07-22T18:24:00Z,87.00,12.87
2025-07-22T18:25:00Z,87.00,13.15
2025-07-22T18:27:00Z,87.00,15.00
2025-07-22T18:28:00Z,87.00,13.00
2025-07-22T18:29:00Z,87.00,14.00
2025-07-22T18:30:00Z,87.00,18.61
2025-07-22T18:31:00Z,90.61,12.13
2025-07-22T18:32:00Z,90.61,11.94
2025-07-22T18:33:00Z,92.00,11.94
2025-07-22T18:34:00Z,92.00,11.00
2025-07-22T18:35:00Z,88.32,11.11
2025-07-22T18:36:00Z,89.75,12.81
2025-07-22T18:37:00Z,93.37,7.65
2025-07-22T18:38:00Z,97.00,8.17
2025-07-22T18:39:00Z,96.00,5.00
2025-07-22T18:40:00Z,97.07,3.81
2025-07-22T18:41:00Z,98.28,3.00
2025-07-22T18:42:00Z,95.42,5.37
2025-07-22T18:43:00Z,96.54,4.67
2025-07-22T18:44:00Z,98.96,2.29
2025-07-22T18:45:00Z,97.95,2.85
2025-07-22T18:46:00Z,96.91,4.93
2025-07-22T18:47:00Z,97.77,4.49
2025-07-22T18:48:00Z,96.06,6.60
2025-07-22T18:49:00Z,95.03,5.55
2025-07-22T18:50:00Z,97.63,6.82
2025-07-22T18:51:00Z,98.57,1.00
2025-07-22T18:52:00Z,97.98,3.00
2025-07-22T18:53:00Z,97.98,1.99
2025-07-22T18:54:00Z,97.98,1.86
2025-07-22T18:55:00Z,99.00,1.38
2025-07-22T18:56:00Z,99.00,2.10
2025-07-22T18:57:00Z,99.00,1.00
2025-07-22T18:58:00Z,99.00,1.00
