# event_ticker=KXATPCHALLENGERMATCH-26MAR24CATSCH
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Tristan Schoolkate
# fav_player=Robin Catry
# dog_player=Tristan Schoolkate
# kalshi_date=2026-03-24
timestamp,Robin Catry,Tristan Schoolkate
2026-03-24T22:10:00Z,16.02,84.99
2026-03-24T22:11:00Z,17.98,83.50
2026-03-24T22:12:00Z,19.49,80.17
2026-03-24T22:13:00Z,21.88,80.85
2026-03-24T22:14:00Z,25.06,82.00
2026-03-24T22:15:00Z,28.93,74.79
2026-03-24T22:16:00Z,15.69,86.60
2026-03-24T22:17:00Z,13.94,87.28
2026-03-24T22:18:00Z,8.91,91.11
2026-03-24T22:19:00Z,7.11,92.72
2026-03-24T22:20:00Z,10.73,90.24
2026-03-24T22:21:00Z,12.63,90.43
2026-03-24T22:22:00Z,12.74,87.71
2026-03-24T22:23:00Z,10.86,90.00
2026-03-24T22:24:00Z,7.33,92.34
2026-03-24T22:25:00Z,10.44,91.11
2026-03-24T22:26:00Z,10.29,90.13
2026-03-24T22:27:00Z,12.55,89.01
2026-03-24T22:28:00Z,12.27,87.64
2026-03-24T22:29:00Z,11.90,88.63
2026-03-24T22:30:00Z,9.07,91.33
2026-03-24T22:31:00Z,8.58,90.52
2026-03-24T22:32:00Z,9.02,91.88
2026-03-24T22:33:00Z,8.98,92.00
2026-03-24T22:34:00Z,8.97,93.00
2026-03-24T22:35:00Z,9.19,91.94
2026-03-24T22:36:00Z,9.00,92.00
2026-03-24T22:37:00Z,9.22,91.92
2026-03-24T22:38:00Z,9.21,91.00
2026-03-24T22:39:00Z,9.82,91.03
2026-03-24T22:40:00Z,11.00,89.00
2026-03-24T22:41:00Z,11.99,88.19
2026-03-24T22:42:00Z,11.64,89.67
2026-03-24T22:43:00Z,9.91,89.67
2026-03-24T22:44:00Z,9.02,92.00
2026-03-24T22:45:00Z,9.97,90.32
2026-03-24T22:46:00Z,6.82,93.89
2026-03-24T22:47:00Z,5.08,94.12
2026-03-24T22:48:00Z,9.11,91.63
2026-03-24T22:49:00Z,9.93,91.23
2026-03-24T22:50:00Z,11.03,89.82
2026-03-24T22:51:00Z,11.77,87.17
2026-03-24T22:52:00Z,12.66,85.50
2026-03-24T22:53:00Z,12.11,86.98
2026-03-24T22:54:00Z,12.33,88.25
2026-03-24T22:55:00Z,10.29,90.90
2026-03-24T22:56:00Z,7.17,94.95
2026-03-24T22:57:00Z,7.34,93.02
2026-03-24T22:58:00Z,9.83,90.14
2026-03-24T22:59:00Z,9.36,90.63
2026-03-24T23:00:00Z,5.99,95.70
2026-03-24T23:01:00Z,2.69,97.89
2026-03-24T23:02:00Z,2.27,98.26
2026-03-24T23:03:00Z,2.19,98.60
2026-03-24T23:04:00Z,2.88,97.52
2026-03-24T23:05:00Z,1.01,99.00
2026-03-24T23:06:00Z,1.01,99.00
2026-03-24T23:07:00Z,1.01,99.00
2026-03-24T23:08:00Z,1.01,99.00
2026-03-24T23:09:00Z,1.01,99.00
2026-03-24T23:10:00Z,1.01,99.00
