# event_ticker=KXATPCHALLENGERMATCH-26MAR13RODONC
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Jurij Rodionov
# fav_player=Gauthier Onclin
# dog_player=Jurij Rodionov
# kalshi_date=2026-03-13
timestamp,Gauthier Onclin,Jurij Rodionov
2026-03-13T21:12:00Z,6.64,94.98
2026-03-13T21:13:00Z,7.30,94.00
2026-03-13T21:14:00Z,6.59,94.00
2026-03-13T21:15:00Z,8.92,93.00
2026-03-13T21:16:00Z,7.00,93.24
2026-03-13T21:17:00Z,6.67,93.90
2026-03-13T21:18:00Z,11.17,90.09
2026-03-13T21:19:00Z,13.16,89.30
2026-03-13T21:20:00Z,10.47,89.69
2026-03-13T21:21:00Z,7.50,92.89
2026-03-13T21:22:00Z,7.61,93.85
2026-03-13T21:23:00Z,7.00,94.00
2026-03-13T21:24:00Z,4.39,96.83
2026-03-13T21:25:00Z,2.32,98.60
2026-03-13T21:26:00Z,1.73,99.00
2026-03-13T21:27:00Z,1.07,99.00
2026-03-13T21:28:00Z,1.20,99.00
2026-03-13T21:29:00Z,1.20,99.00
2026-03-13T21:30:00Z,1.20,99.00
2026-03-13T21:31:00Z,1.20,99.00
2026-03-13T21:32:00Z,1.20,99.00
2026-03-13T21:33:00Z,1.20,99.00
