# event_ticker=KXATPMATCH-26FEB12SHAKOV
# final_score=6-4 6-4
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Aleksandar Kovacevic
# kalshi_date=2026-02-12
timestamp,Denis Shapovalov,Aleksandar Kovacevic
2026-02-12T20:39:00Z,85.00,16.66
2026-02-12T20:40:00Z,89.00,12.52
2026-02-12T20:41:00Z,89.00,11.91
2026-02-12T20:42:00Z,88.98,13.00
2026-02-12T20:43:00Z,86.05,14.02
2026-02-12T20:44:00Z,85.50,14.90
2026-02-12T20:45:00Z,86.01,14.29
2026-02-12T20:46:00Z,87.97,13.01
2026-02-12T20:47:00Z,87.91,13.67
2026-02-12T20:48:00Z,85.36,15.05
2026-02-12T20:49:00Z,84.96,16.00
2026-02-12T20:50:00Z,85.93,15.29
2026-02-12T20:51:00Z,87.00,13.73
2026-02-12T20:52:00Z,91.00,9.61
2026-02-12T20:53:00Z,91.46,7.67
2026-02-12T20:54:00Z,94.80,5.40
2026-02-12T20:55:00Z,97.00,3.00
2026-02-12T20:56:00Z,97.00,3.00
2026-02-12T20:57:00Z,97.02,2.96
2026-02-12T20:58:00Z,98.00,2.27
2026-02-12T20:59:00Z,98.62,2.43
2026-02-12T21:00:00Z,97.96,2.05
2026-02-12T21:01:00Z,98.17,2.37
2026-02-12T21:02:00Z,97.11,2.91
2026-02-12T21:03:00Z,97.21,3.71
2026-02-12T21:04:00Z,97.73,3.17
2026-02-12T21:05:00Z,98.00,2.43
2026-02-12T21:06:00Z,98.00,1.66
2026-02-12T21:07:00Z,98.02,2.37
2026-02-12T21:08:00Z,98.01,2.27
2026-02-12T21:09:00Z,99.00,1.91
2026-02-12T21:10:00Z,98.20,1.98
2026-02-12T21:11:00Z,99.00,1.14
2026-02-12T21:12:00Z,99.00,1.00
2026-02-12T21:15:00Z,99.00,1.00
2026-02-12T21:16:00Z,99.00,1.00
