# event_ticker=KXATPCHALLENGERMATCH-26MAR24KINSOR
# final_score=6-3 6-7(5) 6-3
# score_resolution=6-3 6-7 6-3
# match_winner=Cannon Kingsley
# fav_player=Cannon Kingsley
# dog_player=Adria Soriano Barrera
# kalshi_date=2026-03-24
timestamp,Cannon Kingsley,Adria Soriano Barrera
2026-03-25T01:45:00Z,58.48,43.82
2026-03-25T01:46:00Z,69.14,32.50
2026-03-25T01:47:00Z,91.27,12.22
2026-03-25T01:48:00Z,96.72,3.02
2026-03-25T01:49:00Z,97.19,4.01
2026-03-25T01:50:00Z,96.72,3.93
2026-03-25T01:51:00Z,91.71,9.16
2026-03-25T01:52:00Z,98.52,1.50
2026-03-25T01:53:00Z,99.00,1.50
2026-03-25T01:54:00Z,99.00,1.50
2026-03-25T01:55:00Z,99.00,1.00
2026-03-25T01:56:00Z,99.00,1.00
2026-03-25T01:57:00Z,99.00,1.00
2026-03-25T01:58:00Z,99.00,1.00
2026-03-25T01:59:00Z,99.00,1.00
2026-03-25T02:00:00Z,99.00,1.00
2026-03-25T02:03:00Z,99.00,1.00
