# event_ticker=KXATPMATCH-25JUL13KACFIC
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Juan Pablo Ficovich
# fav_player=Alibek Kachmazov
# dog_player=Juan Pablo Ficovich
# kalshi_date=2025-07-13
timestamp,Alibek Kachmazov,Juan Pablo Ficovich
2025-07-15T04:11:00Z,63.00,39.00
2025-07-15T04:12:00Z,64.00,38.09
2025-07-15T04:13:00Z,64.00,40.00
2025-07-15T04:14:00Z,63.00,38.00
2025-07-15T04:15:00Z,59.84,48.87
2025-07-15T04:16:00Z,58.00,45.92
2025-07-15T04:17:00Z,59.00,43.00
2025-07-15T04:18:00Z,59.00,41.00
2025-07-15T04:19:00Z,59.00,42.00
2025-07-15T04:20:00Z,62.36,41.00
2025-07-15T04:21:00Z,62.00,42.47
2025-07-15T04:22:00Z,56.99,43.97
2025-07-15T04:23:00Z,65.00,43.97
2025-07-15T04:24:00Z,52.44,52.96
2025-07-15T04:25:00Z,52.00,47.70
2025-07-15T04:26:00Z,55.00,40.00
2025-07-15T04:27:00Z,59.89,41.01
2025-07-15T04:28:00Z,55.86,45.02
2025-07-15T04:29:00Z,55.88,45.80
2025-07-15T04:30:00Z,56.00,46.00
2025-07-15T04:31:00Z,60.15,43.49
2025-07-15T04:32:00Z,65.95,43.49
2025-07-15T04:33:00Z,53.04,52.05
2025-07-15T04:34:00Z,63.02,48.68
2025-07-15T04:35:00Z,63.02,47.37
2025-07-15T04:36:00Z,57.07,50.57
2025-07-15T04:37:00Z,58.00,50.57
2025-07-15T04:38:00Z,59.59,48.17
2025-07-15T04:40:00Z,60.02,40.51
2025-07-15T04:41:00Z,58.04,44.06
2025-07-15T04:42:00Z,58.04,44.80
2025-07-15T04:43:00Z,58.16,50.64
2025-07-15T04:44:00Z,64.16,49.60
2025-07-15T04:45:00Z,55.00,47.85
2025-07-15T04:46:00Z,48.76,63.44
2025-07-15T04:47:00Z,48.76,76.03
2025-07-15T04:48:00Z,43.53,72.71
2025-07-15T04:49:00Z,47.78,74.41
2025-07-15T04:50:00Z,35.99,70.00
2025-07-15T04:51:00Z,41.84,67.52
2025-07-15T04:52:00Z,33.29,77.68
2025-07-15T04:53:00Z,38.35,77.71
2025-07-15T04:54:00Z,31.20,76.43
2025-07-15T04:55:00Z,25.01,79.50
2025-07-15T04:56:00Z,20.00,84.29
2025-07-15T04:57:00Z,19.11,83.31
2025-07-15T04:58:00Z,36.00,83.31
2025-07-15T04:59:00Z,23.80,81.00
2025-07-15T05:00:00Z,24.00,83.65
2025-07-15T05:01:00Z,24.00,89.00
2025-07-15T05:02:00Z,24.00,88.00
2025-07-15T05:03:00Z,23.97,86.49
2025-07-15T05:04:00Z,18.15,82.20
2025-07-15T05:05:00Z,24.91,80.85
2025-07-15T05:06:00Z,21.01,83.64
2025-07-15T05:07:00Z,19.75,86.43
2025-07-15T05:08:00Z,17.49,87.45
2025-07-15T05:09:00Z,15.00,89.81
2025-07-15T05:10:00Z,13.87,89.78
2025-07-15T05:11:00Z,7.70,89.78
2025-07-15T05:12:00Z,10.54,94.58
2025-07-15T05:13:00Z,2.00,98.00
2025-07-15T05:14:00Z,2.00,98.07
2025-07-15T05:15:00Z,2.67,98.00
2025-07-15T05:16:00Z,5.10,99.00
2025-07-15T05:17:00Z,4.22,99.00
2025-07-15T05:18:00Z,3.06,99.00
2025-07-15T05:19:00Z,1.00,99.00
2025-07-15T05:20:00Z,1.00,99.00
2025-07-15T05:21:00Z,1.00,99.00
2025-07-15T05:22:00Z,1.00,98.00
2025-07-15T05:23:00Z,3.55,97.07
2025-07-15T05:24:00Z,3.55,97.00
2025-07-15T05:26:00Z,1.00,99.00
