# event_ticker=KXATPMATCH-25JUL16NAVYUN
# final_score=3-6 7-5 7-6(6)
# score_resolution=3-6 7-5 7-6
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Yunchaokete Bu
# kalshi_date=2025-07-16
timestamp,Emilio Nava,Yunchaokete Bu
2025-07-17T03:30:00Z,60.00,42.13
2025-07-17T03:31:00Z,60.74,42.13
2025-07-17T03:32:00Z,60.74,48.00
2025-07-17T03:33:00Z,54.00,48.00
2025-07-17T03:34:00Z,58.79,42.46
2025-07-17T03:35:00Z,62.61,42.46
2025-07-17T03:36:00Z,72.30,46.00
2025-07-17T03:37:00Z,64.80,46.00
2025-07-17T03:38:00Z,70.03,35.42
2025-07-17T03:39:00Z,78.50,24.57
2025-07-17T03:40:00Z,62.35,48.16
2025-07-17T03:41:00Z,77.96,44.04
2025-07-17T03:42:00Z,61.30,44.49
2025-07-17T03:43:00Z,53.85,48.83
2025-07-17T03:44:00Z,54.89,47.18
2025-07-17T03:45:00Z,54.89,52.76
2025-07-17T03:46:00Z,50.45,48.27
2025-07-17T03:47:00Z,62.72,41.98
2025-07-17T03:48:00Z,72.03,38.99
2025-07-17T03:49:00Z,58.00,44.16
2025-07-17T03:50:00Z,59.62,39.35
2025-07-17T03:51:00Z,53.23,48.00
2025-07-17T03:52:00Z,53.08,47.45
2025-07-17T03:53:00Z,64.49,43.39
2025-07-17T03:54:00Z,51.67,38.30
2025-07-17T03:55:00Z,62.41,38.00
2025-07-17T03:56:00Z,62.41,39.01
2025-07-17T03:57:00Z,61.45,40.12
2025-07-17T03:58:00Z,60.26,38.22
2025-07-17T03:59:00Z,71.43,31.28
2025-07-17T04:00:00Z,57.51,44.43
2025-07-17T04:01:00Z,47.84,57.93
2025-07-17T04:02:00Z,30.90,76.02
2025-07-17T04:03:00Z,23.73,76.95
2025-07-17T04:04:00Z,13.12,90.47
2025-07-17T04:05:00Z,4.73,94.92
2025-07-17T04:06:00Z,9.80,95.02
2025-07-17T04:07:00Z,10.63,98.76
2025-07-17T04:08:00Z,12.60,83.61
2025-07-17T04:09:00Z,40.43,56.72
2025-07-17T04:10:00Z,64.47,21.59
2025-07-17T04:11:00Z,97.29,14.67
2025-07-17T04:12:00Z,99.00,1.00
2025-07-17T04:13:00Z,99.00,1.00
2025-07-17T04:14:00Z,99.00,1.00
2025-07-17T04:16:00Z,99.00,1.00
