# event_ticker=KXATPMATCH-25JUL27KECHAL
# final_score=4-6 6-4 7-5
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Quentin Halys
# kalshi_date=2025-07-27
timestamp,Miomir Kecmanovic,Quentin Halys
2025-07-28T00:17:00Z,59.00,44.00
2025-07-28T00:19:00Z,59.92,59.00
2025-07-28T00:20:00Z,61.39,47.06
2025-07-28T00:21:00Z,61.39,44.00
2025-07-28T00:22:00Z,53.00,58.68
2025-07-28T00:23:00Z,53.00,68.00
2025-07-28T00:24:00Z,33.38,68.00
2025-07-28T00:25:00Z,33.38,69.00
2025-07-28T00:26:00Z,31.00,69.00
2025-07-28T00:27:00Z,29.00,73.00
2025-07-28T00:28:00Z,24.60,75.00
2025-07-28T00:29:00Z,24.60,72.00
2025-07-28T00:30:00Z,27.92,72.00
2025-07-28T00:31:00Z,29.52,67.86
2025-07-28T00:32:00Z,29.52,73.00
2025-07-28T00:33:00Z,30.77,73.00
2025-07-28T00:34:00Z,30.77,72.00
2025-07-28T00:35:00Z,30.77,74.00
2025-07-28T00:36:00Z,30.77,74.00
2025-07-28T00:39:00Z,30.05,74.00
2025-07-28T00:40:00Z,32.83,69.97
2025-07-28T00:41:00Z,40.80,57.00
2025-07-28T00:42:00Z,50.00,49.00
2025-07-28T00:43:00Z,45.00,48.62
2025-07-28T00:44:00Z,53.83,47.00
2025-07-28T00:45:00Z,60.80,47.00
2025-07-28T00:47:00Z,60.80,43.00
2025-07-28T00:48:00Z,59.11,41.00
2025-07-28T00:49:00Z,57.00,43.00
2025-07-28T00:50:00Z,56.00,43.00
2025-07-28T00:52:00Z,57.88,43.00
2025-07-28T00:53:00Z,59.00,43.82
2025-07-28T00:54:00Z,58.20,44.44
2025-07-28T00:55:00Z,58.20,43.00
2025-07-28T00:56:00Z,58.00,43.00
2025-07-28T00:58:00Z,53.98,47.11
2025-07-28T00:59:00Z,58.34,45.38
2025-07-28T01:00:00Z,62.16,43.72
2025-07-28T01:01:00Z,61.74,48.04
2025-07-28T01:02:00Z,60.00,48.04
2025-07-28T01:03:00Z,62.46,49.50
2025-07-28T01:04:00Z,54.00,49.62
2025-07-28T01:05:00Z,53.14,50.06
2025-07-28T01:06:00Z,56.55,46.82
2025-07-28T01:07:00Z,56.38,46.00
2025-07-28T01:08:00Z,51.49,48.86
2025-07-28T01:09:00Z,50.60,51.28
2025-07-28T01:10:00Z,51.00,51.83
2025-07-28T01:11:00Z,50.51,52.95
2025-07-28T01:12:00Z,41.32,60.36
2025-07-28T01:13:00Z,49.58,64.28
2025-07-28T01:14:00Z,43.11,62.78
2025-07-28T01:15:00Z,44.46,63.54
2025-07-28T01:16:00Z,47.41,52.00
2025-07-28T01:17:00Z,35.41,62.34
2025-07-28T01:18:00Z,31.99,80.69
2025-07-28T01:19:00Z,18.16,85.75
2025-07-28T01:20:00Z,12.53,86.74
2025-07-28T01:21:00Z,9.21,91.94
2025-07-28T01:22:00Z,20.07,83.19
2025-07-28T01:23:00Z,31.57,63.85
2025-07-28T01:24:00Z,50.88,51.00
2025-07-28T01:25:00Z,45.78,52.65
2025-07-28T01:26:00Z,46.25,55.82
2025-07-28T01:27:00Z,47.04,59.15
2025-07-28T01:28:00Z,42.26,62.56
2025-07-28T01:29:00Z,49.54,46.80
2025-07-28T01:30:00Z,52.42,48.14
2025-07-28T01:31:00Z,52.80,51.60
2025-07-28T01:32:00Z,46.47,53.31
2025-07-28T01:33:00Z,48.24,56.80
2025-07-28T01:34:00Z,54.18,53.50
2025-07-28T01:35:00Z,51.39,51.38
2025-07-28T01:36:00Z,34.99,62.31
2025-07-28T01:37:00Z,29.79,72.72
2025-07-28T01:38:00Z,25.29,62.12
2025-07-28T01:39:00Z,31.82,62.85
2025-07-28T01:40:00Z,35.26,64.36
2025-07-28T01:41:00Z,25.42,65.27
2025-07-28T01:42:00Z,24.91,65.58
2025-07-28T01:43:00Z,44.56,60.62
2025-07-28T01:44:00Z,44.31,60.00
2025-07-28T01:45:00Z,47.88,49.07
2025-07-28T01:46:00Z,46.97,52.29
2025-07-28T01:47:00Z,38.70,60.54
2025-07-28T01:48:00Z,40.11,61.09
2025-07-28T01:49:00Z,35.91,69.88
2025-07-28T01:50:00Z,24.63,78.49
2025-07-28T01:51:00Z,30.11,75.56
2025-07-28T01:52:00Z,30.09,69.47
2025-07-28T01:53:00Z,33.84,62.86
2025-07-28T01:54:00Z,42.86,57.36
2025-07-28T01:55:00Z,40.49,59.27
2025-07-28T01:56:00Z,37.25,63.60
2025-07-28T01:57:00Z,40.16,60.07
2025-07-28T01:58:00Z,50.22,48.83
2025-07-28T01:59:00Z,81.98,25.94
2025-07-28T02:00:00Z,85.88,13.72
2025-07-28T02:01:00Z,87.58,11.15
2025-07-28T02:02:00Z,95.44,3.11
2025-07-28T02:03:00Z,99.00,5.80
2025-07-28T02:04:00Z,99.00,5.80
2025-07-28T02:05:00Z,99.00,5.80
