# event_ticker=KXATPMATCH-25AUG09MARPAU
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Tommy Paul
# fav_player=Pedro Martinez
# dog_player=Tommy Paul
# kalshi_date=2025-08-09
timestamp,Pedro Martinez,Tommy Paul
2025-08-09T17:32:00Z,8.00,95.00
2025-08-09T17:34:00Z,3.13,95.00
2025-08-09T17:35:00Z,4.50,95.00
2025-08-09T17:36:00Z,4.60,95.00
2025-08-09T17:37:00Z,5.00,95.00
2025-08-09T17:38:00Z,6.33,95.00
2025-08-09T17:39:00Z,6.74,95.00
2025-08-09T17:40:00Z,6.74,94.00
2025-08-09T17:41:00Z,6.00,95.00
2025-08-09T17:42:00Z,6.00,95.00
2025-08-09T17:43:00Z,7.69,95.00
2025-08-09T17:44:00Z,6.45,95.00
2025-08-09T17:45:00Z,4.45,96.00
2025-08-09T17:46:00Z,5.31,96.00
2025-08-09T17:47:00Z,4.44,96.00
2025-08-09T17:48:00Z,5.00,96.00
2025-08-09T17:49:00Z,5.82,96.00
2025-08-09T17:50:00Z,2.48,96.90
2025-08-09T17:51:00Z,3.00,96.90
2025-08-09T17:52:00Z,12.43,96.90
2025-08-09T17:54:00Z,3.52,98.00
2025-08-09T17:55:00Z,13.00,98.00
2025-08-09T17:56:00Z,13.00,98.00
2025-08-09T17:57:00Z,1.00,98.17
2025-08-09T17:58:00Z,1.15,98.17
2025-08-09T17:59:00Z,1.00,98.17
2025-08-09T18:00:00Z,1.26,98.17
2025-08-09T18:01:00Z,2.01,98.00
2025-08-09T18:02:00Z,3.34,98.00
2025-08-09T18:04:00Z,4.20,96.00
2025-08-09T18:05:00Z,3.00,94.00
2025-08-09T18:07:00Z,2.00,94.00
2025-08-09T18:08:00Z,2.00,99.00
2025-08-09T18:10:00Z,1.00,99.00
2025-08-09T18:15:00Z,1.00,99.00
