# event_ticker=KXATPCHALLENGERMATCH-26MAR23BUTMAR
# final_score=6-3 6-3
# match_winner=Edas Butvilas
# fav_player=Edas Butvilas
# dog_player=Pol Martin Tiffon
# kalshi_date=2026-03-23
timestamp,Edas Butvilas,Pol Martin Tiffon
2026-03-23T15:40:00Z,71.70,29.57
2026-03-23T15:41:00Z,70.81,32.03
2026-03-23T15:42:00Z,69.68,31.13
2026-03-23T15:43:00Z,66.00,33.59
2026-03-23T15:44:00Z,61.97,35.83
2026-03-23T15:45:00Z,70.02,31.95
2026-03-23T15:46:00Z,72.00,29.00
2026-03-23T15:47:00Z,72.91,29.36
2026-03-23T15:48:00Z,71.53,28.90
2026-03-23T15:49:00Z,70.90,30.66
2026-03-23T15:50:00Z,69.30,29.46
2026-03-23T15:51:00Z,63.50,38.92
2026-03-23T15:52:00Z,65.33,35.60
2026-03-23T15:53:00Z,59.34,40.88
2026-03-23T15:54:00Z,66.99,35.98
2026-03-23T15:55:00Z,65.89,37.47
2026-03-23T15:56:00Z,60.58,42.16
2026-03-23T15:57:00Z,60.69,41.33
2026-03-23T15:58:00Z,69.93,31.05
2026-03-23T15:59:00Z,71.00,29.94
2026-03-23T16:00:00Z,72.00,29.89
2026-03-23T16:01:00Z,72.55,29.29
2026-03-23T16:02:00Z,75.27,24.78
2026-03-23T16:03:00Z,75.52,23.04
2026-03-23T16:04:00Z,77.20,29.09
2026-03-23T16:05:00Z,74.30,23.45
2026-03-23T16:06:00Z,69.38,31.07
2026-03-23T16:07:00Z,69.38,33.00
2026-03-23T16:08:00Z,65.76,35.75
2026-03-23T16:09:00Z,68.53,31.74
2026-03-23T16:10:00Z,70.67,29.56
2026-03-23T16:11:00Z,71.08,30.00
2026-03-23T16:12:00Z,74.00,26.57
2026-03-23T16:13:00Z,76.35,25.00
2026-03-23T16:14:00Z,77.58,21.69
2026-03-23T16:15:00Z,72.80,31.74
2026-03-23T16:16:00Z,68.18,31.00
2026-03-23T16:17:00Z,69.84,30.00
2026-03-23T16:18:00Z,69.63,31.00
2026-03-23T16:19:00Z,68.71,30.00
2026-03-23T16:20:00Z,68.76,32.27
2026-03-23T16:21:00Z,73.81,28.00
2026-03-23T16:22:00Z,82.08,20.52
2026-03-23T16:23:00Z,81.87,20.04
2026-03-23T16:24:00Z,79.59,15.98
2026-03-23T16:25:00Z,78.91,20.05
2026-03-23T16:26:00Z,87.84,11.89
2026-03-23T16:27:00Z,88.38,11.79
2026-03-23T16:28:00Z,91.14,9.16
2026-03-23T16:29:00Z,89.66,9.81
2026-03-23T16:30:00Z,86.82,18.85
2026-03-23T16:31:00Z,88.18,14.10
2026-03-23T16:32:00Z,91.10,8.75
2026-03-23T16:33:00Z,91.35,9.71
2026-03-23T16:34:00Z,89.28,9.95
2026-03-23T16:35:00Z,88.68,11.00
2026-03-23T16:36:00Z,94.86,4.50
2026-03-23T16:37:00Z,95.76,3.81
2026-03-23T16:38:00Z,95.35,5.00
2026-03-23T16:39:00Z,97.70,2.59
2026-03-23T16:40:00Z,98.56,1.15
2026-03-23T16:41:00Z,99.00,1.00
2026-03-23T16:42:00Z,99.00,1.00
2026-03-23T16:43:00Z,99.00,1.00
