# event_ticker=KXATPMATCH-25AUG18KOVMIS
# final_score=7-6(2) 7-6(8)
# score_resolution=7-6 7-6
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Filip Misolic
# kalshi_date=2025-08-18
timestamp,Aleksandar Kovacevic,Filip Misolic
2025-08-18T20:49:00Z,93.71,8.89
2025-08-18T20:50:00Z,87.56,10.54
2025-08-18T20:51:00Z,81.92,18.59
2025-08-18T20:52:00Z,81.20,20.00
2025-08-18T20:53:00Z,82.00,20.00
2025-08-18T20:55:00Z,82.00,20.00
2025-08-18T20:56:00Z,83.31,16.77
2025-08-18T20:57:00Z,83.39,19.00
2025-08-18T20:58:00Z,80.68,28.14
2025-08-18T20:59:00Z,80.95,21.24
2025-08-18T21:00:00Z,83.67,18.63
2025-08-18T21:01:00Z,83.64,18.07
2025-08-18T21:02:00Z,89.96,13.94
2025-08-18T21:03:00Z,84.79,14.18
2025-08-18T21:04:00Z,84.66,18.66
2025-08-18T21:05:00Z,80.19,20.45
2025-08-18T21:06:00Z,80.19,21.13
2025-08-18T21:07:00Z,83.00,20.00
2025-08-18T21:08:00Z,86.07,17.00
2025-08-18T21:10:00Z,80.57,21.44
2025-08-18T21:11:00Z,77.88,21.44
2025-08-18T21:12:00Z,81.00,20.70
2025-08-18T21:13:00Z,83.61,20.00
2025-08-18T21:14:00Z,85.17,18.56
2025-08-18T21:15:00Z,81.85,20.78
2025-08-18T21:16:00Z,79.42,20.00
2025-08-18T21:17:00Z,78.22,22.54
2025-08-18T21:18:00Z,79.08,23.00
2025-08-18T21:19:00Z,78.00,21.38
2025-08-18T21:20:00Z,79.45,24.57
2025-08-18T21:21:00Z,85.50,24.57
2025-08-18T21:22:00Z,85.70,15.07
2025-08-18T21:23:00Z,88.29,17.23
2025-08-18T21:24:00Z,87.04,17.23
2025-08-18T21:25:00Z,77.92,22.65
2025-08-18T21:26:00Z,76.29,27.24
2025-08-18T21:27:00Z,81.32,19.00
2025-08-18T21:28:00Z,82.91,18.93
2025-08-18T21:29:00Z,84.00,19.19
2025-08-18T21:30:00Z,81.78,21.67
2025-08-18T21:31:00Z,81.78,23.73
2025-08-18T21:32:00Z,83.00,24.00
2025-08-18T21:33:00Z,77.21,24.00
2025-08-18T21:34:00Z,63.25,33.85
2025-08-18T21:35:00Z,73.91,23.50
2025-08-18T21:36:00Z,76.97,23.52
2025-08-18T21:37:00Z,79.94,20.05
2025-08-18T21:38:00Z,71.83,27.71
2025-08-18T21:39:00Z,78.83,21.55
2025-08-18T21:40:00Z,93.06,24.61
2025-08-18T21:41:00Z,77.93,29.92
2025-08-18T21:42:00Z,96.47,3.04
2025-08-18T21:43:00Z,99.00,3.04
2025-08-18T21:44:00Z,99.00,3.04
2025-08-18T21:45:00Z,99.00,3.04
2025-08-18T21:46:00Z,99.00,3.04
