# event_ticker=KXATPCHALLENGERMATCH-26APR21HERDEN
# final_score=6-3 6-7(3) 6-3
# score_resolution=3-6 7-6 3-6
# match_winner=Pierre-Hugues Herbert
# fav_player=Guy Den Ouden
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-04-21
timestamp,Pierre-Hugues Herbert,Guy Den Ouden
2026-04-21T11:09:00Z,63.00,42.25
2026-04-21T11:10:00Z,43.28,55.76
2026-04-21T11:11:00Z,44.25,53.44
2026-04-21T11:12:00Z,48.86,55.20
2026-04-21T11:13:00Z,48.86,52.46
2026-04-21T11:14:00Z,42.48,57.94
2026-04-21T11:15:00Z,41.74,57.94
2026-04-21T11:16:00Z,42.00,58.14
2026-04-21T11:18:00Z,42.92,58.47
2026-04-21T11:20:00Z,41.97,59.00
2026-04-21T11:21:00Z,47.00,54.00
2026-04-21T11:22:00Z,50.49,50.60
2026-04-21T11:23:00Z,53.75,52.69
2026-04-21T11:24:00Z,49.37,53.43
2026-04-21T11:25:00Z,45.90,56.70
2026-04-21T11:26:00Z,50.77,50.86
2026-04-21T11:27:00Z,52.00,49.00
2026-04-21T11:28:00Z,55.64,44.86
2026-04-21T11:29:00Z,51.57,50.99
2026-04-21T11:30:00Z,48.98,52.55
2026-04-21T11:31:00Z,47.21,53.61
2026-04-21T11:32:00Z,46.75,51.33
2026-04-21T11:33:00Z,46.81,55.03
2026-04-21T11:34:00Z,45.48,56.83
2026-04-21T11:35:00Z,51.00,54.33
2026-04-21T11:36:00Z,51.74,47.71
2026-04-21T11:37:00Z,56.84,45.52
2026-04-21T11:38:00Z,57.26,43.66
2026-04-21T11:39:00Z,59.06,42.89
2026-04-21T11:40:00Z,74.30,21.22
2026-04-21T11:41:00Z,87.79,13.12
2026-04-21T11:42:00Z,92.67,8.13
2026-04-21T11:43:00Z,93.83,6.53
2026-04-21T11:44:00Z,94.98,6.00
2026-04-21T11:45:00Z,93.63,8.62
2026-04-21T11:46:00Z,92.69,7.00
2026-04-21T11:47:00Z,95.54,4.39
2026-04-21T11:48:00Z,94.31,3.70
2026-04-21T11:49:00Z,92.47,11.94
2026-04-21T11:50:00Z,79.66,18.99
2026-04-21T11:51:00Z,77.82,26.27
2026-04-21T11:52:00Z,90.94,5.36
2026-04-21T11:53:00Z,98.94,1.20
2026-04-21T11:54:00Z,99.00,1.20
2026-04-21T11:55:00Z,99.00,1.20
2026-04-21T11:56:00Z,99.00,1.20
2026-04-21T11:57:00Z,99.00,1.20
2026-04-21T12:01:00Z,99.00,1.20
2026-04-21T12:02:00Z,99.00,1.20
2026-04-21T12:03:00Z,99.00,1.20
