# event_ticker=KXATPMATCH-25AUG08NARTIR
# final_score=6-4 7-6(5)
# score_resolution=6-4 7-6
# match_winner=Luca Nardi
# fav_player=Luca Nardi
# dog_player=Thiago Agustin Tirante
# kalshi_date=2025-08-08
timestamp,Luca Nardi,Thiago Agustin Tirante
2025-08-08T15:43:00Z,59.00,42.61
2025-08-08T15:44:00Z,61.00,42.61
2025-08-08T15:45:00Z,61.00,42.00
2025-08-08T15:46:00Z,60.00,42.00
2025-08-08T15:47:00Z,64.00,42.00
2025-08-08T15:48:00Z,76.00,42.00
2025-08-08T15:49:00Z,67.00,34.81
2025-08-08T15:50:00Z,67.00,36.00
2025-08-08T15:52:00Z,66.19,36.00
2025-08-08T15:53:00Z,68.00,35.24
2025-08-08T15:56:00Z,71.00,29.00
2025-08-08T15:57:00Z,69.00,30.00
2025-08-08T15:58:00Z,72.56,28.00
2025-08-08T15:59:00Z,71.00,30.00
2025-08-08T16:02:00Z,72.00,30.00
2025-08-08T16:04:00Z,74.00,30.00
2025-08-08T16:05:00Z,65.00,30.00
2025-08-08T16:07:00Z,70.00,28.78
2025-08-08T16:08:00Z,67.54,28.78
2025-08-08T16:10:00Z,76.22,28.78
2025-08-08T16:11:00Z,74.00,25.41
2025-08-08T16:12:00Z,74.00,30.70
2025-08-08T16:14:00Z,74.00,32.00
2025-08-08T16:17:00Z,65.91,36.05
2025-08-08T16:18:00Z,67.33,34.19
2025-08-08T16:19:00Z,67.00,34.19
2025-08-08T16:20:00Z,53.00,49.00
2025-08-08T16:21:00Z,57.13,45.00
2025-08-08T16:22:00Z,57.00,42.01
2025-08-08T16:23:00Z,57.00,44.00
2025-08-08T16:24:00Z,61.59,44.00
2025-08-08T16:25:00Z,66.00,44.00
2025-08-08T16:26:00Z,66.00,37.82
2025-08-08T16:27:00Z,72.00,37.82
2025-08-08T16:28:00Z,72.00,29.00
2025-08-08T16:29:00Z,72.00,30.90
2025-08-08T16:30:00Z,72.00,33.44
2025-08-08T16:31:00Z,72.00,29.00
2025-08-08T16:32:00Z,67.00,29.00
2025-08-08T16:33:00Z,67.00,35.00
2025-08-08T16:34:00Z,61.26,35.00
2025-08-08T16:35:00Z,55.03,41.00
2025-08-08T16:36:00Z,57.04,42.06
2025-08-08T16:37:00Z,50.31,54.28
2025-08-08T16:38:00Z,49.00,54.28
2025-08-08T16:39:00Z,49.00,57.94
2025-08-08T16:40:00Z,50.82,57.94
2025-08-08T16:41:00Z,45.89,57.94
2025-08-08T16:42:00Z,53.00,50.00
2025-08-08T16:43:00Z,57.14,50.00
2025-08-08T16:44:00Z,63.00,39.34
2025-08-08T16:45:00Z,63.00,39.34
2025-08-08T16:46:00Z,60.57,40.00
2025-08-08T16:47:00Z,76.99,31.00
2025-08-08T16:48:00Z,76.99,31.47
2025-08-08T16:49:00Z,73.00,23.00
2025-08-08T16:50:00Z,85.07,15.04
2025-08-08T16:51:00Z,84.47,15.00
2025-08-08T16:52:00Z,94.39,2.96
2025-08-08T16:53:00Z,92.18,7.38
2025-08-08T16:54:00Z,88.91,10.17
2025-08-08T16:55:00Z,92.13,11.45
2025-08-08T16:56:00Z,97.66,9.00
2025-08-08T16:57:00Z,89.82,10.71
2025-08-08T16:58:00Z,73.00,27.10
2025-08-08T16:59:00Z,68.78,28.40
2025-08-08T17:00:00Z,81.34,22.29
2025-08-08T17:01:00Z,87.32,15.11
2025-08-08T17:02:00Z,89.86,13.47
2025-08-08T17:03:00Z,95.99,13.47
2025-08-08T17:04:00Z,94.91,7.63
2025-08-08T17:05:00Z,92.90,10.26
2025-08-08T17:06:00Z,91.49,8.05
2025-08-08T17:07:00Z,97.03,7.41
2025-08-08T17:08:00Z,99.00,7.41
2025-08-08T17:09:00Z,99.00,7.41
2025-08-08T17:10:00Z,99.00,7.41
2025-08-08T17:12:00Z,99.00,7.41
2025-08-08T17:15:00Z,99.00,7.41
