# event_ticker=KXATPCHALLENGERMATCH-26MAY20MICHAS
# final_score=6-3 5-7 7-5
# score_resolution=3-6 7-5 5-7
# match_winner=Daniel Michalski
# fav_player=Benjamin Hassan
# dog_player=Daniel Michalski
# kalshi_date=2026-05-20
timestamp,Daniel Michalski,Benjamin Hassan
2026-05-21T11:50:00Z,81.96,18.53
2026-05-21T11:51:00Z,80.09,20.37
2026-05-21T11:52:00Z,76.16,24.92
2026-05-21T11:53:00Z,76.47,23.87
2026-05-21T11:54:00Z,81.50,19.52
2026-05-21T11:55:00Z,76.49,25.87
2026-05-21T11:56:00Z,68.12,38.66
2026-05-21T11:57:00Z,55.11,45.38
2026-05-21T11:58:00Z,55.07,45.12
2026-05-21T11:59:00Z,65.21,38.77
2026-05-21T12:00:00Z,76.37,29.60
2026-05-21T12:01:00Z,77.22,24.27
2026-05-21T12:02:00Z,73.44,27.50
2026-05-21T12:03:00Z,71.37,26.23
2026-05-21T12:04:00Z,71.82,30.81
2026-05-21T12:05:00Z,60.54,37.96
2026-05-21T12:06:00Z,51.06,49.76
2026-05-21T12:07:00Z,58.59,43.80
2026-05-21T12:08:00Z,65.01,35.38
2026-05-21T12:09:00Z,71.96,33.64
2026-05-21T12:10:00Z,64.65,40.85
2026-05-21T12:11:00Z,52.54,47.75
2026-05-21T12:12:00Z,43.33,57.26
2026-05-21T12:13:00Z,42.96,58.02
2026-05-21T12:14:00Z,37.74,64.82
2026-05-21T12:15:00Z,34.89,64.16
2026-05-21T12:16:00Z,42.60,54.11
2026-05-21T12:17:00Z,47.79,56.36
2026-05-21T12:18:00Z,29.46,71.02
2026-05-21T12:19:00Z,12.91,86.67
2026-05-21T12:20:00Z,9.12,90.91
2026-05-21T12:21:00Z,19.57,84.40
2026-05-21T12:22:00Z,18.12,83.57
2026-05-21T12:23:00Z,24.33,75.95
2026-05-21T12:24:00Z,38.10,62.47
2026-05-21T12:25:00Z,38.87,62.00
2026-05-21T12:26:00Z,29.13,69.91
2026-05-21T12:27:00Z,35.87,65.06
2026-05-21T12:28:00Z,29.99,66.26
2026-05-21T12:29:00Z,44.15,60.37
2026-05-21T12:30:00Z,35.55,66.23
2026-05-21T12:31:00Z,44.56,65.17
2026-05-21T12:32:00Z,22.36,78.95
2026-05-21T12:33:00Z,40.17,64.67
2026-05-21T12:34:00Z,55.18,45.00
2026-05-21T12:35:00Z,64.93,35.13
2026-05-21T12:36:00Z,80.58,21.13
2026-05-21T12:37:00Z,78.82,21.21
2026-05-21T12:38:00Z,83.46,14.37
2026-05-21T12:39:00Z,85.61,14.84
2026-05-21T12:40:00Z,89.57,8.43
2026-05-21T12:41:00Z,92.85,12.63
2026-05-21T12:42:00Z,91.62,13.43
2026-05-21T12:43:00Z,93.73,7.30
2026-05-21T12:44:00Z,99.00,7.30
2026-05-21T12:45:00Z,99.00,1.00
2026-05-21T12:46:00Z,99.00,1.00
2026-05-21T12:47:00Z,99.00,1.00
