# event_ticker=KXATPMATCH-25JUL30BOYMEN
# final_score=6-4 6-4
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Tristan Boyer
# kalshi_date=2025-07-30
timestamp,Jakub Mensik,Tristan Boyer
2025-07-30T20:12:00Z,86.00,19.00
2025-07-30T20:13:00Z,86.00,18.96
2025-07-30T20:14:00Z,86.00,21.08
2025-07-30T20:15:00Z,86.00,20.26
2025-07-30T20:16:00Z,86.00,20.00
2025-07-30T20:17:00Z,85.00,20.00
2025-07-30T20:18:00Z,81.00,20.00
2025-07-30T20:19:00Z,81.00,20.00
2025-07-30T20:20:00Z,81.00,18.00
2025-07-30T20:22:00Z,82.01,19.70
2025-07-30T20:23:00Z,82.00,18.00
2025-07-30T20:24:00Z,82.00,20.17
2025-07-30T20:25:00Z,81.00,22.48
2025-07-30T20:26:00Z,81.00,24.52
2025-07-30T20:27:00Z,81.00,22.05
2025-07-30T20:28:00Z,82.00,21.10
2025-07-30T20:29:00Z,82.00,23.58
2025-07-30T20:30:00Z,82.00,15.00
2025-07-30T20:31:00Z,88.00,14.59
2025-07-30T20:32:00Z,89.16,14.59
2025-07-30T20:33:00Z,87.07,14.59
2025-07-30T20:34:00Z,86.85,15.68
2025-07-30T20:35:00Z,81.10,20.25
2025-07-30T20:36:00Z,83.00,20.05
2025-07-30T20:37:00Z,83.96,18.48
2025-07-30T20:38:00Z,89.00,13.95
2025-07-30T20:39:00Z,93.00,9.00
2025-07-30T20:40:00Z,93.00,9.00
2025-07-30T20:41:00Z,93.00,10.00
2025-07-30T20:42:00Z,92.11,10.00
2025-07-30T20:43:00Z,93.00,10.00
2025-07-30T20:44:00Z,93.00,8.45
2025-07-30T20:45:00Z,94.00,7.67
2025-07-30T20:47:00Z,91.00,9.00
2025-07-30T20:48:00Z,87.00,14.81
2025-07-30T20:49:00Z,87.00,13.17
2025-07-30T20:50:00Z,87.00,11.00
2025-07-30T20:51:00Z,87.00,10.82
2025-07-30T20:52:00Z,87.00,11.24
2025-07-30T20:53:00Z,94.00,10.53
2025-07-30T20:54:00Z,95.08,9.00
2025-07-30T20:55:00Z,94.00,8.81
2025-07-30T20:56:00Z,94.00,8.81
2025-07-30T20:57:00Z,94.00,8.96
2025-07-30T20:59:00Z,94.00,11.00
2025-07-30T21:00:00Z,91.31,11.00
2025-07-30T21:01:00Z,91.31,10.88
2025-07-30T21:02:00Z,89.00,14.00
2025-07-30T21:03:00Z,85.23,15.00
2025-07-30T21:04:00Z,85.23,13.00
2025-07-30T21:05:00Z,85.23,8.00
2025-07-30T21:06:00Z,89.00,8.00
2025-07-30T21:07:00Z,88.00,8.00
2025-07-30T21:08:00Z,88.00,13.00
2025-07-30T21:09:00Z,90.00,13.00
2025-07-30T21:10:00Z,91.00,13.00
2025-07-30T21:11:00Z,89.05,12.00
2025-07-30T21:12:00Z,90.08,12.01
2025-07-30T21:13:00Z,90.08,9.57
2025-07-30T21:14:00Z,91.00,9.57
2025-07-30T21:15:00Z,91.00,15.00
2025-07-30T21:16:00Z,91.00,16.00
2025-07-30T21:17:00Z,92.67,14.54
2025-07-30T21:18:00Z,93.78,10.00
2025-07-30T21:19:00Z,93.87,12.44
2025-07-30T21:20:00Z,90.00,15.00
2025-07-30T21:21:00Z,90.16,13.00
2025-07-30T21:22:00Z,88.00,10.93
2025-07-30T21:23:00Z,96.32,5.81
2025-07-30T21:24:00Z,98.83,1.04
2025-07-30T21:25:00Z,99.00,1.04
