# event_ticker=KXATPMATCH-26JAN12FEAHAL
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Quentin Halys
# fav_player=Jacob Fearnley
# dog_player=Quentin Halys
# kalshi_date=2026-01-12
timestamp,Jacob Fearnley,Quentin Halys
2026-01-13T02:56:00Z,42.06,60.12
2026-01-13T02:57:00Z,40.04,60.87
2026-01-13T02:58:00Z,40.04,61.36
2026-01-13T02:59:00Z,38.00,61.36
2026-01-13T03:01:00Z,37.58,61.36
2026-01-13T03:02:00Z,37.11,63.00
2026-01-13T03:03:00Z,33.00,67.17
2026-01-13T03:04:00Z,26.00,75.40
2026-01-13T03:05:00Z,27.59,76.16
2026-01-13T03:06:00Z,31.25,70.00
2026-01-13T03:07:00Z,32.65,69.51
2026-01-13T03:08:00Z,27.94,72.05
2026-01-13T03:09:00Z,34.51,65.90
2026-01-13T03:10:00Z,39.00,64.00
2026-01-13T03:12:00Z,40.93,65.00
2026-01-13T03:13:00Z,34.00,65.00
2026-01-13T03:14:00Z,29.82,72.84
2026-01-13T03:15:00Z,23.00,76.87
2026-01-13T03:16:00Z,23.00,77.00
2026-01-13T03:17:00Z,22.00,80.00
2026-01-13T03:18:00Z,22.00,81.00
2026-01-13T03:19:00Z,20.00,81.00
2026-01-13T03:20:00Z,24.87,80.00
2026-01-13T03:21:00Z,20.40,80.00
2026-01-13T03:22:00Z,21.00,79.17
2026-01-13T03:23:00Z,24.00,79.17
2026-01-13T03:24:00Z,22.00,78.00
2026-01-13T03:25:00Z,18.00,80.00
2026-01-13T03:26:00Z,20.00,80.17
2026-01-13T03:27:00Z,21.00,80.00
2026-01-13T03:28:00Z,21.00,80.00
2026-01-13T03:29:00Z,19.99,80.75
2026-01-13T03:30:00Z,21.13,81.00
2026-01-13T03:31:00Z,21.13,77.78
2026-01-13T03:32:00Z,25.76,73.14
2026-01-13T03:33:00Z,21.19,79.48
2026-01-13T03:34:00Z,26.08,79.48
2026-01-13T03:35:00Z,26.08,76.01
2026-01-13T03:36:00Z,24.66,77.22
2026-01-13T03:37:00Z,24.66,76.91
2026-01-13T03:38:00Z,25.00,77.00
2026-01-13T03:39:00Z,25.00,77.00
2026-01-13T03:40:00Z,24.92,77.00
2026-01-13T03:41:00Z,22.70,78.26
2026-01-13T03:42:00Z,19.00,78.26
2026-01-13T03:43:00Z,19.50,82.50
2026-01-13T03:44:00Z,19.50,76.97
2026-01-13T03:45:00Z,25.00,77.00
2026-01-13T03:46:00Z,25.00,77.35
2026-01-13T03:47:00Z,24.47,77.00
2026-01-13T03:48:00Z,25.16,74.62
2026-01-13T03:49:00Z,22.00,74.62
2026-01-13T03:50:00Z,23.74,81.35
2026-01-13T03:51:00Z,10.84,87.40
2026-01-13T03:52:00Z,19.50,81.93
2026-01-13T03:53:00Z,18.70,82.95
2026-01-13T03:54:00Z,17.01,82.84
2026-01-13T03:55:00Z,16.70,83.77
2026-01-13T03:56:00Z,8.01,91.52
2026-01-13T03:57:00Z,6.10,94.40
2026-01-13T03:58:00Z,5.31,94.51
2026-01-13T03:59:00Z,4.29,95.84
2026-01-13T04:00:00Z,4.12,95.30
2026-01-13T04:01:00Z,4.00,97.68
2026-01-13T04:02:00Z,3.86,97.01
2026-01-13T04:03:00Z,3.70,97.01
2026-01-13T04:04:00Z,3.17,97.58
2026-01-13T04:05:00Z,1.05,98.92
2026-01-13T04:06:00Z,2.11,99.00
2026-01-13T04:09:00Z,2.11,99.00
2026-01-13T04:10:00Z,2.11,99.00
2026-01-13T04:11:00Z,2.11,99.00
2026-01-13T04:13:00Z,2.11,99.00
2026-01-13T04:18:00Z,2.11,99.00
2026-01-13T04:19:00Z,1.00,99.00
2026-01-13T04:20:00Z,1.00,99.00
2026-01-13T04:21:00Z,1.00,99.00
2026-01-13T04:22:00Z,1.00,99.00
2026-01-13T04:24:00Z,1.00,99.00
2026-01-13T04:25:00Z,1.00,99.00
2026-01-13T04:26:00Z,1.00,99.00
2026-01-13T04:27:00Z,1.00,99.00
2026-01-13T04:31:00Z,1.00,99.00
2026-01-13T04:32:00Z,1.00,99.00
2026-01-13T04:34:00Z,1.00,99.00
2026-01-13T04:35:00Z,1.00,99.00
2026-01-13T04:36:00Z,1.00,99.00
2026-01-13T04:42:00Z,1.00,99.00
2026-01-13T04:44:00Z,1.00,99.00
2026-01-13T04:55:00Z,1.00,99.00
2026-01-13T04:59:00Z,1.00,99.00
2026-01-13T05:01:00Z,1.00,99.00
