# event_ticker=KXATPMATCH-26JAN03WONNAV
# final_score=6-3 7-5
# match_winner=Coleman Wong
# fav_player=Coleman Wong
# dog_player=Mariano Navone
# kalshi_date=2026-01-03
timestamp,Coleman Wong,Mariano Navone
2026-01-06T08:33:00Z,82.73,19.76
2026-01-06T08:34:00Z,81.00,18.97
2026-01-06T08:35:00Z,82.83,18.00
2026-01-06T08:36:00Z,79.99,20.60
2026-01-06T08:37:00Z,84.20,17.69
2026-01-06T08:38:00Z,85.03,14.44
2026-01-06T08:39:00Z,80.31,20.27
2026-01-06T08:40:00Z,78.00,21.93
2026-01-06T08:41:00Z,75.02,28.71
2026-01-06T08:42:00Z,74.28,26.58
2026-01-06T08:43:00Z,84.33,19.16
2026-01-06T08:44:00Z,68.49,31.02
2026-01-06T08:45:00Z,60.15,40.84
2026-01-06T08:46:00Z,59.77,42.74
2026-01-06T08:47:00Z,62.72,37.05
2026-01-06T08:48:00Z,75.52,27.48
2026-01-06T08:49:00Z,79.05,21.53
2026-01-06T08:50:00Z,82.06,19.08
2026-01-06T08:51:00Z,83.50,16.88
2026-01-06T08:52:00Z,87.19,14.88
2026-01-06T08:53:00Z,86.15,15.74
2026-01-06T08:54:00Z,90.67,12.43
2026-01-06T08:55:00Z,91.18,9.62
2026-01-06T08:56:00Z,97.38,3.03
2026-01-06T08:57:00Z,98.98,1.58
2026-01-06T08:58:00Z,99.00,1.58
2026-01-06T08:59:00Z,99.00,1.58
2026-01-06T09:00:00Z,99.00,1.58
2026-01-06T09:01:00Z,99.00,1.00
2026-01-06T09:02:00Z,99.00,1.00
